N	2gram	Bakhtin_Pr_3	Hudozhes
1	том что	5	16
2	и в	53	14
3	так и	6	13
4	не только	4	12
5	при этом	3	12
6	о том	2	12
7	в том	14	12
8	а не	11	12
9	в себе	5	11
10	в этом	8	11
11	прежде всего	15	11
12	в рассказе	2	11
13	в своей	3	10
14	то же	6	9
15	как и	11	9
16	что он	4	9
17	в качестве	1	9
18	у него	1	9
19	по отношению	2	8
20	в этой	1	8
21	как в	7	8
22	то что	9	8
23	же время	5	8
24	ничего не	6	8
25	в его	8	8
26	между тем	2	8
27	отношению к	1	8
28	в то	5	8
29	еще не	5	7
30	это не	6	7
31	своего рода	3	7
32	не в	2	7
33	казалось бы	3	7
34	личности в	1	7
35	уже не	1	7
36	именно в	2	7
37	не может	2	7
38	как бы	14	7
39	а в	2	7
40	человека в	3	6
41	в глазах	1	6
42	было бы	5	6
43	никогда не	2	6
44	рассказа в	1	6
45	жизни в	3	6
46	что в	2	6
47	с его	2	5
48	перед нами	5	5
49	но в	5	5
50	об этом	1	5
51	точки зрения	4	5
52	не менее	3	5
53	и его	10	5
54	потому что	5	5
55	к себе	6	5
56	и он	1	5
57	можно было	1	5
58	только в	4	5
59	по мнению	1	5
60	друг друга	1	5
61	может быть	12	5
62	но и	7	5
63	и а	1	5
64	в этих	5	5
65	одновременно и	3	5
66	жизни и	9	5
67	мы уже	5	4
68	в ней	7	4
69	столь же	1	4
70	а только	1	4
71	в своем	1	4
72	и к	5	4
73	в самом	2	4
74	что она	1	4
75	он не	3	4
76	и с	6	4
77	несмотря на	2	4
78	тем не	2	4
79	с ним	2	4
80	по своей	9	4
81	связи с	1	4
82	как будто	2	4
83	в духе	8	4
84	и это	3	4
85	можно сказать	8	4
86	один из	6	4
87	из них	4	4
88	в конце	3	4
89	не было	4	4
90	и все	10	4
91	человеческой жизни	3	4
92	бытия и	2	4
93	и от	3	4
94	с точки	2	3
95	говорить о	2	3
96	в мире	5	3
97	и на	18	3
98	видения жизни	1	3
99	в ее	3	3
100	следующей главе	1	3
101	но он	2	3
102	в нем	10	3
103	и по	3	3
104	на этом	1	3
105	его в	2	3
106	в предыдущей	1	3
107	с этим	2	3
108	даже в	1	3
109	и смерти	2	3
110	в своих	2	3
111	ничем не	1	3
112	все эти	9	3
113	себе самому	6	3
114	тем что	2	3
115	этом отношении	1	3
116	предыдущей главе	1	3
117	как мы	5	3
118	о нем	1	3
119	а также	4	3
120	это в	1	3
121	романа в	1	3
122	в литературе	5	3
123	но не	5	3
124	как его	1	3
125	и даже	2	3
126	превращается в	1	3
127	характера в	1	3
128	в связи	2	3
129	в творчестве	8	3
130	по своему	6	3
131	в следующей	1	3
132	и для	4	3
133	от него	3	3
134	в таком	2	3
135	к этой	1	3
136	я и	1	2
137	например в	5	2
138	на самом	1	2
139	в их	2	2
140	той же	5	2
141	мы не	4	2
142	не была	1	2
143	жизни как	4	2
144	к своему	1	2
145	для других	2	2
146	к творчеству	1	2
147	себе и	1	2
148	человека его	1	2
149	в произведениях	1	2
150	в одной	2	2
151	хотя и	4	2
152	напомним что	1	2
153	в литературном	1	2
154	в целом	1	2
155	так или	1	2
156	жизни так	1	2
157	только на	1	2
158	как он	2	2
159	так сказать	5	2
160	на его	3	2
161	другой жизни	1	2
162	особенно в	4	2
163	живет в	2	2
164	уже знаем	1	2
165	авторской позиции	2	2
166	одной из	4	2
