N	3gram	Vinokur_Ku_2	Formalny
1	с точки зрения	8	13
2	в настоящее время	1	10
3	то же время	3	8
4	в то же	3	8
5	и т д	14	8
6	на самом деле	2	6
7	до сих пор	1	6
8	в свою очередь	2	6
9	не может быть	4	5
10	с одной стороны	1	4
11	во всяком случае	5	4
12	и т п	24	4
13	прежде всего в	1	3
14	и до конца	1	3
15	в лучшем случае	3	3
16	бы то ни	1	3
17	может быть и	1	3
18	смысле этого слова	1	3
19	и не в	1	2
20	в своей книге	1	2
21	в зависимости от	4	2
22	сами по себе	1	2
23	убедиться в этом	1	2
24	и в частности	1	2
25	в большинстве случаев	1	2
26	в том чтобы	1	2
27	в связи с	3	2
28	все более и	1	2
29	более и более	1	2
30	т е как	1	2
31	и пр и	1	2
32	того или иного	2	2
33	связи с этим	1	2
34	сама по себе	1	2
35	пр и пр	1	2
36	как мы видели	1	2
37	резко отличен от	1	1
38	состоит в том	1	1
39	слово а не	1	1
40	а прежде всего	1	1
41	ничего общего с	1	1
42	не говоря уже	2	1
43	на основе такого	1	1
44	имеет первостепенное значение	1	1
45	в этом смысле	5	1
46	в том и	1	1
47	должен был бы	1	1
48	тот или иной	1	1
49	говоря уже о	2	1
50	хотя бы и	2	1
51	почти ни одного	1	1
52	можно говорить о	1	1
53	отнюдь не следует	1	1
54	в том что	10	1
55	он должен быть	1	1
56	не менее трудно	1	1
57	в этом отношении	3	1
58	вместо того чтобы	1	1
59	к тому чтобы	1	1
60	несмотря на их	1	1
61	действительно было бы	1	1
62	в противном случае	1	1
63	широком смысле слова	1	1
64	с этой точки	2	1
65	была бы уже	1	1
66	вместе с тем	2	1
67	нет почти ни	1	1
68	т е в	1	1
69	следует еще указать	1	1
70	в данном случае	1	1
71	что на самом	1	1
72	то ни было	1	1
73	ту же основную	2	1
74	зависимости от того	1	1
75	а также и	1	1
76	самом деле это	1	1
77	в отличие от	2	1
78	по сравнению с	1	1
79	ни на минуту	1	1
80	так или иначе	2	1
81	в последнее время	1	1
82	т е на	2	1
83	чтобы понять что	2	1
84	с другой стороны	7	1
85	не может и	1	1
86	у них есть	1	1
87	так же как	2	1
88	и в том	2	1
89	иначе как в	1	1
90	в широком смысле	2	1
91	по себе не	2	1
92	этой точки зрения	2	1
93	т е к	1	1
94	до тех пор	1	1
95	может и не	1	1
96	совершается в пределах	1	1
97	конечно не может	1	1
98	все это в	1	1
99	как такового в	1	1
100	с самого начала	1	1
101	не замечаем что	1	1
102	т п в	2	1
103	но все же	2	1
104	не выходит за	1	1
105	но даже и	2	1
106	как мы знаем	1	1
107	в первый период	2	1
108	заключается в том	1	1
109	к тому что	1	1
110	тех или иных	1	1
111	в предисловии к	1	1
112	тем не менее	5	1
113	то же что	1	1
114	с помощью этого	1	1
115	случае действительно было	1	1
116	ведь на самом	1	1
117	и здесь не	1	1
