N	3gram	Tiupa_Hudo_1	Istorich
1	и т д	3	8
2	с одной стороны	1	7
3	в том что	6	5
4	до сих пор	2	4
5	не только в	2	4
6	о том что	9	4
7	о том как	2	3
8	в данном случае	1	3
9	не может быть	2	3
10	потому что он	1	2
11	уже знаем что	1	2
12	том что в	2	2
13	такой же как	1	2
14	во всяком случае	1	2
15	по отношению к	8	2
16	но все же	1	2
17	это еще не	1	2
18	можно было бы	4	2
19	мы уже знаем	2	2
20	как и в	3	2
21	на том что	1	1
22	при встрече с	2	1
23	в чистом виде	1	1
24	только потому что	2	1
25	уже не может	1	1
26	мы читаем он	1	1
27	более или менее	1	1
28	том что он	1	1
29	одной стороны и	1	1
30	же как и	1	1
31	в одной из	1	1
32	в полном соответствии	1	1
33	то и другое	2	1
34	и то и	1	1
35	в таком случае	1	1
36	что все эти	1	1
37	с тем что	1	1
38	к тому чтобы	1	1
39	на первый взгляд	1	1
40	на спине и	1	1
41	видит в нем	1	1
42	полном соответствии с	1	1
43	с этой точки	1	1
44	же в своих	1	1
45	не похожи на	1	1
46	в противоречие с	1	1
47	не потому что	1	1
48	еще ничего не	1	1
49	это прежде всего	2	1
50	но тут же	1	1
51	но при этом	1	1
52	потому что оно	1	1
53	можно заметить что	1	1
54	а также и	1	1
55	так или иначе	2	1
56	все же не	1	1
57	мы уже говорили	1	1
58	что у него	2	1
59	как бы в	1	1
60	между этими двумя	1	1
61	в том смысле	1	1
62	в свое время	1	1
63	этой точки зрения	1	1
64	и в это	1	1
65	не означает что	1	1
66	так и в	1	1
67	как нам кажется	1	1
68	от солнца и	1	1
69	речь идет о	2	1
70	не было ни	1	1
71	на то что	2	1
72	в него и	1	1
73	тем не менее	3	1
74	друг с другом	1	1
75	и как будто	1	1
76	здесь не в	1	1
77	этот не может	1	1
