N	2gram	Losev_Vlad_2	Problemy
1	и в	30	35
2	как бы	5	31
3	и не	18	27
4	что он	13	24
5	в его	11	21
6	но в	8	19
7	как и	5	18
8	не может	9	18
9	в нем	4	16
10	то есть	7	16
11	то же	4	15
12	с самим	1	15
13	и все	7	15
14	в сущности	2	14
15	в этом	20	14
16	и его	6	14
17	для него	9	14
18	может быть	7	14
19	но и	8	14
20	все это	5	14
21	он не	4	13
22	что я	3	13
23	к нему	2	13
24	и с	14	12
25	у достоевского	2	12
26	прежде всего	6	12
27	и к	6	12
28	в то	9	11
29	самом деле	1	10
30	не только	12	10
31	не в	9	10
32	же время	3	10
33	то что	20	10
34	в отношении	3	9
35	ни одного	1	9
36	мы уже	2	8
37	я не	4	8
38	все же	9	8
39	самого начала	1	8
40	как мы	11	8
41	с самого	1	8
42	так и	5	8
43	и для	3	8
44	потому что	9	8
45	еще не	1	7
46	с его	4	7
47	себе и	2	7
48	и наконец	4	7
49	лишь в	1	7
50	таким образом	3	7
51	для себя	5	7
52	и сам	2	7
53	в виде	3	7
54	вовсе не	4	7
55	так же	4	7
56	что же	8	7
57	точки зрения	7	7
58	с ним	5	7
59	а в	11	7
60	отношении к	1	7
61	и на	4	6
62	он сам	2	6
63	но не	3	6
64	отношение к	4	6
65	что они	1	6
66	в самом	2	6
67	у меня	1	6
68	к тому	2	6
69	в одном	1	6
70	и что	5	6
71	только в	6	6
72	на меня	2	6
73	стремится к	2	6
74	но это	4	6
75	от него	1	6
76	что в	12	6
77	и то	5	5
78	с собою	1	5
79	как в	3	5
80	в себе	6	5
81	он и	3	5
82	в конце	13	5
83	даже в	2	5
84	во время	1	5
85	на него	1	5
86	да и	3	5
87	и это	3	5
88	в том	18	5
89	так что	5	5
90	и даже	10	5
91	к своему	1	5
92	как к	2	5
93	полемика с	2	4
94	он как	1	4
95	он в	1	4
96	в чем	2	4
97	нет и	1	4
98	же и	2	4
99	та же	1	4
100	что это	4	4
101	на его	4	4
102	и вот	3	4
103	последнее слово	1	4
104	но все	2	4
105	его в	4	4
106	в них	3	4
107	рядом с	1	4
108	в своей	5	4
109	в такой	1	4
110	его отношение	1	4
111	но он	3	4
112	по себе	5	4
113	меня не	2	4
114	никогда не	7	4
115	и без	1	4
116	он хочет	1	4
117	во всем	1	4
118	как раз	1	4
119	как будто	2	4
120	где он	3	4
121	не хочу	1	4
122	еще в	2	4
123	он говорил	1	4
124	все его	1	4
125	тотчас же	1	4
126	наконец в	3	4
