N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	40
2	и не	16	30
3	и т	28	21
4	т д	5	19
5	и в	41	18
6	точки зрения	16	17
7	ничего не	4	17
8	может быть	14	17
9	и есть	1	16
10	в нем	30	16
11	ни в	1	15
12	так что	2	15
13	потому что	2	14
14	а не	15	14
15	не только	16	13
16	и даже	6	13
17	в этом	12	12
18	было бы	3	12
19	с точки	8	12
20	если бы	1	12
21	и что	1	12
22	не может	14	12
23	в себе	3	11
24	так как	3	11
25	как бы	12	11
26	все это	5	11
27	то же	14	10
28	несмотря на	1	10
29	прежде всего	8	10
30	сказать что	2	10
31	и то	2	9
32	так и	11	9
33	это не	6	9
34	том что	2	9
35	никогда не	3	9
36	в том	3	9
37	но это	1	8
38	в каком	1	8
39	к нему	5	8
40	совершенно не	2	8
41	также и	3	7
42	то в	2	7
43	что она	1	7
44	что не	1	7
45	той или	9	7
46	вовсе не	7	7
47	не просто	1	7
48	но и	16	7
49	его не	1	6
50	хотя бы	3	6
51	но в	8	6
52	с другой	5	6
53	не в	7	6
54	она не	3	6
55	в то	14	6
56	с ним	7	6
57	можно сказать	2	6
58	ни с	1	6
59	не было	3	6
60	да и	1	6
61	и он	1	5
62	отношение к	7	5
63	в своем	3	5
64	все же	7	5
65	на то	1	5
66	и с	4	5
67	в этих	2	5
68	но если	1	5
69	в отношении	6	5
70	ни о	2	5
71	в виду	1	5
72	есть только	1	5
73	можно было	2	5
74	не с	2	5
75	в особенности	8	5
76	есть и	1	5
77	а в	6	5
78	почти всегда	3	4
79	образ и	1	4
80	одно и	2	4
81	как таковой	1	4
82	нисколько не	2	4
83	смысл и	1	4
84	по крайней	1	4
85	и более	1	4
86	на всю	3	4
87	только и	1	4
88	же время	12	4
89	к тому	3	4
90	как мы	8	4
91	и вообще	2	4
92	о том	3	4
93	от него	1	4
94	крайней мере	1	4
95	быть и	4	4
96	мы видим	2	4
97	но не	2	4
98	не мешает	1	4
99	в котором	2	4
100	как раз	2	4
101	хотя и	2	4
102	так же	2	4
103	другой стороны	4	4
104	во всяком	7	4
105	от самого	1	3
106	действительности и	1	3
107	есть не	1	3
108	но она	1	3
109	в ней	4	3
110	на самом	2	3
111	а только	1	3
112	или иное	1	3
113	что они	2	3
114	стороны и	1	3
115	то или	1	3
116	более или	3	3
117	конечно не	3	3
118	от этого	2	3
119	в самом	5	3
120	та же	1	3
121	он не	3	3
122	всех этих	4	3
123	не значит	1	3
124	в них	6	3
125	всегда и	1	3
126	должно быть	2	3
127	или менее	3	3
128	в их	4	3
129	точку зрения	3	3
130	друг другу	2	3
131	и почти	3	3
132	даже в	2	3
133	тому что	2	3
134	на себе	1	3
135	в основе	5	3
136	случае не	1	3
137	но только	1	3
138	в разных	3	3
139	а лишь	1	3
140	в сознании	2	3
141	только с	1	3
142	могут быть	19	3
143	его с	1	3
144	и о	2	3
145	жизнь и	1	3
146	нуждается в	1	3
147	что и	1	3
148	может иметь	1	3
149	один из	4	3
150	но с	1	3
151	только в	6	3
152	лежащая в	2	3
153	только на	2	3
154	но что	1	3
155	или иной	9	3
156	точек зрения	5	3
157	что для	1	3
158	ничем не	1	3
159	и потому	4	3
160	в данном	3	3
161	в его	13	3
162	тех или	1	3
163	не является	2	3
164	и все	4	3
165	у них	2	3
166	бы в	1	3
167	еще более	5	3
168	дана в	1	3
169	отношении к	6	3
170	состоит из	1	3
171	жизни и	1	3
172	же как	2	2
173	чтобы не	1	2
174	от всякой	3	2
175	для своего	1	2
176	или наоборот	1	2
177	что уже	1	2
178	время как	2	2
179	мы и	2	2
180	не нужно	1	2
181	есть для	2	2
182	из этих	3	2
183	но как	1	2
184	точка зрения	8	2
185	с этим	3	2
186	что как	1	2
187	и где	1	2
188	о самом	1	2
189	бы и	3	2
190	не был	1	2
191	все эти	9	2
192	связанные с	3	2
193	в виде	2	2
194	не как	4	2
195	на этом	2	2
196	в каждом	4	2
197	могла бы	1	2
198	и философии	1	2
199	и может	3	2
200	вещи и	1	2
201	это было	1	2
202	с другими	5	2
203	форму и	1	2
204	чаще всего	1	2
205	но уже	1	2
206	мы имеем	1	2
207	с этой	3	2
208	как и	4	2
209	до сих	2	2
210	в своей	7	2
211	живая и	1	2
212	всяком случае	5	2
213	во всем	1	2
214	в которых	1	2
215	для всякого	1	2
216	несет на	1	2
217	и от	4	2
218	ни было	2	2
219	не знает	1	2
220	не менее	1	2
221	дело не	2	2
222	к ним	1	2
223	разную степень	1	2
224	же он	1	2
225	и эта	2	2
226	этом отношении	1	2
227	как только	3	2
228	отличается от	1	2
229	всегда так	1	2
230	и это	1	2
231	о которых	1	2
232	сторону и	1	2
233	и совершенно	1	2
234	в другом	2	2
235	или на	1	2
236	для этого	1	2
237	это может	1	2
238	эти два	1	2
239	для того	2	2
240	и следовательно	7	2
241	в него	3	2
242	из видов	1	2
243	того что	3	2
244	ничего нового	2	2
245	чем он	2	2
246	с ними	3	2
247	и так	1	2
248	поэтому и	3	2
249	с одной	4	2
250	в качестве	3	2
251	есть своя	1	2
252	же и	2	2
253	с живыми	1	2
254	уже не	2	2
255	и у	2	2
256	если мы	2	2
257	то и	1	2
258	как более	2	2
259	из них	3	2
260	для него	3	2
261	и их	1	2
262	т п	23	2
263	именно как	2	2
264	со стороны	1	2
265	как у	1	2
266	именно в	3	2
267	здесь в	4	2
268	а с	2	2
269	с ней	2	2
270	а главное	1	2
271	только как	1	2
272	о чем	1	2
273	он и	1	2
274	в частности	2	2
275	как в	8	2
276	более конкретное	1	2
277	одной стороны	4	2
278	зрения самого	2	2
279	еще не	4	2
280	сих пор	2	2
281	цветов и	1	2
282	и для	4	2
283	лишь как	3	2
284	тем более	1	2
285	всегда есть	1	2
286	характерна для	1	2
287	о своем	1	2
288	они были	2	2
289	к этому	2	2
290	этой точки	1	2
291	которая не	3	2
292	а между	2	1
293	и методы	1	1
294	как известно	1	1
295	существует особая	1	1
296	что отношение	1	1
297	как все	1	1
298	например в	2	1
299	основных социальных	1	1
300	не остается	1	1
301	и без	1	1
302	выражения в	1	1
303	силы и	1	1
304	характерна эта	1	1
305	к своей	2	1
306	бы для	1	1
307	нового не	2	1
308	чего не	1	1
309	из самых	1	1
310	есть свой	2	1
311	явления и	1	1
312	к другому	1	1
313	мировоззрения и	1	1
314	и до	1	1
315	чем именно	1	1
316	той же	2	1
317	конечно совершенно	1	1
318	а как	2	1
319	и образования	1	1
320	мы не	2	1
321	из этого	3	1
322	сложности и	1	1
323	встретить такие	1	1
324	почти исключительно	1	1
325	но даже	1	1
326	часто очень	1	1
327	данном языке	1	1
328	что по	1	1
329	на их	1	1
330	столь же	2	1
331	в различных	1	1
332	бы мы	1	1
333	во всех	17	1
334	его так	1	1
335	различия между	2	1
336	в ее	2	1
337	не требует	3	1
338	в сторону	1	1
339	друга и	1	1
340	нет и	1	1
341	взятая в	1	1
342	один и	1	1
343	каково бы	1	1
344	в той	10	1
345	его на	1	1
346	данный момент	4	1
347	из уст	1	1
348	на анализе	1	1
349	сознания в	1	1
350	себя так	2	1
351	могли бы	1	1
352	и наконец	4	1
353	его к	1	1
354	и к	5	1
355	и свою	1	1
356	и непосредственная	1	1
357	еще на	1	1
358	в которой	4	1
359	так или	1	1
360	бы не	1	1
361	так в	2	1
362	выражение в	3	1
363	по преимуществу	4	1
364	часто даже	1	1
365	такое значение	1	1
366	быть как	1	1
367	эпохи и	2	1
368	говорит не	1	1
369	чем его	1	1
370	не могла	2	1
371	и если	1	1
372	вообще не	3	1
373	весь свой	1	1
374	с чем	1	1
375	при этом	6	1
376	было с	1	1
377	и эти	2	1
378	в понимании	3	1
379	к одному	1	1
380	не к	1	1
381	нами здесь	1	1
382	к прямому	1	1
383	одной и	1	1
384	и по	2	1
385	людей и	1	1
386	или иных	1	1
387	не суть	1	1
388	от других	2	1
389	таким образом	9	1
390	бы они	1	1
391	по которому	1	1
392	что все	2	1
393	же не	1	1
394	в состоянии	1	1
395	есть все	1	1
396	сознание и	1	1
397	учением о	1	1
398	мы уже	2	1
399	них не	1	1
400	на ту	2	1
401	то есть	26	1
402	зрения на	7	1
403	его в	3	1
404	ли он	4	1
405	те или	3	1
406	не умеет	1	1
407	и чистой	1	1
408	как две	1	1
409	с жизнью	1	1
410	всю его	2	1
411	и тем	2	1
412	в жизни	1	1
413	в предмете	8	1
414	логических и	1	1
415	в реальном	1	1
416	далеко не	5	1
417	в этой	1	1
418	этого не	1	1
419	никаких других	1	1
420	жизни но	2	1
421	его слово	2	1
422	форма и	1	1
423	и становится	1	1
424	что между	1	1
425	привело к	1	1
426	введением в	1	1
427	могут не	2	1
428	друг о	2	1
429	могла быть	1	1
430	всех возможных	1	1
431	место в	1	1
432	мы сказали	4	1
433	и они	1	1
434	и той	2	1
435	мир и	1	1
436	есть его	1	1
437	которые в	3	1
438	и ничего	1	1
439	но он	2	1
440	только два	1	1
441	тем не	1	1
442	без всяких	2	1
443	часто особенно	1	1
444	где нет	2	1
445	зрения и	2	1
446	и вся	1	1
447	случае в	1	1
448	твердое и	1	1
449	до известной	2	1
450	xviii века	2	1
451	участвует в	1	1
452	с теми	1	1
453	самого начала	1	1
454	непосредственно и	2	1
455	правда в	1	1
456	дело в	1	1
457	и вместо	1	1
458	его есть	1	1
459	ясность и	1	1
460	того чтобы	1	1
461	может только	1	1
462	как два	1	1
463	на язык	2	1
464	времени почти	1	1
465	этого общего	2	1
466	заложенные в	1	1
467	явление в	2	1
468	показывает как	1	1
469	говорить как	1	1
470	по своей	1	1
471	и его	14	1
472	связи с	2	1
473	от действительного	1	1
474	плоскость в	1	1
475	одному и	2	1
476	и борьба	1	1
477	с другом	2	1
478	не бывает	1	1
479	над другими	1	1
480	не могут	3	1
481	конструкции и	1	1
482	мы найдем	3	1
483	и часто	4	1
484	иногда даже	1	1
485	мы все	2	1
486	с полной	1	1
487	этого и	1	1
488	того о	1	1
489	подлинной и	1	1
490	например на	1	1
491	и свое	1	1
492	оно не	6	1
493	на это	1	1
494	но сама	1	1
495	на предмет	4	1
496	должен быть	1	1
497	правда не	2	1
498	но по	2	1
499	здесь не	2	1
500	его слова	2	1
501	подходе к	1	1
502	с каким	1	1
503	характер и	1	1
504	нет никакой	1	1
505	мы берем	1	1
506	и этим	3	1
507	с самого	1	1
508	культуры и	1	1
509	зрения не	2	1
510	то время	2	1
511	этих категорий	1	1
512	на том	2	1
513	и сам	3	1
514	здесь как	1	1
515	и единственный	3	1
516	этим в	1	1
517	в результате	3	1
518	часто в	1	1
519	даны в	1	1
520	же просто	1	1
521	связанное с	1	1
522	и там	3	1
523	нечто совсем	1	1
524	язык и	10	1
525	можно встретить	1	1
526	все его	4	1
527	этим не	1	1
528	того или	2	1
529	заключается в	1	1
530	между тем	2	1
531	переходит в	3	1
532	а потому	1	1
533	именно такое	1	1
534	и только	1	1
535	исторического развития	2	1
536	слова для	2	1
537	все время	3	1
538	раз на	1	1
539	поэтому все	1	1
540	на почве	4	1
541	сделать это	1	1
542	или иные	3	1
543	своим предметом	1	1
544	вступить в	1	1
545	в какой	1	1
546	он совершенно	1	1
547	и движение	1	1
548	в стороне	1	1
549	для освещения	1	1
550	или же	1	1
551	бы ни	3	1
552	все они	7	1
553	со всеми	1	1
554	себя в	9	1
555	из которого	1	1
556	есть в	1	1
557	существенным и	1	1
558	вот что	1	1
559	в поэзии	3	1
560	и чисто	3	1
561	не дает	1	1
562	в душе	1	1
563	и других	3	1
564	он может	2	1
565	менее всего	1	1
566	был бы	2	1
567	содержание и	1	1
568	с этими	2	1
569	для них	2	1
570	у него	3	1
571	другом в	1	1
572	как такового	3	1
573	от того	1	1
574	в очень	1	1
575	эти явления	1	1
576	вне ее	1	1
577	же деле	1	1
578	не были	3	1
579	осмысления и	2	1
580	имеет свой	2	1
581	или иначе	1	1
582	отнести также	1	1
583	эти две	1	1
584	этот единый	1	1
585	и самая	2	1
586	только один	1	1
587	человек может	1	1
588	и др	14	1
589	сплетены в	1	1
590	самом же	1	1
591	смысла и	3	1
592	а на	2	1
593	он только	1	1
594	и самый	1	1
595	которое по	1	1
596	его как	2	1
597	на весь	1	1
598	как ни	1	1
599	когда она	1	1
600	там где	4	1
601	и уже	1	1
602	знает только	2	1
603	жизнь в	2	1
604	и ему	1	1
605	и глубокое	2	1
606	входить в	1	1
607	вместе с	1	1
608	эта идея	1	1
609	как одно	1	1
610	как та	1	1
611	основные и	1	1
612	в меру	1	1
613	в разной	1	1
614	в духе	2	1
615	ничего нет	1	1
616	нужно отнести	1	1
617	к своему	6	1
618	конечно всегда	1	1
619	почти всех	1	1
620	и полное	1	1
621	перед нами	4	1
622	его жизни	1	1
623	находятся в	1	1
624	это его	1	1
625	быть только	2	1
626	с которым	2	1
627	по существу	3	1
628	для понимания	2	1
629	друг с	2	1
630	как из	1	1
631	того и	1	1
632	что мы	1	1
633	между прочим	1	1
634	кроме того	4	1
635	о мире	1	1
636	всего в	1	1
637	известной степени	4	1
638	форм и	3	1
639	не знаем	1	1
640	ему только	1	1
641	о котором	1	1
642	для нас	2	1
643	эти попытки	1	1
644	но именно	4	1
645	полное отсутствие	1	1
646	как явление	1	1
647	разве только	1	1
648	к раскрытию	2	1
649	разной степени	2	1
650	них и	1	1
651	а также	2	1
652	она построена	1	1
653	есть уже	1	1
654	логическую и	1	1
655	между ними	2	1
656	они также	1	1
