N	3gram	Potebnia_M_3	Formalny
1	не может быть	3	10
2	и т п	2	9
3	в этом отношении	2	7
4	в самом деле	1	5
5	то же время	5	5
6	в то же	5	5
7	между звуком и	1	5
8	и т д	3	5
9	вместе с тем	4	4
10	как мы видели	1	4
11	не могут быть	2	4
12	на самом деле	1	3
13	сам по себе	5	3
14	но и в	4	3
15	звуком и значением	1	3
16	не в том	5	3
17	в том смысле	3	3
18	с другой стороны	4	3
19	так и в	2	3
20	для того чтобы	3	3
21	тем что оно	1	2
22	и то и	1	2
23	сами по себе	1	2
24	в том случае	1	2
25	то и другое	1	2
26	и в поэтическом	1	2
27	по себе а	4	2
28	с тем и	2	2
29	к тому что	2	2
30	в слове не	1	2
31	том смысле что	1	2
32	в том что	16	2
33	и в поэзии	1	1
34	в этом рассказе	1	1
35	сводится к тому	1	1
36	что слово есть	1	1
37	более или менее	3	1
38	равно как и	1	1
39	не говоря уже	1	1
40	в этом последнем	2	1
41	же время и	1	1
42	что не следует	1	1
43	нам кажется что	1	1
44	оно имеет значение	1	1
45	внутренняя форма слова	2	1
46	и там где	1	1
47	потому что не	3	1
48	с одной стороны	3	1
49	только в том	3	1
50	до сих пор	3	1
51	смысле в каком	2	1
52	говоря уже о	1	1
53	в таком случае	2	1
54	и в других	1	1
55	что он не	3	1
56	должно было быть	1	1
57	что и там	1	1
58	из того что	1	1
59	в собственном смысле	2	1
60	в поэтическом произведении	1	1
61	не сам по	1	1
62	как в языке	1	1
63	в противном случае	1	1
64	каждое из этих	1	1
65	по крайней мере	5	1
66	же что и	1	1
67	что не есть	1	1
68	связи с ним	1	1
69	мы не можем	2	1
70	она входит в	1	1
71	так как число	1	1
72	и многие другие	1	1
73	можно думать что	2	1
74	в данном случае	1	1
75	каждый из этих	1	1
76	в том чтобы	2	1
77	к вопросу о	1	1
78	и тот же	1	1
79	смысле этого слова	7	1
80	в том как	3	1
81	между тем в	1	1
82	так или иначе	1	1
83	он был бы	1	1
84	а не как	1	1
85	но и с	1	1
86	лишь в том	1	1
87	том смысле в	1	1
88	тем что в	1	1
89	и в такой	1	1
90	именно в том	2	1
91	один и тот	1	1
92	в других случаях	1	1
93	он уже не	1	1
94	каждого из них	1	1
95	только то что	1	1
96	то увидим что	1	1
97	таким образом в	1	1
98	в общих чертах	1	1
99	уже потому что	1	1
100	но тем не	2	1
101	же и в	1	1
102	и тем самым	1	1
103	его отношение к	1	1
104	в свою очередь	3	1
105	собственном смысле этого	1	1
106	ничего общего с	1	1
107	в поэзии то	1	1
108	в художественном произведении	1	1
109	главным образом из	1	1
110	но что же	1	1
111	по этому поводу	1	1
112	сама по себе	2	1
113	тем не менее	3	1
114	а не в	1	1
115	как и в	2	1
116	что и в	3	1
117	в чем не	1	1
