N	2gram	Bakhtin_Pr_4	Hudozhes
1	в мире	3	23
2	то есть	40	18
3	и не	27	16
4	не только	14	15
5	и в	46	15
6	в том	9	15
7	может быть	23	13
8	в частности	1	13
9	при этом	5	12
10	и его	6	12
11	а в	2	12
12	но не	4	11
13	в этом	16	11
14	в себе	7	11
15	я в	1	11
16	то же	6	10
17	по отношению	5	10
18	эстетическое отношение	1	10
19	как бы	19	10
20	так и	4	10
21	а не	11	10
22	отношению к	5	10
23	но и	12	10
24	точки зрения	11	9
25	в его	9	9
26	своего рода	4	8
27	себя в	3	8
28	я и	1	7
29	отличие от	3	7
30	но в	6	7
31	в отличие	3	7
32	в то	5	7
33	или иной	2	7
34	с другой	3	7
35	с его	5	6
36	отношение к	3	6
37	том что	4	6
38	не в	10	6
39	же время	5	6
40	по своей	3	6
41	в ее	1	6
42	приводит к	4	6
43	не может	19	6
44	что в	4	6
45	в их	4	5
46	более или	3	5
47	в самом	9	5
48	то что	4	5
49	ни в	6	5
50	тем самым	1	5
51	могут быть	2	5
52	той или	2	5
53	с ее	3	5
54	можно сказать	4	5
55	и одновременно	2	5
56	только в	6	5
57	уже не	4	5
58	и т.п	14	5
59	между ними	10	5
60	другой стороны	3	5
61	или менее	3	5
62	в нем	17	5
63	героя и	4	5
64	отношения к	2	4
65	и то	1	4
66	мы имеем	3	4
67	место в	1	4
68	высказывания в	1	4
69	еще не	7	4
70	а только	1	4
71	как к	1	4
72	хотя и	6	4
73	и как	2	4
74	он не	4	4
75	в другом	2	4
76	самим собой	2	4
77	и тем	2	4
78	в слове	3	4
79	в этих	4	4
80	в своей	3	4
81	не столько	1	4
82	и т.д	3	4
83	входит в	1	4
84	между тем	2	4
85	в форме	1	4
86	для него	2	4
87	со стороны	1	4
88	к которому	1	4
89	прежде всего	9	4
90	не знает	4	4
91	как это	1	4
92	например в	4	4
93	к тому	2	4
94	сказать что	2	4
95	речи и	5	4
96	того же	3	3
97	перед лицом	1	3
98	со своей	1	3
99	авторской позиции	1	3
100	в целом	1	3
101	в виду	4	3
102	как правило	1	3
103	в художественном	2	3
104	и к	9	3
105	он должен	1	3
106	одно и	1	3
107	лишь в	2	3
108	его в	1	3
109	это не	5	3
110	этом смысле	2	3
111	к области	2	3
112	как и	12	3
113	с точки	9	3
114	но он	3	3
115	их в	3	3
116	однако в	1	3
117	автора и	2	3
118	в отношении	3	3
119	не менее	2	3
120	в структуре	5	3
121	как раз	7	3
122	потому что	4	3
123	в произведении	2	3
124	в пределах	10	3
125	так в	2	3
126	читателя в	1	3
127	если бы	3	3
128	и внешней	1	3
129	произведения как	1	3
130	и что	3	3
131	что он	6	3
132	к нему	5	3
133	во втором	1	3
134	человека с	1	3
135	в области	1	3
136	далеко не	3	3
137	в рассказе	2	3
138	не на	1	3
139	была бы	1	3
140	в данном	2	3
141	в той	3	3
142	и для	3	3
143	таким образом	4	3
144	личности и	1	3
145	в свою	1	3
146	в таком	1	3
147	в роли	1	3
148	человека и	3	2
149	и это	3	2
150	между двумя	3	2
151	к другому	5	2
152	по преимуществу	1	2
153	совпадает с	1	2
154	но она	2	2
155	принадлежит к	1	2
156	не вполне	1	2
157	и на	11	2
158	могло быть	1	2
159	но как	1	2
160	не входит	2	2
161	человеческих отношений	1	2
162	за пределы	5	2
163	диалогическим углом	1	2
164	сама по	2	2
165	еще один	1	2
166	в своем	3	2
167	в себя	4	2
