N	3gram	Losev_Dial_4	Freidism
1	с точки зрения	9	11
2	не может быть	6	7
3	– все это	1	5
4	и прежде всего	1	5
5	в зависимости от	1	4
6	то же время	6	4
7	в то же	6	4
8	в данном случае	1	4
9	можно сказать что	1	4
10	теперь мы должны	1	3
11	для того чтобы	5	3
12	– один из	1	3
13	в собственном смысле	2	3
14	и той же	3	3
15	в свою очередь	2	3
16	мы можем сказать	1	3
17	одной и той	3	3
18	можем сказать что	1	3
19	в чем не	1	2
20	то или иное	3	2
21	и не может	1	2
22	в отличие от	1	2
23	что он сам	1	2
24	но в то	2	2
25	ничего общего не	2	2
26	все это –	4	2
27	миф и религия	1	2
28	ни в чем	1	2
29	это и есть	4	2
30	не в силах	1	2
31	это – только	1	2
32	выйти за пределы	3	2
33	тем не менее	2	2
34	в конце концов	1	2
35	ни о каких	1	1
36	это учение о	2	1
37	мы видим в	1	1
38	но прежде всего	1	1
39	только потому что	1	1
40	в глубине ее	1	1
41	даже тогда когда	1	1
42	уже не может	1	1
43	и материи и	1	1
44	равно как и	2	1
45	и нет ничего	2	1
46	что в данном	1	1
47	и даже не	1	1
48	– совершенно не	1	1
49	научной точки зрения	1	1
50	как бы ни	1	1
51	всей его жизни	1	1
52	в этом случае	1	1
53	но тем не	1	1
54	вполне понятно что	1	1
55	что с точки	1	1
56	как и все	2	1
57	хотя бы и	2	1
58	человек как бы	1	1
59	можно говорить о	1	1
60	оно и есть	2	1
61	на самом же	1	1
62	не было бы	1	1
63	в себе и	1	1
64	из того что	1	1
65	часто и не	1	1
66	нет ничего удивительного	1	1
67	или по крайней	3	1
68	– в сфере	1	1
69	в основе своей	1	1
70	по крайней мере	7	1
71	и вовсе не	1	1
72	и тем не	1	1
73	в коем случае	2	1
74	еще не знает	1	1
75	никакого отношения к	2	1
76	в чем заключается	3	1
77	же что и	3	1
78	в их обычном	1	1
79	того что он	4	1
80	ни в коем	2	1
81	на своем месте	1	1
82	удивительного в том	1	1
83	мы не знаем	1	1
84	и об его	1	1
85	и с ними	1	1
86	в себя и	1	1
87	по сравнению с	2	1
88	в пользу объекта	1	1
89	в каком случае	1	1
90	ничего что давало	1	1
91	что давало бы	1	1
92	и вот –	1	1
93	с научной точки	1	1
94	и пр –	1	1
95	даже если это	1	1
96	все это учение	1	1
97	таким образом только	1	1
98	что же такое	1	1
99	это было бы	1	1
100	и ни в	1	1
101	ни в каком	4	1
102	то обстоятельство что	1	1
103	ведь от этого	1	1
104	от того что	2	1
105	ничего удивительного в	1	1
106	то что мы	2	1
107	мы показали что	1	1
108	коем случае не	2	1
109	в свою основу	1	1
110	о том что	1	1
111	ничего общего с	2	1
112	не только не	1	1
113	в пределах одной	1	1
114	ни о каком	1	1
115	той или иной	1	1
116	но все же	1	1
117	в этом смысле	4	1
118	главным образом –	1	1
119	это как бы	1	1
120	и не мог	2	1
121	но теперь мы	1	1
122	и т д	15	1
123	и на всем	1	1
124	то же что	3	1
125	самом же деле	1	1
126	в том что	9	1
127	их взаимоотношения и	1	1
128	и все его	1	1
129	он еще не	1	1
