N	2gram	Voloshinov_1	Hudozhes
1	в мире	2	23
2	в качестве	4	19
3	то есть	4	18
4	и не	14	16
5	не только	27	15
6	и в	38	15
7	в том	2	15
8	может быть	13	13
9	в частности	3	13
10	при этом	9	12
11	и его	7	12
12	а в	5	12
13	но не	2	11
14	в этом	10	11
15	в себе	9	11
16	то же	14	10
17	представляет собой	2	10
18	как бы	28	10
19	так и	6	10
20	а не	6	10
21	но и	13	10
22	точки зрения	10	9
23	в его	6	9
24	себя в	4	8
25	в душе	2	8
26	я и	2	7
27	но в	5	7
28	внутренней речи	18	7
29	в то	9	7
30	или иной	4	7
31	с другой	1	7
32	с его	7	6
33	отношение к	2	6
34	том что	3	6
35	не в	6	6
36	в основе	2	6
37	же время	7	6
38	по своей	2	6
39	в ее	3	6
40	не может	12	6
41	что в	1	6
42	в их	1	5
43	более или	1	5
44	в самом	4	5
45	то что	8	5
46	ни в	1	5
47	художественного творчества	5	5
48	тем самым	7	5
49	той или	3	5
50	можно сказать	4	5
51	того что	4	5
52	и одновременно	1	5
53	только в	6	5
54	уже не	4	5
55	и т.п	21	5
56	между ними	3	5
57	другой стороны	1	5
58	или менее	1	5
59	в нем	4	5
60	отношения к	3	4
61	и то	3	4
62	мы имеем	2	4
63	место в	2	4
64	высказывания в	2	4
65	говорить о	1	4
66	жизни как	1	4
67	еще не	3	4
68	как к	1	4
69	хотя и	3	4
70	и как	9	4
71	он не	2	4
72	в другом	1	4
73	и тем	6	4
74	в слове	3	4
75	в этих	2	4
76	в своей	2	4
77	и т.д	21	4
78	между тем	3	4
79	искусства в	1	4
80	в форме	6	4
81	для него	3	4
82	со стороны	1	4
83	к которому	1	4
84	прежде всего	21	4
85	а на	2	4
86	не знает	3	4
87	как это	5	4
88	например в	1	4
89	к тому	4	4
90	сказать что	3	4
91	речи и	6	4
92	художественного произведения	1	3
93	того же	1	3
94	перед лицом	1	3
95	со своей	1	3
96	в целом	4	3
97	в виду	3	3
98	конечном счете	1	3
99	как говорит	1	3
100	в художественном	1	3
101	как уже	2	3
102	и к	4	3
103	или иного	5	3
104	в противоположность	1	3
105	в которой	7	3
106	он должен	3	3
107	одно и	4	3
108	лишь в	4	3
109	его в	4	3
110	это не	3	3
111	как и	10	3
112	одного и	1	3
113	с точки	5	3
114	тем не	1	3
115	их в	3	3
116	однако в	2	3
117	в отношении	2	3
118	не менее	1	3
119	в русской	1	3
120	как раз	1	3
121	потому что	5	3
122	не будет	3	3
123	в произведении	1	3
124	мог бы	1	3
125	если бы	4	3
126	и внешней	3	3
127	и что	1	3
128	того или	5	3
129	в конечном	1	3
130	что он	2	3
131	к нему	2	3
132	и того	1	3
133	человека с	2	3
134	в области	5	3
135	была бы	1	3
136	человека к	1	3
137	по своему	3	3
138	о чем	1	3
139	в той	5	3
140	внешнего мира	1	3
141	и для	3	3
142	таким образом	7	3
143	в свою	6	3
144	в таком	1	3
145	человека и	1	2
146	и это	7	2
147	это и	1	2
148	между двумя	2	2
149	и больше	2	2
150	анекдот не	1	2
151	принадлежит к	1	2
152	на свою	1	2
153	я не	1	2
154	и на	6	2
155	в чем	1	2
156	но как	2	2
157	за пределы	1	2
158	еще один	1	2
159	в своем	1	2
160	в себя	1	2
161	все эти	2	2
162	в нашем	5	2
163	бы не	2	2
164	всей своей	1	2
165	в этой	6	2
166	с их	1	2
167	высказывания не	2	2
168	вследствие этого	2	2
169	не как	1	2
170	в силу	1	2
171	на этом	1	2
172	значительной степени	2	2
173	могла бы	1	2
174	об этом	3	2
175	времени и	2	2
176	дома и	1	2
177	по себе	1	2
178	несмотря на	2	2
179	с другими	2	2
180	общения людей	2	2
181	том и	1	2
182	вовсе не	2	2
183	тому что	5	2
184	дело не	1	2
185	одна из	1	2
186	слова как	2	2
187	внутренней и	3	2
188	не является	5	2
189	языка в	2	2
190	глаза в	1	2
191	однако все	1	2
192	жизни однако	1	2
193	и о	1	2
194	того чтобы	7	2
195	свою очередь	4	2
196	здесь не	2	2
197	в организации	1	2
198	роль в	3	2
199	с языком	1	2
200	и сам	2	2
201	высказывания и	3	2
202	что может	1	2
203	или в	2	2
204	с самим	2	2
205	между внутренней	2	2
206	с человеком	1	2
207	о том	4	2
208	в глаза	1	2
209	в значительной	2	2
210	на всех	1	2
211	русской литературе	1	2
212	именно в	1	2
213	во внутренней	4	2
214	в литературе	1	2
215	ни к	2	2
216	тот или	1	2
217	из которого	1	2
218	есть в	1	2
219	за пределами	1	2
220	слова не	2	2
221	или даже	2	2
222	не сумеет	1	2
223	слова в	5	2
224	в одном	3	2
225	у него	1	2
226	для того	9	2
227	а с	5	2
228	превращается в	1	2
229	мы легко	3	2
230	в сторону	1	2
231	так же	4	2
232	и потому	2	2
233	как в	2	2
234	из которых	3	2
235	к своему	4	2
236	для возникновения	1	2
237	художественное произведение	1	2
238	при условии	2	2
239	художественного высказывания	2	2
240	во всех	6	2
241	мира и	1	2
242	собственно говоря	1	2
243	тем более	1	2
244	с ним	2	2
245	одной из	2	2
246	в романе	1	2
247	от всех	1	2
248	в иной	1	2
249	либо в	2	2
250	только о	1	2
251	определенным образом	1	2
252	говоря о	1	1
253	также и	2	1
254	же как	1	1
255	именно эта	1	1
256	чтобы не	1	1
257	себе этот	1	1
258	в христианском	1	1
259	другому человеку	1	1
260	и есть	1	1
261	то в	1	1
262	чего не	1	1
263	конечно с	1	1
264	жеста и	1	1
265	можно говорить	1	1
266	в зависимости	5	1
267	общественных отношений	1	1
268	сливается с	1	1
269	той же	5	1
270	есть не	2	1
271	превратилась в	1	1
272	в литературном	1	1
273	общение с	1	1
274	в сущности	1	1
275	это всегда	1	1
276	что иное	2	1
277	вся система	1	1
278	завершение и	1	1
279	человек должен	1	1
280	никогда не	7	1
281	зависимости от	5	1
282	так называемые	4	1
283	в каждой	1	1
284	не что	4	1
285	который может	1	1
286	и определяется	2	1
287	между собой	2	1
288	это возможно	1	1
289	хх веке	1	1
290	иное как	2	1
291	столь же	1	1
292	что его	1	1
293	роман и	1	1
294	тем как	1	1
295	жизнь мою	2	1
296	одном и	1	1
297	высшей ценностью	1	1
298	себе и	2	1
299	быть так	1	1
300	и будет	1	1
301	оно является	2	1
302	голос или	1	1
303	или иное	4	1
304	отнюдь не	10	1
305	в истории	1	1
306	более чем	1	1
307	речи именно	1	1
308	внутри себя	2	1
309	обращения к	2	1
310	перед нами	3	1
311	такое слово	1	1
312	и внутреннюю	1	1
313	зрения каждый	1	1
314	тем же	3	1
315	от этого	1	1
316	или иную	3	1
317	только то	1	1
318	к чему	2	1
319	бы и	2	1
320	что это	4	1
321	обратное влияние	5	1
322	из этих	1	1
323	большей части	1	1
324	фразы в	2	1
325	всего к	1	1
326	нас на	1	1
327	имеем в	1	1
328	на то	1	1
329	стадии и	1	1
330	не могла	1	1
331	смысл однако	1	1
332	на его	5	1
333	самой ситуации	2	1
334	время и	1	1
335	к миру	2	1
336	одному из	1	1
337	все это	4	1
338	в реальной	2	1
339	ключ к	1	1
340	тем и	2	1
341	при виде	1	1
342	первой части	1	1
343	зрения в	2	1
344	с нашим	1	1
345	к одному	1	1
346	необходимо для	1	1
347	содержит в	1	1
348	переживание переживание	1	1
349	явлений жизни	1	1
350	является не	1	1
351	заключает в	4	1
352	или иных	3	1
353	а затем	1	1
354	тем в	1	1
355	речь в	1	1
356	и внутренняя	3	1
357	не с	3	1
358	двух моментов	1	1
359	было бы	7	1
360	и где	1	1
361	он ни	1	1
362	и дает	1	1
363	зрения и	1	1
364	весь мир	1	1
365	в жизни	2	1
366	чтобы этот	1	1
367	только лишь	1	1
368	на всякое	1	1
369	нет в	1	1
370	как видно	1	1
371	вошел в	2	1
372	с ума	1	1
373	от своего	1	1
374	высказывания как	3	1
375	связь со	1	1
