N	3gram	Bakhtin_Pr_1	Narrotol
1	в данном случае	2	8
2	не только в	1	6
3	в том что	7	5
4	то же время	7	4
5	в то же	7	4
6	не может быть	3	4
7	по отношению к	11	3
8	подобно тому как	3	3
9	в этом отношении	5	3
10	для того чтобы	2	3
11	в первом случае	1	3
12	о том что	2	2
13	в самом деле	2	2
14	то же самое	1	2
15	так и не	1	2
16	до сих пор	2	2
17	своего и чужого	1	2
18	сами по себе	3	2
19	в отличие от	2	2
20	перед нами не	1	2
21	как если бы	1	2
22	в зависимости от	3	2
23	тем или иным	1	2
24	дело в том	1	2
25	во всяком случае	3	2
26	они и не	1	2
27	можно сказать что	2	2
28	в известном смысле	1	2
29	первого лица в	1	1
30	перед нами был	1	1
31	в е годы	1	1
32	и не любил	1	1
33	отношению к слову	1	1
34	какой бы то	1	1
35	звучит как бы	1	1
36	не только с	1	1
37	же как и	1	1
38	он не может	1	1
39	с другой стороны	2	1
40	с точки зрения	15	1
41	и не только	1	1
42	и не может	2	1
43	и в то	3	1
44	до известной степени	1	1
45	в той же	3	1
46	в первой главе	1	1
47	бы то ни	3	1
48	он и не	1	1
49	только то что	2	1
50	от первого лица	2	1
51	и то что	1	1
52	точно так же	1	1
53	в искусстве слова	1	1
54	то что обычно	1	1
55	она может быть	1	1
56	по крайней мере	2	1
57	может быть и	1	1
58	его произведениях но	1	1
59	уже в е	1	1
60	при условии что	1	1
61	между ними не	1	1
62	то ни было	2	1
63	в значительной степени	1	1
64	оно и не	1	1
65	друг с другом	3	1
66	в сознании героя	1	1
67	и как бы	1	1
68	один из этих	1	1
69	героя но и	1	1
70	у него уже	1	1
71	мы не можем	1	1
72	его жизни и	1	1
73	само по себе	2	1
74	в своем кругозоре	1	1
75	существенную роль в	1	1
76	ни одна из	1	1
77	но все же	1	1
78	но и не	2	1
79	но именно поэтому	1	1
80	точка зрения как	1	1
81	не отличается от	1	1
82	к тому что	1	1
83	на самом деле	3	1
84	а в то	2	1
85	и даже не	1	1
86	может претендовать на	1	1
87	но для того	1	1
88	по себе а	1	1
89	мира в которой	1	1
90	но и с	1	1
91	не входит в	1	1
