N	4gram	Losev_Dial_3	Myshleni
1	в то время как	4	4
2	так же как и	1	4
3	в такой же мере	1	3
4	одно и то же	2	2
5	одной и той же	1	2
6	с одной стороны и	1	1
7	и в то же	1	1
8	в то же время	1	1
9	или по крайней мере	1	1
10	нас в данном случае	1	1
11	стать на точку зрения	1	1
12	как и все прочие	1	1
13	с этой точки зрения	2	1
14	ничего не может сказать	1	1
15	это потому что в	1	1
16	в чем именно заключается	1	1
17	в том что в	1	1
18	зависит прежде всего от	1	1
19	и пр и пр	1	1
20	что с точки зрения	1	1
21	мы говорим об отношении	1	1
22	прежде всего от того	1	1
23	столько же сколько и	1	1
