N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	65
2	и др	1	24
3	как бы	7	22
4	и не	2	22
5	вовсе не	1	18
6	и т.п	1	17
7	в сущности	1	16
8	в том	12	16
9	в этом	11	15
10	но в	5	14
11	в нем	3	13
12	мы уже	4	12
13	и на	3	11
14	прежде всего	11	11
15	все эти	3	10
16	не только	12	10
17	и его	5	10
18	так и	13	10
19	но и	5	10
20	и потому	2	10
21	во всех	1	9
22	в его	8	9
23	все это	2	9
24	всех этих	1	8
25	в своем	4	8
26	в основе	1	8
27	в духе	4	8
28	в дальнейшем	1	8
29	и даже	3	8
30	по своему	3	8
31	и другие	1	8
32	формы и	1	7
33	его в	3	7
34	точки зрения	5	7
35	уже говорили	1	7
36	только в	5	7
37	влияние на	2	7
38	жизни и	5	7
39	на самом	2	6
40	в ней	4	6
41	еще не	7	6
42	все же	3	6
43	и у	1	6
44	главным образом	1	6
45	при этом	12	6
46	том что	16	6
47	в отношении	1	6
48	никогда не	6	6
49	как мы	3	6
50	времени и	1	6
51	в значительной	2	6
52	в литературе	3	6
53	одно из	1	6
54	так как	1	6
55	может быть	5	6
56	века и	1	6
57	не знает	2	6
58	сказать что	1	6
59	связана с	1	5
60	века в	1	5
61	в последующих	1	5
62	литературы и	1	5
63	с его	5	5
64	отличие от	1	5
65	как в	8	5
66	рядом с	1	5
67	как и	9	5
68	есть в	1	5
69	в своей	10	5
70	между людьми	1	5
71	потому что	5	5
72	между тем	8	5
73	для него	10	5
74	в одном	1	5
75	еще и	1	5
76	превращается в	3	5
77	в частности	5	5
78	xix века	1	5
79	и все	4	5
80	в своих	3	5
81	жизни в	6	5
82	и до	1	4
83	в общем	1	4
84	и к	4	4
85	поэтому и	2	4
86	в самом	4	4
87	в этой	8	4
88	так сказать	2	4
89	в узком	1	4
90	на всю	1	4
91	входит в	1	4
92	в их	2	4
93	в отличие	1	4
94	мысли и	1	4
95	не в	7	4
96	до сих	2	4
97	связи с	4	4
98	в жизни	1	4
99	из них	4	4
100	отношение к	1	4
101	сих пор	2	4
102	для нас	1	4
103	культуры в	1	4
104	это в	3	4
105	можно говорить	1	3
106	самом деле	5	3
107	по его	1	3
108	жизни как	2	3
109	в себя	2	3
110	уже не	7	3
111	но все	1	3
112	то что	8	3
113	в себе	11	3
114	но на	1	3
115	и с	4	3
116	на этой	1	3
117	это не	7	3
118	весь мир	1	3
119	далеко не	1	3
120	в ее	3	3
121	он и	1	3
122	с точки	3	3
123	но это	1	3
124	даже в	3	3
125	взглянуть на	1	3
126	ничего не	8	3
127	по своей	4	3
128	этом отношении	3	3
129	не могут	1	3
130	но одновременно	3	3
131	сквозь призму	1	3
132	в виду	1	3
133	средних веков	1	3
134	с ним	4	3
135	о нем	3	3
136	в самой	1	3
137	с другой	1	3
138	в форме	2	3
139	смеха и	1	3
140	что он	9	3
141	но как	2	3
142	во введении	3	3
143	друг друга	5	3
144	в системе	2	3
145	как раз	4	3
146	же деле	1	3
147	самом же	1	3
148	и эта	1	3
149	в ряду	1	3
150	на фоне	2	3
151	нет ничего	2	3
152	но для	1	3
153	пор еще	1	3
154	по ходу	1	3
155	не может	7	3
156	что в	6	3
157	например в	2	2
158	мы здесь	1	2
159	в чужой	1	2
160	нам кажется	1	2
161	это очень	1	2
162	видеть в	1	2
163	на тех	3	2
164	для своего	2	2
165	не была	2	2
166	и он	5	2
167	это время	1	2
168	начало и	1	2
169	на них	1	2
170	время в	1	2
171	в чем	1	2
172	и обновления	1	2
173	различия между	1	2
174	но не	3	2
175	человеческих отношений	5	2
176	нет и	1	2
177	за свои	1	2
178	из этих	1	2
179	во многих	1	2
180	он не	4	2
181	они в	2	2
182	различные формы	1	2
183	и вот	1	2
184	на его	2	2
185	свое время	1	2
186	его от	1	2
187	и по	3	2
188	значительной степени	2	2
189	а его	2	2
190	истории и	1	2
191	в этих	5	2
192	от своего	1	2
193	и без	1	2
194	характер это	1	2
195	их в	1	2
196	бы быть	1	2
197	это сама	1	2
198	раз и	1	2
199	дело в	1	2
200	на него	2	2
201	этих двух	1	2
202	всего на	1	2
203	же он	1	2
204	в мир	1	2
205	к себе	5	2
206	могут быть	1	2
207	к тому	7	2
208	завершенности и	1	2
209	и это	4	2
210	но при	1	2
211	говорили что	1	2
212	приводит к	3	2
213	роль в	1	2
214	особенно в	2	2
215	во многом	1	2
216	во второй	5	2
217	но у	1	2
218	о том	12	2
219	второй половине	2	2
220	можно сказать	4	2
221	ни на	1	2
222	в отрыве	1	2
223	возрождения в	1	2
224	но с	2	2
225	человеческого существования	1	2
226	с одной	1	2
227	литературы в	1	2
228	только на	2	2
229	или даже	1	2
230	ни с	1	2
231	не укладывается	1	2
232	в особенности	1	2
233	при всей	2	2
234	что не	2	2
235	всего мира	2	2
236	образное мышление	1	2
237	одной стороны	1	2
238	мир от	1	2
239	до конца	2	2
240	несмотря на	4	2
241	и так	2	2
242	выражения и	1	2
243	его на	1	2
244	в изображении	2	2
245	к жизни	5	2
246	быть только	1	2
247	да и	2	2
248	культуре и	1	2
249	в это	2	2
250	того что	4	2
251	еще раз	2	2
252	что мы	1	2
253	в целом	2	2
254	между прочим	1	2
255	и для	3	2
256	при таком	1	2
257	и от	4	2
258	узком смысле	1	2
259	которого они	1	2
260	хотя и	2	2
261	совершенно иной	2	2
262	от него	3	2
263	степени чем	1	2
264	интерес к	5	2
265	ни к	2	2
266	же в	3	2
267	в романе	1	2
268	себе самому	3	2
269	одновременно и	5	2
270	в свое	1	2
271	в таком	3	2
272	а между	1	1
273	речь идет	3	1
274	еще можно	1	1
275	человека и	1	1
276	тех же	1	1
277	многих отношениях	1	1
278	это и	1	1
279	все его	1	1
280	характерное для	1	1
281	на две	1	1
282	проникает в	1	1
283	оно было	2	1
284	другой жизни	2	1
285	был и	1	1
286	то же	9	1
287	их и	1	1
288	а как	1	1
289	на пороге	1	1
290	отступает от	1	1
291	в письмах	1	1
292	может даже	1	1
293	литературного вкуса	1	1
294	мы не	2	1
295	общества и	1	1
296	именно к	1	1
297	глубины и	1	1
298	говорить о	3	1
299	принадлежит к	1	1
300	его однако	1	1
301	попутно что	1	1
302	разумеется не	1	1
303	видит в	3	1
304	же она	1	1
305	этого мотива	1	1
306	по отношению	8	1
307	есть по	1	1
308	а и	2	1
309	и воображения	1	1
310	друг от	1	1
311	это были	1	1
312	в свои	1	1
313	человека с	1	1
314	человеку и	1	1
315	лишь очень	1	1
316	в настоящем	1	1
317	в произведениях	2	1
318	как первые	1	1
319	чем же	1	1
320	формы выражения	1	1
321	с этим	3	1
322	как к	3	1
323	как нам	2	1
324	это был	1	1
325	не два	1	1
326	односторонней серьезности	1	1
327	в полном	1	1
328	сознания в	1	1
329	как уже	1	1
330	и как	1	1
331	вокруг себя	1	1
332	от этого	1	1
333	в этот	1	1
334	и конечно	1	1
335	в произведении	1	1
336	лежит на	2	1
337	только существенные	1	1
338	в которой	1	1
339	отказывается от	1	1
340	время это	1	1
341	он в	1	1
342	по преимуществу	3	1
343	раз в	2	1
344	частности с	1	1
345	эпохи и	1	1
346	как он	2	1
347	на то	4	1
348	не могла	1	1
349	он всегда	1	1
350	вообще не	1	1
351	по-видимому не	2	1
352	стало возможным	1	1
353	но именно	1	1
354	о которой	1	1
355	же это	1	1
356	жизнью и	2	1
357	именно этим	2	1
