N	2gram	Losev_Prob_4	KulturaY
1	и т	4	39
2	потому что	15	25
3	т п	1	24
4	и в	20	23
5	т е	1	22
6	не только	24	20
7	в том	20	19
8	в этом	9	18
9	и не	28	16
10	было бы	14	15
11	так как	5	15
12	может быть	9	15
13	ни к	2	15
14	т д	3	14
15	точки зрения	14	14
16	все эти	16	12
17	если бы	8	12
18	у нас	14	12
19	в самом	2	12
20	но в	8	11
21	том что	12	11
22	того чтобы	2	11
23	в области	3	11
24	по себе	11	10
25	а не	7	10
26	что в	3	10
27	самом деле	3	9
28	вопрос о	1	9
29	хотя бы	7	9
30	то что	15	9
31	можно было	4	9
32	вовсе не	21	9
33	для того	3	9
34	не может	5	9
35	только потому	1	8
36	с точки	11	8
37	не в	13	8
38	и что	2	8
39	в качестве	10	8
40	уже не	5	8
41	прежде всего	11	8
42	с другой	7	8
43	что это	2	7
44	все же	2	7
45	в нашем	12	7
46	в силу	1	7
47	и с	7	7
48	не менее	10	7
49	но и	14	7
50	другой стороны	6	7
51	то же	7	6
52	и на	3	6
53	но не	5	6
54	в этой	4	6
55	да и	5	6
56	это не	7	6
57	тем не	10	6
58	по крайней	6	6
59	о революции	1	6
60	крайней мере	6	6
61	что не	4	6
62	что мы	3	6
63	и то	2	5
64	также и	13	5
65	мы имеем	6	5
66	зависимости от	3	5
67	еще не	7	5
68	и вот	1	5
69	что все	1	5
70	об этом	6	5
71	и тем	7	5
72	несмотря на	4	5
73	и здесь	1	5
74	не могут	1	5
75	ясно что	7	5
76	в его	3	5
77	тот же	2	5
78	что он	8	5
79	только в	23	5
80	всяком случае	4	5
81	само по	1	5
82	вместе с	5	5
83	как это	3	5
84	подобного рода	11	5
85	что же	1	5
86	слова и	1	5
87	все это	9	5
88	этом смысле	3	5
89	таким образом	8	5
90	во всяком	8	5
91	в зависимости	3	4
92	говорить о	2	4
93	в данном	6	4
94	отнюдь не	10	4
95	однако не	4	4
96	перед нами	13	4
97	хотя и	5	4
98	бы и	3	4
99	если мы	5	4
100	на то	1	4
101	в нем	5	4
102	так и	10	4
103	но все	3	4
104	на этой	2	4
105	должно быть	1	4
106	можно ли	3	4
107	в то	4	4
108	на себе	3	4
109	но только	2	4
110	не имеет	4	4
111	ничего не	1	4
112	к тому	3	4
113	и о	5	4
114	в пределах	2	4
115	или в	5	4
116	могут быть	1	4
117	можно сказать	5	4
118	это слово	1	4
119	для нас	6	4
120	в нашей	1	4
121	ни в	17	4
122	в конце	2	4
123	в них	5	4
124	в каком	6	4
125	не было	3	4
126	в связи	3	4
127	как бы	4	4
128	в результате	8	4
129	этой области	1	4
130	сказать что	7	4
131	была бы	2	4
132	так же	5	4
133	того же	2	3
134	это и	4	3
135	что можно	1	3
136	слова эти	1	3
137	а только	6	3
138	не все	1	3
139	как в	5	3
140	с этим	4	3
141	то и	5	3
142	он не	2	3
143	всех этих	6	3
144	и по	2	3
145	что она	4	3
146	о которых	2	3
147	этого не	2	3
148	чем в	1	3
149	нисколько не	1	3
150	смысл и	1	3
151	если и	3	3
152	то для	3	3
153	казалось бы	3	3
154	и его	10	3
155	связи с	3	3
156	уже о	1	3
157	отличается от	4	3
158	всего в	1	3
159	что оно	1	3
160	как мы	3	3
161	в виду	6	3
162	в ней	7	3
163	здесь не	7	3
164	последнее время	1	3
165	а в	4	3
166	для этого	2	3
167	никак не	4	3
168	а также	6	3
169	можно встретить	1	3
170	что и	3	3
171	конце концов	1	3
172	того что	1	3
173	есть в	7	3
174	уже в	4	3
175	же в	4	3
176	до конца	1	3
177	у него	1	3
178	как раз	4	3
179	тем что	3	3
180	указание на	1	3
181	именно в	7	3
182	на фоне	1	3
183	из которых	3	3
184	но для	1	3
185	своей собственной	1	3
186	но это	6	3
187	не знает	1	3
188	совершенно не	3	3
189	к этой	1	3
190	и это	2	3
191	точно так	3	3
192	гораздо более	1	3
193	смысле слова	15	2
194	также что	1	2
195	же как	1	2
196	чтобы не	2	2
197	и потому	7	2
198	на самом	5	2
199	о разных	1	2
200	и есть	4	2
201	отношений в	1	2
202	тем же	1	2
203	можно говорить	1	2
204	по преимуществу	2	2
205	и до	1	2
206	почти всегда	2	2
207	в году	1	2
208	что между	1	2
209	что если	1	2
210	но даже	4	2
211	так называемые	1	2
212	бы сказать	1	2
213	а следовательно	1	2
214	мы будем	1	2
215	не то	2	2
216	для всякой	1	2
217	не просто	16	2
218	что они	2	2
219	в своем	3	2
220	и где	2	2
221	могли бы	1	2
222	это просто	1	2
223	за собой	2	2
224	и у	1	2
225	и если	5	2
226	при этом	6	2
227	указания на	1	2
228	не как	1	2
229	в корне	2	2
