N	2gram	Ircho_Kome_3	Myslijsy
1	потому что	10	49
2	для нас	1	31
3	и в	22	24
4	в душе	1	23
5	может быть	6	23
6	в сознании	1	23
7	то что	4	20
8	и не	21	19
9	в том	12	18
10	а не	4	18
11	что в	5	16
12	не только	5	15
13	того же	6	14
14	при этом	7	13
15	в слове	1	13
16	не в	4	13
17	было бы	3	13
18	то же	7	12
19	но не	1	12
20	мы можем	3	12
21	не может	3	12
22	мы не	2	11
23	таким образом	12	11
24	вместе с	9	11
25	если бы	8	11
26	что и	8	11
27	что мы	2	11
28	только в	1	11
29	как в	2	10
30	в себе	4	10
31	так что	6	10
32	так как	11	10
33	независимо от	1	9
34	в нем	3	9
35	вовсе не	4	9
36	но и	4	9
37	как бы	3	9
38	и на	2	8
39	в этом	8	8
40	более или	1	8
41	том что	13	8
42	или менее	1	8
43	могут быть	1	8
44	под влиянием	2	8
45	а в	7	8
46	в чем	1	7
47	во всех	2	7
48	с этим	3	7
49	как и	3	7
50	всяком случае	3	7
51	того как	1	7
52	не могут	2	7
53	прежде всего	5	7
54	тем что	5	7
55	во всяком	3	7
56	и т	4	6
57	и как	1	6
58	в состоянии	1	6
59	тем не	3	6
60	в то	6	6
61	не имеет	3	6
62	связи с	5	6
63	свою очередь	6	6
64	между тем	2	6
65	и только	1	6
66	в одном	2	6
67	с другой	4	6
68	не было	2	6
69	в свою	7	6
70	только как	2	6
71	по поводу	1	6
72	столь же	3	5
73	что они	2	5
74	все остальные	2	5
75	все же	4	5
76	уже в	2	5
77	бы не	2	5
78	на то	3	5
79	не от	1	5
80	не менее	5	5
81	по крайней	1	5
82	с ним	5	5
83	судя по	3	5
84	так и	4	5
85	о том	8	5
86	с другими	2	5
87	крайней мере	1	5
88	тот же	2	5
89	из них	5	5
90	от того	2	5
91	в них	3	5
92	для того	6	5
93	что не	3	5
94	и их	1	5
95	представляется нам	1	5
96	только для	2	5
97	в которой	3	5
98	к другому	1	4
99	в самом	9	4
100	время как	2	4
101	еще не	6	4
102	одним словом	1	4
103	но в	5	4
104	из этих	1	4
105	только один	2	4
106	как он	3	4
107	и если	2	4
108	в нее	1	4
109	с тем	4	4
110	такой же	1	4
111	в котором	2	4
112	место в	1	4
113	сих пор	9	4
114	стало быть	1	4
115	одном из	1	4
116	они не	1	4
117	чувства в	1	4
118	подобно тому	1	4
119	таким путем	1	4
120	представлений в	1	4
121	от их	1	4
122	и сами	1	4
123	в некоторых	1	4
124	то время	2	4
125	никогда не	3	4
126	и что	6	4
127	для самого	1	4
128	что он	8	4
129	с одной	3	4
130	в других	3	4
131	до сих	9	4
132	если не	3	4
133	тому как	1	4
134	во время	6	4
135	в таком	2	4
136	например в	1	3
137	человека и	2	3
138	тем же	3	3
139	той же	1	3
140	чем более	1	3
141	то это	5	3
142	не совсем	2	3
143	же что	1	3
144	что его	5	3
145	если в	1	3
146	очевидно что	1	3
147	со стороны	11	3
148	относится к	1	3
149	которые не	1	3
150	хотя и	5	3
151	в целом	3	3
152	что она	4	3
153	т д	1	3
154	о которой	2	3
155	при виде	3	3
156	не как	2	3
157	человека в	2	3
158	и может	1	3
159	его не	2	3
160	них не	1	3
161	его в	8	3
162	это не	2	3
163	и тем	1	3
164	далеко не	3	3
165	в этих	1	3
166	себе в	3	3
167	ни было	2	3
168	быть не	1	3
169	того кто	2	3
170	в ней	4	3
171	и притом	1	3
172	на него	4	3
173	если мы	2	3
174	те же	1	3
175	не с	2	3
176	мог бы	1	3
177	том как	3	3
178	мы в	1	3
179	на вопрос	2	3
180	от них	1	3
181	и во	2	3
182	вслед за	1	3
183	и у	1	3
184	одно из	1	3
185	не так	3	3
186	т п	4	3
187	что на	1	3
188	что для	2	3
189	одной стороны	3	3
190	и для	4	3
191	и от	1	3
192	то не	1	3
193	и все	2	3
194	только что	7	3
195	все что	3	3
196	как на	1	3
197	принять за	1	2
198	без них	1	2
199	самом деле	6	2
200	отношения к	2	2
201	вопрос о	1	2
202	с его	3	2
203	только после	1	2
204	тем как	1	2
205	по отношению	5	2
206	за пределы	2	2
207	его на	2	2
208	общего с	1	2
209	бы при	1	2
210	указывают на	1	2
211	могли бы	1	2
212	в действительности	1	2
213	отношения между	1	2
214	все эти	1	2
215	в нашем	1	2
216	и тот	3	2
217	сказать в	1	2
218	состоит в	2	2
219	но вместе	1	2
220	что ни	3	2
221	нужные для	1	2
222	и по	1	2
223	на этом	1	2
224	но все	4	2
225	в каждом	1	2
226	в другом	2	2
227	нам по	1	2
228	этого не	1	2
229	мы знаем	2	2
230	к мысли	1	2
231	остается только	1	2
232	не столько	1	2
233	мы находим	1	2
234	пить и	1	2
235	но он	1	2
