N	4gram	Vygotskiy__1	Vladivir
1	дело в том что	1	4
2	в том что в	1	3
3	с одной стороны и	1	2
4	а с другой стороны	2	2
5	в то же время	1	2
6	и в то же	1	2
7	в то время как	4	2
8	является с точки зрения	2	1
9	само собой разумеется что	1	1
10	одно и то же	2	1
11	в строгом смысле слова	1	1
12	сама по себе в	1	1
13	так же как и	4	1
14	с этой точки зрения	1	1
15	в своих работах по	1	1
16	но вместе с тем	4	1
17	в том что он	1	1
18	то же самое время	1	1
19	который для него является	1	1
20	заключается в том что	4	1
21	мы должны сказать что	1	1
22	в то же самое	1	1
