N	2gram	Propp_Russ_1	Vladivir
1	с м	1	31
2	и в	36	30
3	в году	2	24
4	в этом	12	20
5	то что	6	20
6	у него	2	19
7	и не	6	18
8	в том	17	18
9	и с	2	14
10	а н	18	14
11	же с	1	13
12	что он	1	13
13	не только	22	12
14	том что	19	12
15	там же	5	12
16	что в	19	12
17	как мы	10	11
18	в его	2	11
19	а в	9	11
20	сказать что	1	11
21	года он	1	10
22	и вообще	1	10
23	а также	3	10
24	не было	2	10
25	все же	5	9
26	кроме того	1	9
27	было бы	1	9
28	в то	1	9
29	не может	4	9
30	потому что	10	9
31	в своем	3	8
32	но в	2	8
33	связи с	4	8
34	но и	16	8
35	в связи	4	8
36	вместе с	10	8
37	до конца	2	7
38	то есть	3	7
39	ни в	1	7
40	точки зрения	3	7
41	не менее	3	7
42	в эти	4	7
43	может быть	8	7
44	а не	2	7
45	как это	8	7
46	между прочим	2	7
47	для нас	6	7
48	и все	1	7
49	также и	1	6
50	он был	2	6
51	хотя и	2	6
52	и к	3	6
53	в себе	1	6
54	об этом	9	6
55	в москве	3	6
56	тем не	3	6
57	и его	1	6
58	у нас	8	6
59	то время	1	6
60	всякого рода	3	6
61	только в	4	6
62	всяком случае	1	6
63	еще и	1	6
64	о чем	3	6
65	года в	2	6
66	к этому	4	6
67	жизни и	1	6
68	во всяком	1	6
69	того же	1	5
70	н ф	1	5
71	с этим	2	5
72	все эти	2	5
73	при этом	6	5
74	как и	10	5
75	так как	15	5
76	для себя	1	5
77	в дальнейшем	2	5
78	так и	7	5
79	с ним	2	5
80	и что	4	5
81	того что	4	5
82	тот же	1	5
83	он уже	1	5
84	так что	2	5
85	но что	2	5
86	в течение	5	5
87	как бы	5	5
88	в основном	3	5
89	все это	6	5
90	м соловьев	1	5
91	то же	3	4
92	с в	4	4
93	и он	1	4
94	в ней	2	4
95	и на	10	4
96	с его	1	4
97	совсем не	1	4
98	в которой	1	4
99	что это	3	4
100	в целом	2	4
101	в этой	1	4
102	в нем	2	4
103	он не	1	4
104	его в	1	4
105	и мы	1	4
106	несмотря на	3	4
107	мы знаем	1	4
108	в этих	3	4
109	разного рода	1	4
110	мы должны	2	4
111	можно судить	1	4
112	в москву	2	4
113	вот что	1	4
114	и о	1	4
115	можно сказать	1	4
116	с а	1	4
117	судить по	2	4
118	о том	8	4
119	с которыми	1	4
120	что пишет	1	4
121	после смерти	1	4
122	так же	3	4
123	в это	3	4
124	но это	4	4
125	в начале	1	4
126	и наконец	1	4
127	на этот	3	4
128	ко всему	1	4
129	по поводу	1	4
130	это время	2	4
131	можно говорить	2	3
132	говоря о	1	3
133	этого времени	2	3
134	софии и	1	3
135	во всех	4	3
136	но не	2	3
137	отличие от	1	3
138	мы сейчас	1	3
139	его на	1	3
140	как в	5	3
141	что касается	1	3
142	и как	2	3
143	из этих	4	3
144	в очень	1	3
145	всех этих	2	3
146	в последний	2	3
147	таким образом	6	3
148	те же	1	3
149	должен был	1	3
150	только одно	1	3
151	в них	6	3
152	в египет	1	3
153	с точки	3	3
154	не столько	1	3
155	в отличие	1	3
156	что я	1	3
157	в россии	4	3
158	не могли	1	3
159	том же	2	3
160	вплоть до	4	3
161	а а	25	3
162	к ней	2	3
163	в области	3	3
164	он и	1	3
165	и это	1	3
166	никак не	1	3
167	что и	7	3
168	уже не	6	3
169	уже в	1	3
170	в виде	6	3
171	здесь мы	1	3
172	дело в	1	3
173	наконец в	1	3
174	под влиянием	1	3
175	в данном	1	3
176	по существу	4	3
177	под названием	1	3
178	и для	2	3
179	уже на	1	3
180	в свою	3	3
181	от декабря	1	3
182	в таком	1	3
183	точно так	1	3
184	увидим ниже	3	2
185	но тем	2	2
186	очень много	1	2
187	и до	2	2
188	что эти	1	2
189	приходит к	1	2
190	мы уже	1	2
191	г в	4	2
192	что если	1	2
193	не вполне	1	2
194	ему в	1	2
195	не был	1	2
196	по своему	1	2
197	только тогда	1	2
198	в общем	1	2
199	себе и	1	2
200	он пишет	1	2
201	к числу	1	2
202	он на	1	2
203	во многих	5	2
204	как он	2	2
205	на то	1	2
206	с новым	1	2
207	а к	1	2
208	вера в	1	2
209	том чтобы	1	2
210	и сам	1	2
211	и по	8	2
212	на этом	3	2
213	но все	3	2
214	на все	2	2
215	это не	10	2
216	на свои	1	2
217	он же	3	2
218	с тем	8	2
219	которой он	1	2
220	мы видели	1	2
221	говорится о	2	2
222	мы не	6	2
223	еще в	4	2
224	и при	1	2
225	в их	4	2
226	их в	3	2
227	новым годом	2	2
228	она не	2	2
229	иной раз	1	2
230	не имеет	6	2
231	тогда когда	1	2
232	того как	5	2
233	к этим	1	2
234	в самых	1	2
235	не о	1	2
236	в русском	4	2
237	и нужно	1	2
238	как будто	5	2
239	а мы	2	2
240	начиная с	3	2
241	которое в	1	2
242	к тому	4	2
243	будто бы	6	2
244	в настоящее	3	2
245	хотел бы	1	2
246	в виду	1	2
247	свою очередь	2	2
248	данном случае	1	2
249	почему и	1	2
250	возможно что	1	2
251	ничего не	3	2
252	настоящее время	3	2
253	второй половине	1	2
254	прямо и	1	2
255	после того	2	2
256	в чем	1	2
257	и во	1	2
258	нас в	1	2
259	или как	1	2
260	к нему	1	2
261	разницы между	1	2
262	в петербурге	1	2
263	на другие	2	2
264	сведений о	1	2
265	его и	2	2
266	ее на	1	2
267	видно из	1	2
268	и из	3	2
269	как у	1	2
270	тут же	2	2
271	этому времени	1	2
272	во второй	1	2
273	что не	1	2
274	что для	1	2
275	те кто	1	2
276	церкви и	1	2
277	не на	2	2
278	с которым	1	2
279	если не	1	2
280	уже давно	1	2
281	нет никаких	1	2
282	в частности	2	2
283	и потому	2	2
284	или по	1	2
285	наряду с	1	2
286	в той	1	2
287	можно было	1	2
288	в более	2	2
289	в двух	1	2
290	петра i	4	2
291	же в	1	2
292	с ней	2	2
293	есть и	1	2
294	можно назвать	1	2
295	в своих	2	2
296	как известно	2	1
297	труд о	2	1
298	и т	10	1
299	например в	2	1
300	и стараются	1	1
301	в этот	10	1
302	в тех	4	1
303	а из	1	1
304	и др	4	1
305	с православным	1	1
306	тех же	1	1
307	второго тома	1	1
308	между двумя	2	1
309	по преимуществу	1	1
310	собственном смысле	1	1
311	с таким	1	1
312	жизни здесь	1	1
313	и за	1	1
314	по его	1	1
315	поэзии и	1	1
316	это объяснение	1	1
317	в несколько	1	1
318	именно здесь	1	1
319	народного просвещения	1	1
320	что между	1	1
321	этого нет	1	1
322	в первый	4	1
323	из своих	1	1
324	этом не	1	1
325	говорить о	1	1
326	но она	2	1
327	что иное	2	1
328	жизни как	1	1
329	представление о	3	1
330	но даже	2	1
331	заметок и	1	1
332	мы здесь	1	1
333	ему с	1	1
334	в которых	5	1
335	иное как	2	1
336	он считал	1	1
337	истории в	1	1
338	не без	1	1
339	самом деле	1	1
340	а только	1	1
341	не все	1	1
342	если в	3	1
343	не просто	2	1
344	что они	7	1
345	такой вере	1	1
346	однако из	1	1
347	нет надобности	2	1
348	независимо от	2	1
349	общего с	1	1
350	что именно	2	1
351	так называемая	1	1
352	природы и	2	1
353	некоторое время	1	1
354	когда он	2	1
355	целый ряд	1	1
356	как уже	4	1
357	что по	4	1
358	православия и	1	1
359	его к	2	1
360	с г	2	1
361	раньше но	1	1
362	всегда был	1	1
363	та же	2	1
364	два обстоятельства	1	1
365	с сентября	1	1
366	июня в	1	1
367	в нашем	2	1
368	и и	2	1
369	думать что	3	1
370	может считаться	1	1
371	характере этого	1	1
372	тому же	1	1
373	были связаны	2	1
374	теми же	1	1
375	к выводу	2	1
376	что она	2	1
377	земли на	1	1
378	главным образом	2	1
379	т д	9	1
380	после этого	4	1
381	на том	1	1
382	чем у	2	1
383	не к	1	1
384	но вместе	1	1
385	его от	2	1
386	прежде чем	1	1
387	от октября	1	1
388	так например	6	1
389	сделать из	2	1
390	имеются сведения	1	1
391	что все	1	1
392	имелись в	1	1
393	связанных с	1	1
394	и иногда	1	1
395	всех народов	1	1
396	года на	2	1
397	прибавить что	1	1
398	в жизни	2	1
399	для них	3	1
400	далеко не	3	1
401	на основании	1	1
402	мы имеем	4	1
403	его дома	1	1
404	как видно	1	1
405	со своими	1	1
406	оно имеет	1	1
407	чем в	2	1
408	года и	1	1
409	такой же	2	1
410	зато в	1	1
411	и того	1	1
412	не так	1	1
413	в г	4	1
414	во время	14	1
