N	3gram	Bakhtin_fo_2	FransuaR
1	в xviii веке	1	9
2	в средние века	3	8
3	в то же	4	6
4	то же время	4	6
5	с точки зрения	8	5
6	жизни и смерти	1	5
7	мы уже говорили	3	5
8	на протяжении всего	2	5
9	не только в	5	5
10	в романе рабле	5	4
11	но и в	3	4
12	до сих пор	2	4
13	не может быть	1	4
14	отношение к времени	1	3
15	в этом отношении	2	3
16	и во всех	2	3
17	все же в	2	3
18	но в то	1	3
19	с одной стороны	1	3
20	о том что	1	3
21	с другой стороны	1	3
22	как мы уже	4	3
23	можно сказать что	1	2
24	в эпоху возрождения	3	2
25	в другом месте	2	2
26	рабле не только	1	2
27	имеем в виду	3	2
28	сих пор еще	1	2
29	кн ii гл	12	2
30	еды и питья	15	2
31	мы еще вернемся	3	2
32	и в то	3	2
33	так и на	1	2
34	по сравнению с	1	2
35	смех не только	1	2
36	но все же	1	2
37	как мы видели	1	2
38	рабле в частности	1	1
39	подсматривания и подслушивания	1	1
40	рабле гаргантюа и	1	1
41	все разобранные нами	1	1
42	и целый ряд	1	1
43	то есть не	1	1
44	и др все	1	1
45	прежде всего в	2	1
46	мы уже сказали	3	1
47	также и в	1	1
48	протяжении всего романа	2	1
49	в том же	4	1
50	занимает в романе	1	1
51	как необходимый момент	2	1
52	широко и глубоко	1	1
53	со всеми ее	1	1
54	этих образов в	1	1
55	о высокой оценке	1	1
56	в царстве мертвых	2	1
57	и та же	2	1
58	то что в	1	1
59	но он не	1	1
60	еще вернемся в	2	1
61	в романе в	1	1
62	мы наблюдаем и	1	1
63	уже говорили что	1	1
64	в значительной мере	1	1
65	как можно больше	1	1
66	для борьбы с	1	1
67	еды питья испражнений	1	1
68	еще вернемся к	1	1
69	во франции и	1	1
70	мира во всех	1	1
71	уже говорили о	1	1
72	обжорство и пьянство	1	1
73	но самая эта	1	1
74	для него существует	1	1
75	таким образом и	1	1
76	и в особенности	3	1
77	в конце концов	1	1
78	в фабльо и	1	1
79	жана и панурга	1	1
80	в борьбе с	2	1
81	только с помощью	1	1
82	образов и мотивов	1	1
83	гаргантюа и пантагрюэль	1	1
84	одну из этих	1	1
85	фабльо и шванках	1	1
86	прежде всего необходимо	1	1
87	друг с другом	4	1
88	до некоторой степени	1	1
89	др все эти	1	1
90	книги так как	1	1
91	для него самого	1	1
92	приведем несколько примеров	1	1
93	в связи со	1	1
94	в них и	1	1
95	него существует только	1	1
96	одна и та	2	1
97	именно в том	1	1
98	и по другим	1	1
99	и питья и	2	1
100	еды питья и	1	1
101	во всех своих	1	1
102	рабле вовсе не	1	1
103	еда и питье	1	1
104	и в бытовой	1	1
105	эпизод пребывания эпистемона	1	1
106	еды и пьянства	1	1
107	все эти образы	1	1
108	рабле и наконец	1	1
109	несколько упрощенно можно	1	1
110	в эпоху просвещения	1	1
111	в тех же	1	1
112	в этом случае	2	1
113	на самом деле	1	1
114	только во время	1	1
115	у рабле не	2	1
116	более и более	1	1
117	выходит за пределы	1	1
118	и прежде всего	3	1
119	брата жана и	1	1
120	мы будем говорить	1	1
121	же в них	1	1
122	мы имеем в	2	1
123	но в отношении	1	1
124	он утрачивает свою	1	1
125	существенную роль в	1	1
126	мы вовсе не	1	1
127	форм и образов	1	1
128	и образов у	1	1
129	в большинстве случаев	3	1
130	это как бы	1	1
131	вступают в совершенно	1	1
132	пребывания эпистемона в	2	1
133	вовсе не является	1	1
134	для того чтобы	7	1
135	в себе в	1	1
136	в том что	3	1
137	как и в	1	1
138	то есть в	1	1
139	все более и	1	1
140	высокой оценке рабле	1	1
