N	3gram	Bakhtin_Fr_5	Literetu
1	то же время	9	9
2	в то же	9	9
3	не может быть	2	7
4	в конечном счете	1	5
5	в том что	6	5
6	с точки зрения	2	3
7	в этом отношении	5	3
8	в данном случае	2	3
9	по отношению к	1	3
10	о том что	1	2
11	в том числе	4	2
12	тем не менее	1	2
13	не перестает быть	1	1
14	том что в	1	1
15	не могло не	2	1
16	но и не	1	1
17	же время он	1	1
18	человека с миром	5	1
19	что не может	1	1
20	то же самое	2	1
21	он не может	1	1
22	вместе с тем	1	1
23	что он не	1	1
24	в отличие от	2	1
25	является одним из	1	1
26	же время она	1	1
27	том числе и	2	1
28	можно было бы	2	1
29	никогда не служит	1	1
30	и даже в	1	1
31	в основе своей	1	1
32	и в то	1	1
33	в самом начале	1	1
34	ничего общего с	1	1
35	в себя и	1	1
36	во всех этих	1	1
37	как он был	1	1
38	своей полноте и	1	1
39	все то что	1	1
40	как одной из	1	1
41	внутренней свободы от	1	1
42	в вечности и	1	1
43	и некоторые другие	1	1
44	мы не можем	1	1
45	находится в его	1	1
46	в свою очередь	1	1
47	на самом деле	4	1
48	то есть в	2	1
49	в жизни а	1	1
50	о мире и	1	1
51	том что ему	1	1
52	и прежде всего	3	1
53	той или иной	1	1
54	идет не только	1	1
55	после того как	1	1
56	для того чтобы	6	1
57	дороги по которой	1	1
58	всего мира в	1	1
59	как мы видели	4	1
60	и не менее	1	1
