N	2gram	Tiupa_Narr_2	Analitik
1	в тексте	8	24
2	тогда как	15	19
3	в этом	13	18
4	не только	26	16
5	литературного произведения	1	16
6	и в	13	16
7	в частности	11	16
8	так и	9	15
9	как и	4	14
10	своего рода	9	12
11	но и	15	12
12	и не	14	12
13	том что	13	12
14	в том	14	12
15	иначе говоря	7	11
16	в качестве	14	11
17	при этом	14	10
18	а не	17	10
19	как бы	6	10
20	в этой	4	9
21	ничего не	6	9
22	и даже	3	9
23	то есть	9	9
24	всего лишь	6	8
25	в целом	3	8
26	представляет собой	16	8
27	состоит в	12	8
28	в данном	10	8
29	не случайно	2	8
30	и т.п	6	8
31	отнюдь не	4	8
32	особенно в	1	7
33	к тому	9	7
34	а также	6	7
35	о том	5	7
36	в себе	8	7
37	художественного целого	1	7
38	то что	8	7
39	в самом	2	6
40	но в	6	6
41	в мире	4	6
42	говорить о	2	6
43	может быть	10	6
44	с другой	5	6
45	как это	4	6
46	текста в	1	6
47	на себя	1	5
48	в сторону	1	5
49	и к	6	5
50	данном случае	6	5
51	с одной	5	5
52	говорит о	2	5
53	того же	1	4
54	так у	1	4
55	между двумя	1	4
56	по преимуществу	1	4
57	столь же	2	4
58	как правило	3	4
59	но не	3	4
60	по отношению	5	4
61	за пределы	1	4
62	как в	5	4
63	в своем	6	4
64	хотя и	5	4
65	в себя	4	4
66	тому же	4	4
67	читателя в	4	4
68	внутренней речи	3	4
69	уже говорилось	4	4
70	нашего времени	1	4
71	на этом	1	4
72	то же	4	4
73	не с	1	4
74	и тем	5	4
75	тем самым	5	4
76	для него	4	4
77	точки зрения	5	4
78	в ходе	1	4
79	не в	8	4
80	в конце	4	4
81	коммуникативного события	8	4
82	только не	2	4
83	имеет место	2	4
84	не менее	4	4
85	во второй	2	4
86	можно сказать	6	4
87	времени в	1	4
88	во всех	1	4
89	только в	11	4
90	и его	3	4
91	уже не	4	4
92	в сознании	2	4
93	у него	6	4
94	как раз	3	4
95	одной стороны	5	4
96	не может	8	4
97	и особенно	1	4
98	о его	1	4
99	все это	1	4
100	в аспекте	3	4
101	отношению к	5	4
102	в ситуации	1	3
103	едва ли	3	3
104	в конечном	3	3
105	мы имеем	3	3
106	высказывания в	1	3
107	своей судьбы	1	3
108	ему в	2	3
109	проявляется в	1	3
110	ответ на	5	3
111	в центре	2	3
112	что касается	1	3
113	как уже	2	3
114	в нашем	2	3
115	однако при	1	3
116	и читателя	2	3
117	и сам	3	3
118	подобно тому	2	3
119	главного героя	2	3
120	несмотря на	2	3
121	автора и	1	3
122	не мог	1	3
123	место в	5	3
124	не столько	5	3
125	на фоне	2	3
126	тем не	5	3
127	случае в	1	3
128	как о	2	3
129	жизненной позиции	1	3
130	никогда не	6	3
131	имеем дело	2	3
132	со своим	2	3
133	сводится к	9	3
134	тем что	1	3
135	как будто	1	3
136	этом отношении	3	3
137	ни о	1	3
138	той или	3	3
139	как мы	1	3
140	своем составе	1	3
141	в организации	1	3
142	приводит к	1	3
143	можно было	2	3
144	в результате	2	3
145	если бы	4	3
146	и т.д	4	3
147	того или	3	3
148	что и	2	3
149	и все	4	3
150	одной из	1	3
151	с ними	3	3
152	фраза текста	1	3
153	являет собой	1	3
154	так что	1	3
155	есть в	1	3
156	я в	5	3
157	при всей	4	3
158	только на	2	3
159	со стороны	6	3
160	или иной	3	3
161	именно в	2	3
162	было бы	2	3
163	повествования и	1	3
164	в речи	1	3
165	в рамках	6	3
166	или иного	3	3
167	тому как	2	3
168	в первой	1	3
169	или в	1	3
170	бы в	2	3
171	прежде всего	6	3
172	а в	9	3
173	не знает	1	3
174	в действительности	1	3
175	по поводу	2	3
176	отношения к	1	2
177	таком случае	1	2
178	перед лицом	1	2
179	из его	1	2
180	ведь и	1	2
181	той же	2	2
182	а как	3	2
183	я как	1	2
184	повествования в	3	2
185	и он	2	2
186	собой в	1	2
187	еще не	2	2
188	рассказчика хроникера	1	2
189	иного рода	2	2
190	повествователя рассказчика	1	2
191	конечном счете	3	2
192	в общем	1	2
193	отличие от	5	2
194	как говорит	1	2
195	смысловой значимости	1	2
196	встречи с	2	2
197	о жизни	4	2
198	себе не	1	2
199	текста именно	1	2
200	с их	1	2
201	на то	2	2
202	в случае	2	2
203	вследствие этого	2	2
204	жизнью и	2	2
205	не следует	3	2
206	он не	5	2
207	выше уже	2	2
208	от которого	3	2
209	качестве некоторого	1	2
210	картины мира	2	2
211	что она	2	2
212	таким образом	5	2
213	правило не	1	2
214	что все	1	2
215	это было	1	2
216	обоих случаях	1	2
217	на протяжении	5	2
218	окружающими его	1	2
219	этом смысле	1	2
220	в споре	1	2
221	о личности	2	2
222	дискурсии в	1	2
223	соответствии с	3	2
224	жизни но	1	2
225	еще в	1	2
226	в этих	1	2
227	в своей	4	2
228	в котором	5	2
229	с точки	2	2
230	самого рассказывания	2	2
231	в отличие	5	2
232	стало быть	2	2
233	о себе	1	2
234	для нее	1	2
235	личность в	1	2
236	речь самого	1	2
237	она не	1	2
238	что с	2	2
239	будучи по	1	2
