N	2gram	Propp_Isto_4	FransuaR
1	и в	26	65
2	и др	5	24
3	как бы	3	22
4	и не	9	22
5	вовсе не	4	18
6	в том	3	16
7	в этом	7	15
8	но в	5	14
9	в нем	2	13
10	мы уже	5	12
11	и на	2	11
12	прежде всего	1	11
13	все эти	3	10
14	не только	15	10
15	и его	10	10
16	так и	10	10
17	но и	12	10
18	том числе	1	10
19	во всех	1	9
20	в эпоху	1	9
21	в его	5	9
22	все это	2	9
23	всех этих	1	8
24	в своем	2	8
25	в основе	1	8
26	в дальнейшем	6	8
27	и даже	4	8
28	здесь в	1	8
29	и другие	3	8
30	формы и	2	7
31	его в	9	7
32	точки зрения	1	7
33	в области	2	7
34	только в	3	7
35	жизни и	1	7
36	они были	1	6
37	в ней	1	6
38	еще не	6	6
39	все же	9	6
40	и у	5	6
41	главным образом	2	6
42	при этом	3	6
43	том что	3	6
44	никогда не	2	6
45	как мы	5	6
46	одно из	1	6
47	так как	9	6
48	может быть	14	6
49	не знает	1	6
50	сказать что	2	6
51	связана с	2	5
52	века в	1	5
53	меньшей степени	1	5
54	его развития	1	5
55	как в	7	5
56	в них	1	5
57	как и	7	5
58	земли и	2	5
59	есть в	2	5
60	в своей	4	5
61	потому что	6	5
62	в одном	5	5
63	и пр	11	5
64	превращается в	7	5
65	связь с	12	5
66	в частности	2	5
67	и все	2	5
68	еще более	1	5
69	в большей	1	5
70	в своих	1	5
71	в средние	2	4
72	и к	1	4
73	в этой	2	4
74	в узком	1	4
75	во время	7	4
76	не в	5	4
77	до сих	5	4
78	связи с	3	4
79	из них	2	4
80	отношение к	2	4
81	сих пор	5	4
82	это уже	2	4
83	для нас	3	4
84	между ними	3	4
85	средние века	2	4
86	это в	1	4
87	по его	2	3
88	мы и	1	3
89	мы будем	1	3
90	не просто	4	3
91	уже не	5	3
92	но все	5	3
93	то что	16	3
94	в себе	2	3
95	но на	1	3
96	перестает быть	1	3
97	и с	5	3
98	на этой	1	3
99	и других	3	3
100	это не	5	3
101	он и	1	3
102	он дает	1	3
103	мир и	1	3
104	но это	3	3
105	даже в	4	3
106	на котором	3	3
107	ничего не	5	3
108	преимущественно в	1	3
109	по своей	2	3
110	и здесь	5	3
111	не могут	2	3
112	в виду	1	3
113	средних веков	1	3
114	с ним	1	3
115	о нем	1	3
116	с другой	4	3
117	и во	2	3
118	к нему	6	3
119	в форме	2	3
120	что он	10	3
121	до нас	1	3
122	но как	1	3
123	друг друга	1	3
124	как раз	1	3
125	в других	2	3
126	даже и	2	3
127	связан с	3	3
128	и их	2	3
129	с миром	3	3
130	в тех	4	3
131	но для	2	3
132	в более	1	3
133	и ни	1	3
134	по ходу	1	3
135	не может	6	3
136	что в	14	3
137	одним из	1	2
138	например в	3	2
139	мы здесь	2	2
140	вопрос мы	1	2
141	смерть в	1	2
142	его связь	1	2
