N	3gram	Losev_Dial_3	Literetu
1	то же время	1	9
2	в то же	1	9
3	не может быть	6	7
4	с одной стороны	3	6
5	в конечном счете	1	5
6	в том что	3	5
7	с другой стороны	2	4
8	с точки зрения	14	3
9	в этом отношении	1	3
10	в данном случае	1	3
11	речь идет о	1	3
12	но тем что	1	3
13	о том что	5	2
14	не говоря уже	2	2
15	подобно тому как	4	2
16	говоря уже о	2	2
17	по крайней мере	5	2
18	одно и то	2	2
19	и то же	2	2
20	поскольку речь идет	1	2
21	тем не менее	10	2
22	в сравнении с	3	2
23	том что в	1	1
24	такой же мере	1	1
25	мыслит себя как	1	1
26	но то что	2	1
27	но даже и	2	1
28	то же самое	1	1
29	одной стороны и	1	1
30	он не может	2	1
31	и не может	1	1
32	на христианство и	1	1
33	словами быть может	1	1
34	бы то ни	1	1
35	а так как	1	1
36	не менее чем	1	1
37	не могут быть	2	1
38	говорит о себе	1	1
39	из того что	2	1
40	и даже более	1	1
41	может быть ни	1	1
42	все той же	1	1
43	и даже в	1	1
44	и всякой иной	1	1
45	с этой точки	2	1
46	и в то	1	1
47	даже и не	3	1
48	для того кто	3	1
49	мира и жизни	1	1
50	я не мог	1	1
51	в такой же	1	1
52	не в том	1	1
53	исходит из того	1	1
54	так и от	1	1
55	я не могу	1	1
56	не мог бы	1	1
57	этой точки зрения	2	1
58	не его собственная	1	1
59	самом деле есть	1	1
60	мы не можем	2	1
61	что в ней	1	1
62	на самом деле	1	1
63	в одном из	1	1
64	не только не	7	1
65	и прежде всего	3	1
66	той или иной	2	1
67	то ни было	1	1
68	есть не более	1	1
69	к тому что	2	1
70	тех или иных	1	1
71	в себе не	1	1
72	я с тех	1	1
