N	4gram	Vinokur_St_2	Vladivir
1	дело в том что	4	4
2	в том что в	2	3
3	обращает на себя внимание	2	2
4	совершенно так же как	2	2
5	не имеет ничего общего	1	2
6	в то же время	1	2
7	как мы видели выше	1	2
8	и вместе с тем	1	2
9	имеет ничего общего с	1	2
10	мнение о том что	1	1
11	том что в своем	1	1
12	одно и то же	1	1
13	отдавая себе отчет в	1	1
14	иметь в виду что	1	1
15	бы то ни было	2	1
16	но как раз об	1	1
17	ни в каком смысле	1	1
18	но вместе с тем	1	1
19	в том что он	2	1
20	он не только не	1	1
21	как раз об этой	1	1
22	на то что в	1	1
23	заключается в том что	1	1
24	в каком смысле не	1	1
25	и в том что	1	1
