N	4gram	Potebnia_M_3	Myshleni
1	заключается в том что	1	6
2	в то время как	1	4
3	собственном смысле этого слова	1	4
4	в собственном смысле этого	1	4
5	вместе с тем и	2	4
6	одной и той же	2	2
7	в силу того что	1	2
8	только в том что	2	2
9	но тем не менее	2	1
10	все это взятое вместе	1	1
11	что мы не знаем	1	1
12	а вместе с тем	1	1
13	в том что слово	1	1
14	если бы мы могли	1	1
15	разница только в том	1	1
16	в том что она	1	1
17	и в том что	2	1
18	смысле этого слова и	1	1
19	вместе с тем мы	1	1
20	одним и тем же	3	1
