N	4gram	Voloshinov_2	Problemy
1	в то же время	8	9
2	но в то же	5	5
3	в том что он	2	4
4	дело в том что	1	1
5	какой бы то ни	2	1
6	бы то ни было	4	1
7	как бы оно ни	1	1
8	в сущности ничего не	1	1
9	по отношению к нему	1	1
10	это было так то	1	1
11	лишь с точки зрения	1	1
12	то же самое слово	1	1
13	если бы это было	1	1
14	в обычном смысле слова	1	1
15	в том что это	1	1
16	бы оно ни было	1	1
17	можно прямо сказать что	1	1
18	в неразрывной связи с	2	1
19	не может быть понято	1	1
20	позиции по отношению к	1	1
