N	2gram	Voloshinov_1	PoTuStor
1	может быть	26	17
2	и в	19	16
3	и пр	12	12
4	в этом	16	9
5	таким образом	17	9
6	и только	2	9
7	мы можем	2	9
8	прежде всего	13	9
9	и с	2	8
10	точки зрения	34	8
11	в психике	1	8
12	и его	19	8
13	не может	24	8
14	совершенно не	3	8
15	с его	1	7
16	не только	8	7
17	в сознание	1	7
18	сказать что	4	7
19	самом деле	10	6
20	конечно не	5	6
21	при этом	8	6
22	с точки	20	6
23	и это	3	6
24	для него	9	6
25	и к	3	6
26	еще не	4	5
27	в чем	2	5
28	отношение к	1	5
29	все эти	7	5
30	что такое	2	5
31	ни в	2	5
32	нуждается в	3	5
33	ту сторону	1	5
34	как бы	15	5
35	на самом	3	4
36	и ее	3	4
37	и на	4	4
38	отнюдь не	6	4
39	и наконец	1	4
40	но в	7	4
41	в этой	1	4
42	в нем	10	4
43	и может	1	4
44	его в	3	4
45	в один	1	4
46	художественного творчества	1	4
47	мысли и	4	4
48	все это	3	4
49	по ту	1	4
50	самого начала	4	4
51	как мы	13	4
52	с ее	2	4
53	с самого	4	4
54	так и	11	4
55	буржуазной философии	1	4
56	можно сказать	3	4
57	в его	6	4
58	а потому	1	4
59	с ними	1	4
60	только в	9	4
61	для всех	2	4
62	и их	2	4
63	так как	2	4
64	и даже	2	4
65	но и	8	4
66	и не	26	4
67	и все	5	4
68	хотя бы	5	4
69	во всех	7	3
70	в общем	1	3
71	и есть	3	3
72	и как	3	3
73	и художественного	1	3
74	с их	1	3
75	мы полагаем	1	3
76	и вот	1	3
77	их в	1	3
78	на этой	2	3
79	этом смысле	2	3
80	том что	3	3
81	во время	1	3
82	сих пор	8	3
83	в одном	1	3
84	в основе	2	3
85	до сих	8	3
86	те же	5	3
87	мира и	2	3
88	на язык	3	3
89	с другими	3	3
90	в том	6	3
91	в большинстве	3	3
92	только на	4	3
93	большинстве случаев	3	3
94	мы знаем	5	3
95	всяком случае	2	3
96	полагаем что	1	3
97	в области	3	3
98	и др	2	3
99	для сознания	1	3
100	пр и	2	3
101	и потому	5	3
102	как это	1	3
103	ко всякому	2	3
104	могут быть	2	3
105	в основном	6	3
106	что в	4	3
107	а в	4	3
108	то что	8	3
109	между ними	4	3
110	жизни и	2	3
111	во всяком	5	3
112	ту же	2	2
113	нем нет	2	2
114	же как	2	2
115	доступ в	1	2
116	в самом	10	2
117	и этот	2	2
118	мы уже	2	2
119	мы не	6	2
120	из сказанного	1	2
121	говорить о	1	2
122	того же	6	2
123	на них	1	2
124	между собой	2	2
125	из этих	2	2
126	совсем не	1	2
127	но как	1	2
128	нет и	4	2
129	за пределы	5	2
130	него только	1	2
131	с этим	4	2
132	что это	1	2
133	но ведь	1	2
134	т.е не	1	2
135	вообще не	1	2
136	он не	3	2
137	момента в	1	2
138	нашего времени	1	2
139	и по	1	2
140	то же	7	2
141	было бы	4	2
142	как и	12	2
143	между собою	1	2
144	на первый	2	2
145	в своей	3	2
146	почти не	1	2
147	войти в	3	2
148	и вся	1	2
149	не менее	4	2
150	его целом	1	2
151	в науке	6	2
152	всей их	1	2
153	никогда не	2	2
154	и лишь	1	2
155	сводится к	3	2
156	здесь же	1	2
157	в каком	3	2
158	не могут	3	2
159	на границе	3	2
160	и всех	1	2
161	существует только	1	2
162	не будет	4	2
163	на основе	1	2
164	только то	1	2
165	в пределах	6	2
166	как с	2	2
167	по аналогии	2	2
168	для этого	1	2
169	и вообще	2	2
170	является по	1	2
171	о том	2	2
172	другими словами	2	2
173	аналогии с	1	2
174	что и	2	2
175	во всей	1	2
176	оно и	1	2
177	мы видим	1	2
178	что он	2	2
179	субъективного сознания	7	2
180	и действительно	3	2
181	и так	1	2
182	поэтому и	1	2
183	со всеми	1	2
184	если мы	11	2
185	в начале	5	2
186	и других	2	2
187	момент в	3	2
188	и т.п	10	2
189	себя и	1	2
190	что не	2	2
191	что мы	1	2
192	с помощью	6	2
193	в частности	2	2
194	так же	7	2
195	в мир	1	2
196	с этой	2	2
197	в систему	3	2
198	к другим	1	2
199	и для	11	2
200	не существует	3	2
201	сознания и	3	2
202	ни было	10	2
203	не есть	3	2
204	это делает	2	2
205	все остальные	2	2
206	не знает	2	2
207	всех других	3	2
208	есть и	1	2
209	ее в	1	2
210	к этому	5	2
211	можно назвать	1	2
212	отношении и	1	1
213	вырастает из	1	1
214	того ценностного	1	1
215	с философским	1	1
216	все остальное	2	1
217	и то	1	1
218	и объясняется	1	1
219	его школы	1	1
220	он может	3	1
221	науки о	4	1
222	или к	2	1
223	это и	3	1
224	органическое единство	1	1
225	конечно с	1	1
226	явления и	1	1
227	и чрезвычайно	1	1
228	не имеют	3	1
229	высшей степени	3	1
230	века в	1	1
231	его не	1	1
232	экономически и	1	1
233	со всех	2	1
234	что между	1	1
235	теперь мы	3	1
236	мир не	1	1
237	вопрос о	4	1
238	совершенно так	1	1
239	так чтобы	1	1
240	является эстетическим	1	1
241	объективная психология	4	1
242	всего сказанного	1	1
243	сознания сознание	1	1
244	и образуют	1	1
245	зависимости от	2	1
246	тесной зависимости	1	1
247	всех сторон	2	1
248	в ней	4	1
249	и самого	1	1
250	первый план	2	1
251	столь же	1	1
252	бы то	8	1
253	этим не	1	1
254	одним словом	2	1
255	но не	1	1
256	отказ от	1	1
257	не входит	1	1
258	значение и	1	1
259	менее всего	2	1
260	как со	1	1
261	самонаблюдения интроспекции	1	1
262	интересует только	1	1
263	в рамках	1	1
264	отвлечемся от	2	1
265	в особом	1	1
266	общего с	3	1
267	все же	8	1
268	однако не	2	1
269	всей этой	1	1
270	образом с	1	1
271	хотя и	1	1
272	из сознания	1	1
273	был связан	1	1
274	его к	2	1
275	всего как	1	1
276	этой цели	1	1
277	от этого	2	1
278	тон и	1	1
279	психика не	1	1
280	психологии и	7	1
281	уже не	1	1
282	лежит на	1	1
283	ценностного эмоционального	1	1
284	та же	1	1
285	точку зрения	2	1
286	ни один	1	1
287	не изученных	1	1
288	самой психики	1	1
289	в нашем	2	1
290	или во	1	1
291	в буржуазной	1	1
292	и субъективной	1	1
293	сознания с	1	1
294	видим и	1	1
295	как он	2	1
296	во многих	1	1
297	и положительный	1	1
298	не следует	1	1
299	что было	1	1
300	главным образом	1	1
301	как всякий	1	1
302	но именно	3	1
303	а просто	1	1
304	именно то	1	1
305	и социальной	1	1
306	есть та	1	1
307	образом и	1	1
308	в корне	3	1
309	идеологического творчества	9	1
310	и единство	1	1
311	из него	2	1
312	этого направления	1	1
313	подобно тому	1	1
314	мы говорили	3	1
315	без исключения	8	1
316	человека в	2	1
317	от нее	2	1
318	организм и	2	1
319	то ни	8	1
320	как они	1	1
321	различие между	3	1
322	не должна	1	1
323	конечно в	2	1
324	той же	2	1
325	момент и	2	1
326	на все	1	1
327	для психики	1	1
328	всех областях	2	1
329	лишь в	9	1
330	в единую	1	1
331	входит в	5	1
332	за собою	1	1
333	мы на	1	1
334	может стать	5	1
