N	3gram	Bakhtin_Pr_1	Istorich
1	с другой стороны	4	8
2	и т д	1	8
3	с одной стороны	3	7
4	в том что	3	5
5	до сих пор	1	4
6	не только в	2	4
7	о том как	1	3
8	в данном случае	4	3
9	то время как	1	3
10	в то время	1	3
11	не может быть	11	3
12	на первый план	2	2
13	но и в	2	2
14	здесь же мы	1	2
15	в некоторых случаях	1	2
16	таким образом и	1	2
17	по отношению к	19	2
18	можно было бы	3	2
19	как и в	1	2
20	его уже не	1	1
21	что иное как	1	1
22	в подобных случаях	1	1
23	следует отметить что	1	1
24	что с ним	1	1
25	лицом к лицу	1	1
26	тесно связан с	1	1
27	обсуждение этого вопроса	1	1
28	выше в главе	1	1
29	одной стороны и	1	1
30	них в этом	1	1
31	и не может	2	1
32	т д мы	1	1
33	что все эти	1	1
34	таким образом в	1	1
35	по аналогии с	1	1
36	с тем что	1	1
37	на этот вопрос	1	1
38	и др в	2	1
39	а иногда и	1	1
40	не может но	1	1
41	со всех сторон	2	1
42	то или иное	2	1
43	и тем не	1	1
44	от них в	1	1
45	его связь с	1	1
46	и должна быть	1	1
47	уже выше в	1	1
48	а также и	1	1
49	находит свое объяснение	1	1
50	в этом направлении	1	1
51	в связи со	1	1
52	но в основе	1	1
53	и в том	1	1
54	в том смысле	1	1
55	в свое время	1	1
56	не как нечто	1	1
57	свое объяснение в	1	1
58	есть не что	1	1
59	могут быть только	1	1
60	так например в	1	1
61	том смысле что	1	1
62	так и в	2	1
63	то что не	1	1
64	и тем самым	2	1
65	к выводу что	1	1
66	подобно тому как	1	1
67	можно сказать что	2	1
68	на то что	1	1
69	еще не вполне	1	1
70	не что иное	1	1
71	тем не менее	3	1
72	для того чтобы	2	1
73	но как только	1	1
74	что у нас	1	1
75	смысле этого слова	1	1
76	но никогда не	1	1
