N	2gram	Propp_Russ_1	FransuaR
1	и в	36	41
2	то есть	3	20
3	таким образом	6	19
4	в этом	12	15
5	как и	10	14
6	и все	1	14
7	то же	3	13
8	все эти	2	13
9	в этой	1	13
10	мы уже	1	12
11	в его	2	12
12	в себе	1	11
13	как мы	10	11
14	в том	17	11
15	так и	7	10
16	в то	1	10
17	все это	6	10
18	в своем	3	9
19	и его	1	9
20	в качестве	3	9
21	но и	16	9
22	что в	19	9
23	но в	2	8
24	то что	6	8
25	по существу	4	8
26	в нем	2	7
27	в них	6	7
28	как бы	5	7
29	и не	6	7
30	в ад	1	7
31	и до	2	6
32	ни в	1	6
33	о том	8	6
34	мы видим	2	6
35	только в	4	6
36	это не	10	6
37	есть в	1	6
38	у него	2	6
39	в году	2	5
40	как в	5	5
41	и к	3	5
42	не только	22	5
43	на этом	3	5
44	мы видели	1	5
45	точки зрения	3	5
46	того как	5	5
47	потому что	10	5
48	и это	1	5
49	в ней	2	5
50	к нему	1	5
51	до нас	1	5
52	и у	5	5
53	уже в	1	5
54	что и	7	5
55	вместе с	10	5
56	так же	3	5
57	и для	2	5
58	а в	9	5
59	к этому	4	5
60	на место	1	4
61	место в	1	4
62	и на	10	4
63	хотя и	2	4
64	целый ряд	1	4
65	и наконец	1	4
66	та же	2	4
67	что это	3	4
68	он не	1	4
69	но все	3	4
70	и с	2	4
71	на этой	2	4
72	том что	19	4
73	одном из	1	4
74	одна из	4	4
75	ничего не	3	4
76	в виду	1	4
77	в образе	2	4
78	и здесь	2	4
79	влияние на	1	4
80	после того	2	4
81	кн iii	1	4
82	может быть	8	4
83	в более	2	4
84	было бы	1	4
85	к жизни	3	4
86	все что	1	4
87	например в	2	3
88	из самых	1	3
89	с точки	3	3
90	я рад	1	3
91	он был	2	3
92	на них	1	3
93	во всех	4	3
94	совсем не	1	3
95	кроме того	1	3
96	его к	2	3
97	от этого	1	3
98	и те	3	3
99	при этом	6	3
100	и по	8	3
101	связанные с	3	3
102	его в	1	3
103	несмотря на	3	3
104	во время	14	3
105	таким же	3	3
106	в их	4	3
107	сам он	1	3
108	не имеет	6	3
109	тем что	4	3
110	свою очередь	2	3
111	можно было	1	3
112	что у	2	3
113	иногда в	2	3
114	связанных с	1	3
115	нас в	1	3
116	в форме	1	3
117	в свете	2	3
118	что он	1	3
119	поэтому и	1	3
120	по этому	3	3
121	из них	8	3
122	земли и	1	3
123	и их	4	3
124	в одном	3	3
125	так как	15	3
126	не на	2	3
127	не было	2	3
128	но есть	2	3
129	в руках	1	3
130	не может	4	3
131	видели в	1	3
132	и потому	2	3
133	в область	1	3
134	в той	1	3
135	в это	3	3
136	такой же	2	3
137	но это	4	3
138	с ними	5	3
139	в свою	3	3
140	не знает	1	3
141	того же	1	3
142	является и	1	3
143	есть и	1	3
144	жизни и	1	3
145	и другие	13	3
146	ту же	1	2
147	также и	1	2
148	мы здесь	1	2
149	на самом	2	2
150	и так	1	2
151	оно было	1	2
152	в доме	2	2
153	из всех	1	2
154	мы не	6	2
155	что между	1	2
156	в которой	1	2
157	на глазах	1	2
158	не совсем	4	2
159	же что	1	2
160	еще не	4	2
161	в которых	5	2
162	в чем	1	2
163	с его	1	2
164	а следовательно	1	2
165	а только	1	2
166	точка зрения	1	2
167	по отношению	1	2
168	не просто	2	2
169	мы сейчас	1	2
170	в течение	5	2
171	к новому	1	2
172	перед нами	1	2
173	как он	2	2
174	что все	1	2
175	но их	1	2
176	с этим	2	2
177	далеко не	3	2
178	мы имеем	4	2
179	которой он	1	2
180	что значит	1	2
181	в этих	3	2
182	во второй	1	2
183	своего рода	3	2
184	их в	3	2
