N	2gram	Bakhtin_Pr_1	Hudozhes
1	том что	3	16
2	и в	38	14
3	так и	5	13
4	не только	9	12
5	при этом	5	12
6	о том	4	12
7	в том	8	12
8	а не	5	12
9	и т	14	11
10	в себе	4	11
11	в этом	15	11
12	прежде всего	13	11
13	в своей	7	10
14	для него	1	10
15	то же	5	9
16	как и	7	9
17	что он	2	9
18	по отношению	21	8
19	в этой	1	8
20	как в	4	8
21	то что	8	8
22	т п	13	8
23	же время	3	8
24	ничего не	6	8
25	в его	43	8
26	между тем	7	8
27	отношению к	19	8
28	в то	4	8
29	еще не	7	7
30	это не	5	7
31	не в	7	7
32	личности в	1	7
33	к тому	1	7
34	уже не	1	7
35	именно в	1	7
36	не может	27	7
37	как бы	22	7
38	а в	6	7
39	человека в	2	6
40	в глазах	1	6
41	было бы	8	6
42	никогда не	5	6
43	жизни в	1	6
44	что в	7	6
45	самом деле	6	5
46	с его	2	5
47	но в	4	5
48	ни в	11	5
49	точки зрения	8	5
50	не менее	4	5
51	и его	16	5
52	к себе	2	5
53	и он	2	5
54	можно было	4	5
55	только в	13	5
56	друг друга	1	5
57	может быть	26	5
58	но и	9	5
59	в частности	2	5
60	в этих	2	5
61	жизни и	1	5
62	художественного целого	1	4
63	к другому	1	4
64	мы уже	1	4
65	и о	5	4
66	в ней	4	4
67	столь же	2	4
68	а только	2	4
69	в своем	5	4
70	и к	3	4
71	в действительности	1	4
72	то в	1	4
73	в самом	7	4
74	на то	2	4
75	он не	3	4
76	и с	17	4
77	несмотря на	3	4
78	тем не	3	4
79	тому что	1	4
80	с ним	5	4
81	она не	2	4
82	связи с	2	4
83	и это	3	4
84	можно сказать	2	4
85	того что	2	4
86	и быть	1	4
87	себя в	2	4
88	из них	1	4
89	не было	2	4
90	и все	3	4
91	человеческой жизни	1	4
92	бытия и	1	4
93	только что	1	4
94	и от	3	4
95	с точки	6	3
96	не имеют	2	3
97	едва ли	3	3
98	видит в	1	3
99	говорить о	3	3
100	в мире	3	3
101	и на	3	3
102	в ее	4	3
103	отнюдь не	19	3
104	идет о	1	3
105	как к	2	3
106	все же	6	3
107	следующей главе	1	3
108	но он	1	3
109	в нем	15	3
110	т д	1	3
111	на этом	2	3
112	лишь в	2	3
113	его в	9	3
114	в своих	2	3
115	все эти	5	3
116	себе самому	1	3
117	та или	1	3
118	или иная	1	3
119	тем что	2	3
120	этом отношении	2	3
121	как мы	7	3
122	того чтобы	2	3
123	в пределах	6	3
124	приводит к	3	3
125	что у	1	3
126	том как	2	3
127	если бы	3	3
128	а также	1	3
129	это в	1	3
130	но не	12	3
131	как его	3	3
132	и даже	3	3
133	эстетический анализ	7	3
134	характера в	1	3
135	в связи	2	3
136	в творчестве	1	3
137	по своему	1	3
138	в следующей	1	3
139	и для	11	3
140	от него	3	3
141	в равной	2	3
142	может и	4	3
143	в таком	3	3
144	к этой	1	3
145	например в	3	2
146	на самом	4	2
147	оно было	2	2
148	в их	10	2
149	вопрос о	1	2
150	равной мере	1	2
151	жизни как	1	2
152	к своему	2	2
153	не нужно	5	2
154	но как	2	2
155	в противовес	1	2
156	если в	1	2
157	конечном счете	4	2
158	себе и	1	2
159	в художественном	20	2
160	хотя и	3	2
161	к художественному	4	2
162	лежит на	1	2
163	в литературном	1	2
164	в целом	3	2
165	только на	1	2
166	как он	1	2
167	не следует	2	2
168	они в	1	2
169	характер в	1	2
170	что свойственно	1	2
171	однако в	1	2
172	значительной степени	1	2
173	и ей	1	2
174	речь в	1	2
175	в другом	2	2
176	ясно что	3	2
177	того или	2	2
178	особенно в	2	2
179	по себе	1	2
180	одной из	3	2
181	все равно	1	2
182	должно быть	5	2
183	автора и	1	2
184	сих пор	1	2
185	все это	3	2
186	для нее	8	2
187	они не	3	2
188	каждого отдельного	1	2
189	не раз	1	2
190	не о	1	2
191	мышление в	1	2
192	не имеет	9	2
193	одна из	2	2
194	мышления и	1	2
195	слова как	1	2
196	со своим	1	2
197	на него	3	2
198	представляется нам	2	2
199	с ее	1	2
200	здесь не	4	2
201	на основе	6	2
202	характер и	1	2
203	в себя	2	2
204	произведения с	1	2
205	произведения не	1	2
206	остановимся на	1	2
207	по теории	1	2
208	и что	2	2
209	до сих	1	2
210	в значительной	2	2
211	в конечном	4	2
212	и смысловой	1	2
213	говорить об	1	2
214	в форме	4	2
215	в него	2	2
216	но с	3	2
217	с ними	4	2
218	и потому	4	2
219	с другим	1	2
220	слова в	7	2
221	в начале	2	2
222	на том	1	2
223	или иначе	1	2
224	ему не	1	2
225	себя и	3	2
226	что не	4	2
227	до конца	1	2
228	человек в	2	2
229	и ему	1	2
230	на фоне	3	2
231	характера и	2	2
232	в тот	1	2
233	да и	3	2
234	и не	42	2
235	отказ от	1	2
236	в результате	1	2
237	о котором	2	2
238	художественного восприятия	2	2
239	ни к	2	2
240	не знает	3	2
241	или иного	2	2
242	этот момент	2	2
243	которая не	1	2
244	а между	1	1
245	смысле слова	2	1
246	ли мы	3	1
247	чтобы осмыслить	1	1
248	можно говорить	2	1
249	в сфере	1	1
250	относится и	2	1
251	человека и	1	1
252	и др	8	1
253	момент которым	1	1
254	художественных произведений	2	1
255	тех же	1	1
256	своей основной	1	1
257	это и	1	1
258	в иных	3	1
259	в первом	1	1
260	принципиальное различие	1	1
261	нем но	1	1
262	из его	1	1
263	проникает в	2	1
264	исходит из	1	1
265	высшей степени	5	1
266	то самое	1	1
267	и за	1	1
268	также и	3	1
269	его не	2	1
270	формы глава	1	1
271	за них	1	1
272	факторов художественного	1	1
273	не во	2	1
274	что уже	1	1
275	высказывания в	1	1
276	но она	2	1
277	я не	2	1
278	хотя бы	4	1
