N	4gram	Tiupa_Hudo_1	Problema
1	по отношению к содержанию	1	3
2	в то же время	8	3
3	ни в чем не	1	2
4	и в то же	1	2
5	момент которым созерцание овладевает	1	1
6	с одной стороны и	1	1
7	на самом же деле	1	1
8	транскрибировать этический момент которым	1	1
9	как-то транскрибировать этический момент	1	1
10	должен как-то транскрибировать этический	1	1
11	которым созерцание овладевает путем	1	1
12	а в том как	1	1
13	созерцание овладевает путем сопереживания	1	1
14	но в то же	3	1
15	в равной мере и	1	1
16	не чем иным как	1	1
17	этический момент которым созерцание	1	1
18	нет и быть не	1	1
19	не в том что	1	1
20	несмотря на то что	1	1
