N	3gram	Vygotskiy__1	Stilisti
1	в зависимости от	5	7
2	для того чтобы	5	7
3	мы никогда не	4	5
4	с точки зрения	2	5
5	и то же	1	4
6	то же самое	2	4
7	ту или иную	1	4
8	одно и то	1	4
9	в свою очередь	1	4
10	с самого начала	1	4
11	на самом деле	2	3
12	заключает в себе	1	3
13	то или иное	2	3
14	не только в	1	3
15	в конце концов	3	3
16	которое может быть	1	3
17	но для того	1	3
18	в каждом слове	1	2
19	та же самая	2	2
20	и той же	3	2
21	мы не имеем	1	2
22	вместе с тем	2	2
23	точном смысле этого	1	2
24	не было бы	2	2
25	в этом отношении	2	2
26	может показаться что	1	2
27	и в области	1	2
28	и для того	1	2
29	мы не знаем	1	2
30	смысле этого слова	2	2
31	все больше и	1	2
32	одни и те	1	2
33	как бы в	1	2
34	не может быть	8	2
35	в тех случаях	1	2
36	не что иное	1	2
37	и тем же	1	2
38	о том что	7	2
39	и вследствие этого	1	2
40	и те же	1	2
41	что иное как	1	2
42	можно сказать что	1	2
43	больше и больше	1	2
44	в связи с	1	2
45	мы видим что	2	2
46	одной и той	3	2
47	тех или иных	2	2
48	все то что	3	2
49	мы видели что	2	2
50	тому что мы	1	1
51	и того же	1	1
52	и тому же	1	1
53	иметь дело с	1	1
54	у нас есть	1	1
55	по себе не	2	1
56	пения и музыки	1	1
57	мы должны будем	1	1
58	точка зрения не	1	1
59	в те времена	1	1
60	теми или иными	1	1
61	от тех или	1	1
62	одним и тем	1	1
63	хотя бы только	1	1
64	более или менее	2	1
65	не только о	1	1
66	так как в	1	1
67	в самом деле	7	1
68	и в особенности	1	1
69	то есть к	2	1
70	что могло бы	1	1
71	этом не только	1	1
72	точку зрения на	1	1
73	до сих пор	3	1
74	и во всех	1	1
75	по самой своей	1	1
76	независимо от того	1	1
77	в собственном смысле	3	1
78	при этом не	2	1
79	только благодаря тому	1	1
80	несмотря на это	1	1
81	не иначе как	1	1
82	без всякого сомнения	1	1
83	одном и том	1	1
84	отнюдь не является	1	1
85	она должна была	1	1
86	в таких словах	1	1
87	в процессе развития	1	1
88	что мы не	2	1
89	здесь нет и	1	1
90	сильнее и сильнее	1	1
91	и выражение в	1	1
92	но мы можем	1	1
93	никогда не найдем	1	1
94	приходится иметь дело	1	1
95	и том же	1	1
96	и в этом	1	1
97	и не было	1	1
98	по сравнению с	1	1
99	тем не менее	2	1
100	благодаря тому что	2	1
101	виду что эти	1	1
102	но вместе с	1	1
103	тем же самым	1	1
104	однако в другой	1	1
105	собственном смысле слова	2	1
106	убедиться в том	1	1
107	и вот это	1	1
108	же самое и	1	1
109	на вопрос о	1	1
110	бросается в глаза	1	1
111	а не наоборот	1	1
112	мы не можем	2	1
113	из которых каждая	2	1
114	таким образом мы	1	1
115	не может не	1	1
116	само по себе	5	1
117	как и всякий	1	1
118	но то что	1	1
119	эту точку зрения	1	1
120	в конечном счете	3	1
121	не только не	3	1
122	это отнюдь не	1	1
123	вопрос о том	1	1
124	ни в какой	3	1
125	все сильнее и	1	1
126	только тогда когда	4	1
127	с другой стороны	5	1
128	только в том	3	1
129	одного и того	1	1
130	и ту же	1	1
131	слова то есть	2	1
132	мы все же	1	1
133	мы приходим к	1	1
134	та или иная	1	1
135	человек не только	1	1
136	те времена когда	1	1
137	одну и ту	1	1
138	в том что	9	1
139	именно потому что	1	1
140	как и в	4	1
141	таких словах как	1	1
142	к одному и	1	1
143	что при этом	1	1
144	одному и тому	1	1
145	мы увидим что	2	1
146	при этом она	1	1
