N	2gram	Vygotskiy__1	Dialekti
1	не есть	3	40
2	и не	16	30
3	по себе	9	25
4	т е	3	25
5	и т	26	21
6	т д	8	19
7	и в	31	18
8	точки зрения	15	17
9	ничего не	2	17
10	может быть	22	17
11	и есть	5	16
12	в нем	2	16
13	ни в	9	15
14	так что	5	15
15	потому что	10	14
16	а не	13	14
17	не только	13	13
18	и даже	6	13
19	то что	32	13
20	что в	23	13
21	в этом	12	12
22	было бы	6	12
23	с точки	2	12
24	если бы	6	12
25	и что	8	12
26	не может	17	12
27	что это	6	11
28	учение о	1	11
29	в себе	4	11
30	что он	7	11
31	так как	18	11
32	как бы	5	11
33	все это	8	11
34	то же	5	10
35	есть нечто	2	10
36	несмотря на	5	10
37	что такое	2	10
38	прежде всего	4	10
39	сказать что	7	10
40	и то	2	9
41	отнюдь не	6	9
42	стало быть	2	9
43	так и	3	9
44	это не	1	9
45	том что	16	9
46	никогда не	8	9
47	это есть	5	9
48	в том	30	9
49	сама по	2	8
50	ясно что	19	8
51	но это	3	8
52	в каком	2	8
53	к нему	2	8
54	совершенно не	5	8
55	и как	2	7
56	то в	1	7
57	что она	6	7
58	как она	2	7
59	не существует	2	7
60	мы находим	1	7
61	вовсе не	6	7
62	но и	2	7
63	его не	2	6
64	хотя бы	1	6
65	в чем	2	6
66	не то	2	6
67	но в	3	6
68	с другой	5	6
69	и вот	3	6
70	не в	11	6
71	она не	5	6
72	в то	5	6
73	думают что	1	6
74	с ним	2	6
75	никак не	4	6
76	можно сказать	1	6
77	не было	3	6
78	науки и	1	5
79	я не	1	5
80	отношение к	2	5
81	в своем	3	5
82	все же	5	5
83	себе не	3	5
84	на то	10	5
85	идеи и	1	5
86	и с	2	5
87	что оно	3	5
88	и мы	1	5
89	а потом	1	5
90	в этих	4	5
91	но если	1	5
92	в виду	4	5
93	есть только	2	5
94	мы должны	1	5
95	само по	5	5
96	в особенности	1	5
97	говорит о	2	5
98	и пр	1	5
99	она есть	1	5
100	об отношении	1	5
101	или не	2	5
102	а в	6	5
103	это и	3	4
104	мы говорим	1	4
105	почти всегда	3	4
106	то это	1	4
107	то я	2	4
108	как он	2	4
109	образ и	2	4
110	одно и	1	4
111	тут не	1	4
112	об этом	1	4
113	он есть	1	4
114	но лишь	1	4
115	как таковой	1	4
116	а есть	1	4
117	и более	1	4
118	есть всегда	1	4
119	что эта	3	4
120	к чувственному	2	4
121	у пушкина	3	4
122	это мы	2	4
123	только и	1	4
124	к тому	4	4
