N	4gram	Vinokur_Ku_2	Myslijsy
1	в то время как	1	3
2	сама по себе не	1	2
3	в том смысле как	1	2
4	в то же время	3	2
5	в той мере в	1	1
6	только в том что	1	1
7	становится для нас менее	1	1
8	той мере в какой	1	1
9	само по себе не	1	1
10	в том случае если	2	1
11	что само по себе	1	1
12	одной и той же	1	1
13	состоит в том что	1	1
14	сами по себе они	1	1
15	языка и т д	1	1
16	в большей или меньшей	3	1
17	а а не с	1	1
18	одном и том же	1	1
19	в одном и том	1	1
20	дело в том что	1	1
21	бы то ни было	1	1
22	и т п а	2	1
23	и т д и	1	1
24	с а а не	1	1
25	лишь в той мере	1	1
26	указание на то что	1	1
