N	2gram	Bakhtin_Fr_3	Hudozhes
1	в мире	4	23
2	в качестве	1	19
3	то есть	18	18
4	и не	13	16
5	не только	13	15
6	и в	40	15
7	в том	8	15
8	может быть	9	13
9	в частности	3	13
10	при этом	3	12
11	и его	17	12
12	а в	3	12
13	но не	2	11
14	в этом	15	11
15	в себе	3	11
16	то же	7	10
17	по отношению	3	10
18	представляет собой	1	10
19	как бы	3	10
20	так и	3	10
21	а не	5	10
22	отношению к	2	10
23	но и	11	10
24	такого рода	3	9
25	литературного произведения	1	9
26	точки зрения	2	9
27	в его	13	9
28	своего рода	2	8
29	отличие от	3	7
30	но в	8	7
31	в отличие	3	7
32	в то	6	7
33	или иной	2	7
34	с другой	2	7
35	с его	3	6
36	отношение к	8	6
37	том что	4	6
38	не в	1	6
39	в основе	5	6
40	же время	6	6
41	по своей	1	6
42	в ее	3	6
43	не может	3	6
44	что в	12	6
45	в их	4	5
46	в самом	6	5
47	то что	5	5
48	ни в	4	5
49	тем самым	1	5
50	той или	2	5
51	можно сказать	2	5
52	а также	4	5
53	того что	1	5
54	и одновременно	1	5
55	только в	3	5
56	и т.п	10	5
57	между ними	3	5
58	другой стороны	1	5
59	в нем	5	5
60	отношения к	1	4
61	мы имеем	1	4
62	жизни как	1	4
63	еще не	3	4
64	сознания в	1	4
65	и как	3	4
66	он не	9	4
67	без исключения	1	4
68	в другом	3	4
69	и тем	1	4
70	в этих	6	4
71	в своей	6	4
72	между тем	3	4
73	в форме	2	4
74	для него	5	4
75	прежде всего	16	4
76	не знает	1	4
77	как это	1	4
78	например в	2	4
79	сказать что	3	4
80	речи и	1	4
81	художественного произведения	1	3
82	того же	2	3
83	со своей	1	3
84	и ее	2	3
85	в целом	2	3
86	в виду	7	3
87	и читателей	1	3
88	в художественном	1	3
89	и к	3	3
90	в которой	2	3
91	он должен	1	3
92	одно и	1	3
93	лишь в	2	3
94	его в	1	3
95	это не	2	3
96	как и	11	3
97	с точки	1	3
98	но он	2	3
99	их в	3	3
100	в культуре	4	3
101	в отношении	1	3
102	не менее	2	3
103	как раз	5	3
104	потому что	2	3
105	в произведении	1	3
106	в пределах	1	3
107	так в	4	3
108	если бы	3	3
109	произведения как	1	3
110	и что	1	3
111	что он	2	3
112	к нему	2	3
113	во втором	1	3
114	во всей	3	3
115	в области	4	3
116	далеко не	2	3
117	не на	1	3
118	о чем	2	3
119	в данном	4	3
120	в той	6	3
121	и для	5	3
122	таким образом	10	3
123	в свою	1	3
124	и состоит	1	3
125	в таком	1	3
126	и это	2	2
127	это и	2	2
128	по преимуществу	2	2
129	в году	5	2
130	принадлежит к	1	2
131	во мне	1	2
132	и на	8	2
133	причастности к	1	2
134	но как	2	2
135	не входит	1	2
136	свою жизнь	1	2
137	в своем	7	2
138	говорит что	1	2
139	каждый такой	1	2
140	в себя	1	2
141	образом и	1	2
142	все эти	8	2
143	в нашем	4	2
144	право на	1	2
145	в этой	3	2
146	но на	1	2
147	не как	1	2
148	на этом	2	2
149	значительной степени	2	2
150	могла бы	1	2
151	об этом	3	2
152	времени и	2	2
153	по себе	1	2
154	в них	9	2
155	несмотря на	1	2
156	с другими	1	2
157	войне и	1	2
158	втором случае	1	2
159	и более	1	2
160	вовсе не	12	2
161	даже в	4	2
162	тому что	1	2
163	дело не	3	2
164	одна из	3	2
165	и притом	1	2
166	мальчика а	1	2
167	числе и	2	2
168	и о	4	2
169	того чтобы	4	2
170	свою очередь	1	2
171	здесь не	3	2
172	к жизни	2	2
173	роль в	4	2
174	и сам	2	2
175	что может	1	2
176	или в	1	2
177	о том	4	2
178	при котором	1	2
179	основе своей	2	2
180	в значительной	3	2
181	именно в	2	2
182	способность к	1	2
183	а именно	1	2
184	говорит в	1	2
185	в литературе	5	2
186	ни к	1	2
187	и мире	1	2
188	мире и	1	2
189	с одной	1	2
190	и др	7	2
191	за пределами	1	2
192	слова не	1	2
193	одно из	3	2
194	слова в	2	2
195	и прежде	3	2
196	в одном	7	2
197	у него	8	2
198	для того	3	2
199	на почве	1	2
200	нового времени	2	2
201	жизни то	1	2
202	превращается в	1	2
203	мира в	1	2
204	начиная с	3	2
205	так же	1	2
206	и особенно	1	2
207	и потому	4	2
208	как в	3	2
209	из которых	1	2
210	к своему	1	2
211	ослабляет и	1	2
212	и по	1	2
213	для понимания	3	2
214	в контексте	1	2
215	ни для	4	2
216	во всех	6	2
217	мира и	1	2
218	с ним	1	2
219	одной из	2	2
220	в романе	15	2
221	культуры в	1	2
222	из этого	2	2
223	том числе	3	2
224	в тексты	1	1
225	говоря о	1	1
226	также и	4	1
227	именно эта	1	1
228	переходит к	1	1
229	веселую относительность	1	1
230	области литературы	1	1
231	и есть	3	1
232	этого мира	1	1
233	здесь и	5	1
234	от своей	1	1
235	жеста и	1	1
236	и иронии	1	1
237	в строгом	1	1
238	из его	1	1
239	др в	1	1
240	вещей в	1	1
241	той же	8	1
242	есть не	1	1
243	ее оболочек	1	1
244	не во	1	1
245	со смертью	2	1
246	не была	1	1
247	в сущности	9	1
248	ориентирована на	1	1
249	что иное	1	1
250	а для	1	1
251	этом так	1	1
252	но чтобы	1	1
253	никогда не	1	1
254	не что	1	1
255	своей причастности	1	1
256	момент в	2	1
257	на них	2	1
258	между собой	1	1
259	людей в	1	1
260	иное как	1	1
261	на их	2	1
262	бы то	1	1
263	тем как	1	1
264	во внешнем	1	1
265	существенным образом	1	1
266	себе и	1	1
267	оно является	1	1
268	что они	1	1
269	на основе	2	1
270	отнюдь не	1	1
271	и я	1	1
272	смех это	1	1
273	в истории	4	1
274	и соответствующих	1	1
275	от содержания	1	1
276	если на	1	1
277	можно предположить	1	1
278	такова же	1	1
279	перед нами	1	1
280	встрече с	1	1
281	тем же	2	1
282	от этого	1	1
283	только то	1	1
