N	2gram	Losev_Prob_1	Istorich
1	и в	32	28
2	и т	11	25
3	может быть	14	25
4	т д	10	22
5	а не	15	15
6	не может	8	15
7	никогда не	7	14
8	мы имеем	2	13
9	мы должны	5	13
10	для нас	5	13
11	то же	10	12
12	не только	17	12
13	что в	12	12
14	мы видим	2	11
15	только в	7	11
16	мы не	2	10
17	все же	1	10
18	и что	9	10
19	что он	7	10
20	мы увидим	3	10
21	но и	9	10
22	прежде всего	10	10
23	т е	1	10
24	не в	4	9
25	так и	12	9
26	о том	11	9
27	то что	42	9
28	в том	9	9
29	и не	31	9
30	в этом	19	8
31	но в	14	8
32	что это	3	8
33	таким образом	6	8
34	если бы	4	8
35	это не	6	7
36	еще не	9	7
37	и здесь	6	7
38	этот вопрос	1	7
39	что мы	13	7
40	так же	9	7
41	том что	12	7
42	было бы	8	7
43	в этих	3	7
44	а в	4	7
45	в этой	10	6
46	это тоже	2	6
47	ни один	1	6
48	о смерти	1	6
49	его в	6	6
50	так например	1	6
51	тем не	18	6
52	не менее	19	6
53	к тому	3	6
54	так как	11	6
55	с другой	3	6
56	исторического прошлого	1	6
57	вместе с	2	6
58	видно что	1	6
59	например в	2	5
60	должна быть	1	5
61	вопрос о	1	5
62	мы будем	2	5
63	что они	3	5
64	в своем	5	5
65	более или	3	5
66	что она	5	5
67	в силу	1	5
68	по существу	2	5
69	их в	4	5
70	или менее	3	5
71	не будем	2	5
72	дело не	1	5
73	в дальнейшем	4	5
74	можно было	3	5
75	в его	6	5
76	что здесь	3	5
77	но не	9	5
78	в качестве	2	5
79	до сих	3	5
80	сих пор	3	5
81	или в	4	5
82	не знает	1	5
83	сказать что	13	5
84	другой стороны	3	5
85	ее в	2	5
86	и даже	11	4
87	и для	4	4
88	действительности это	1	4
89	и на	8	4
90	то мы	1	4
91	не то	2	4
92	с этим	3	4
93	все эти	8	4
94	на то	8	4
95	но все	3	4
96	об этом	10	4
97	и с	2	4
98	с тем	5	4
99	как и	3	4
100	даже в	1	4
101	в основе	1	4
102	находится в	1	4
103	связи с	5	4
104	должны быть	1	4
105	здесь не	7	4
106	в пределах	1	4
107	другими словами	3	4
108	того что	7	4
109	потому что	16	4
110	так что	6	4
111	мы знаем	1	4
112	а именно	12	4
113	и пр	4	4
114	один из	4	4
115	могут быть	2	4
116	как будто	3	4
117	все это	7	4
118	в связи	4	4
119	хотя бы	3	4
120	но это	8	4
121	но оно	1	4
122	также и	11	3
123	чтобы не	1	3
124	начинается с	1	3
125	мы здесь	2	3
126	и должен	1	3
127	время как	1	3
128	я не	1	3
129	то это	1	3
130	видели что	1	3
131	не просто	23	3
132	перед нами	5	3
133	очень много	3	3
134	при этом	6	3
135	этого вопроса	1	3
136	не как	2	3
137	д все	1	3
138	на этом	1	3
139	в другом	1	3
140	из них	3	3
141	не с	1	3
142	показывает что	1	3
143	и тогда	1	3
144	во время	1	3
145	нас не	2	3
146	в котором	5	3
147	в их	4	3
148	по себе	15	3
149	раз и	9	3
150	в то	6	3
151	на котором	1	3
152	дело в	3	3
153	того как	3	3
154	однако это	3	3
155	очень часто	1	3
156	есть только	8	3
157	же самое	9	3
158	утверждать что	1	3
159	должен быть	1	3
160	как мы	7	3
161	бы дать	1	3
162	с землей	1	3
163	только через	1	3
164	для этого	3	3
165	и должно	2	3
166	или на	3	3
167	представления о	1	3
168	в стороне	1	3
169	может оказаться	1	3
170	и его	3	3
171	уже не	3	3
172	не можем	2	3
173	если мы	11	3
174	в начале	1	3
175	здесь будет	1	3
176	и их	1	3
177	то время	1	3
178	тем что	7	3
179	именно в	4	3
180	мы еще	1	3
181	как это	6	3
182	из которых	1	3
183	наряду с	1	3
184	что же	9	3
185	будто бы	1	3
186	в целях	2	3
187	к сожалению	1	3
188	точно так	4	3
189	отношения к	1	2
190	одним из	1	2
191	же как	2	2
192	увидим ниже	2	2
193	и потому	2	2
194	по его	2	2
195	из всех	1	2
196	связаны между	1	2
197	что если	2	2
198	у себя	1	2
199	когда мы	8	2
200	это время	1	2
201	большей частью	2	2
202	к своему	1	2
203	может получиться	1	2
204	бы то	1	2
205	во всех	7	2
206	как таковая	1	2
207	то он	2	2
208	а только	5	2
209	мы сейчас	1	2
210	относится к	1	2
211	первый взгляд	1	2
212	как в	4	2
213	однако не	3	2
214	то ясно	1	2
215	и как	6	2
216	в действительности	3	2
217	от этого	1	2
218	он в	2	2
219	тут и	1	2
220	которые в	2	2
221	тоже не	7	2
222	не более	1	2
223	в себе	15	2
224	во многих	2	2
225	как он	4	2
226	и если	6	2
227	как оно	3	2
228	в нем	13	2
229	связанные с	1	2
230	он не	3	2
231	всех этих	7	2
232	он должен	2	2
233	пор мы	2	2
234	том чтобы	1	2
235	сожалению однако	1	2
236	то ни	1	2
237	а по	1	2
238	при помощи	13	2
239	и тем	13	2
240	стоит на	1	2
241	но уже	5	2
242	нет в	1	2
243	мы видели	1	2
244	об этой	1	2
245	должно быть	2	2
246	что данный	1	2
247	на первый	2	2
248	для него	2	2
249	но если	2	2
250	что такое	6	2
251	в такой	1	2
252	миф о	1	2
253	бы мы	3	2
254	таких случаях	2	2
255	отсюда вывод	1	2
256	только для	3	2
257	есть еще	3	2
258	однако в	2	2
259	что этот	2	2
260	по мере	1	2
261	чистом виде	1	2
262	еще один	1	2
263	в таких	2	2
264	что данная	1	2
265	как о	1	2
266	и другое	2	2
267	тогда когда	1	2
268	одна из	1	2
269	что их	2	2
270	так чтобы	1	2
271	по своей	1	2
272	только с	1	2
273	не могут	2	2
274	в области	2	2
275	это происходит	1	2
276	указывает на	14	2
277	не есть	29	2
278	отказаться от	1	2
279	поставить вопрос	1	2
280	всех случаях	1	2
281	в ее	3	2
282	мысль о	1	2
283	нечто целое	1	2
284	на нее	1	2
285	ясно что	3	2
286	том как	2	2
287	мы в	3	2
288	поэтому в	1	2
289	с ним	3	2
290	ничего не	10	2
291	в глубине	1	2
292	о нем	3	2
293	не содержит	2	2
294	этой мысли	1	2
295	не выходит	1	2
296	нас в	2	2
297	между тем	2	2
298	этому поводу	3	2
299	во всей	3	2
300	и только	4	2
301	от этих	1	2
302	здесь в	3	2
303	в ту	1	2
304	в свете	1	2
305	мы хотим	3	2
306	тот же	1	2
307	очень многих	1	2
308	по этому	3	2
309	именно на	3	2
310	себя в	1	2
311	для всех	1	2
312	то и	6	2
313	ни было	1	2
314	в понятие	1	2
315	в данной	1	2
316	изучение истории	1	2
317	его и	1	2
318	не так	1	2
319	вовсе не	35	2
320	как раз	13	2
321	явлений в	1	2
322	со стороны	1	2
323	даже не	1	2
324	которые можно	1	2
325	еще и	5	2
326	что не	3	2
327	говорит о	3	2
328	в некоторых	1	2
329	на этот	3	2
330	не на	3	2
331	его как	2	2
332	вступает в	1	2
333	здесь кроется	1	2
334	в брак	1	2
335	xix века	1	2
336	конечно не	1	2
337	этих случаях	3	2
338	как бы	14	2
339	хотя он	1	2
340	в основном	1	2
341	у вас	2	2
342	не знаем	1	2
343	нисколько не	3	2
344	и часто	2	2
345	не существует	6	2
346	и от	1	2
347	всякого рода	1	2
348	ни к	1	2
349	первобытного мышления	1	2
350	не дает	1	2
351	была бы	1	2
352	в виде	15	2
353	это было	2	2
354	к этому	1	2
355	их тоже	1	1
356	не должны	3	1
357	художественного произведения	1	1
358	все остальное	1	1
359	и то	6	1
360	не связаны	1	1
361	на самом	6	1
362	он может	1	1
363	еще два	1	1
364	жизни мы	1	1
365	и есть	6	1
366	тем же	1	1
367	в первом	2	1
368	ту же	1	1
369	имеем и	1	1
370	и больше	1	1
371	едва ли	2	1
372	значение но	1	1
373	и этот	1	1
374	в году	1	1
375	уже по	1	1
376	мы уже	5	1
377	есть не	6	1
378	мира или	2	1
379	не содержат	1	1
380	культурных народов	1	1
381	отражение это	1	1
382	которую мы	1	1
383	только все	1	1
384	память о	1	1
385	смерти или	1	1
386	есть нечто	11	1
387	представлением о	1	1
388	говорить о	6	1
389	на себя	2	1
390	но даже	1	1
391	на другом	1	1
392	он был	1	1
393	иное как	2	1
394	литературных или	1	1
395	значило бы	1	1
396	действиях в	1	1
397	и всего	1	1
398	совсем не	4	1
399	но как	6	1
400	подчеркивать что	1	1
401	только тогда	1	1
402	и рассматривать	2	1
403	тут же	1	1
404	дело со	1	1
405	или иное	1	1
406	что-нибудь другое	1	1
407	отнюдь не	10	1
408	и я	1	1
409	в истории	4	1
410	нас прежде	1	1
411	изучения и	1	1
412	поскольку они	1	1
413	дает нам	1	1
414	в процесс	1	1
415	очень трудно	2	1
416	что ее	1	1
417	он часто	2	1
418	помнить что	3	1
419	просто как	1	1
420	этом же	1	1
421	и разнообразна	1	1
422	вопросом о	1	1
423	и к	1	1
424	идти дальше	1	1
425	в противоположность	1	1
426	этой цели	1	1
427	ею только	1	1
428	то в	5	1
429	не соответствуют	1	1
430	еще на	1	1
431	сливаются в	3	1
432	в которой	2	1
433	мы получаем	3	1
434	мне не	1	1
435	образом и	2	1
436	за это	1	1
437	бы не	1	1
438	из этих	2	1
439	действительности а	7	1
440	может считаться	1	1
441	но он	3	1
442	но его	1	1
443	говорят о	2	1
444	тому же	1	1
445	ее как	1	1
446	но ведь	3	1
447	этот вывод	1	1
448	в наших	1	1
449	этого отражения	1	1
450	после этого	4	1
451	о которой	1	1
452	уже видели	1	1
453	и еще	3	1
454	же здесь	1	1
455	или иному	1	1
456	он пользуется	1	1
457	пить и	1	1
458	содержит в	7	1
459	с представлением	1	1
460	присмотревшись ближе	1	1
461	его от	3	1
462	подобно тому	2	1
463	и будет	1	1
464	встречаются в	1	1
465	мы говорили	4	1
466	собственно говоря	2	1
467	является не	2	1
468	или иных	2	1
469	он об	1	1
470	с такими	2	1
471	в совершенно	1	1
472	же касается	3	1
473	связанных с	1	1
474	них не	1	1
475	с целью	4	1
476	того или	2	1
477	подходит к	1	1
478	бы нам	2	1
479	действительности в	3	1
480	известно что	1	1
481	этом смысле	6	1
482	но их	1	1
483	необходимо сделать	1	1
484	еще одно	1	1
485	в жизни	3	1
486	кажется что	1	1
487	действий и	1	1
488	здесь однако	1	1
489	в них	7	1
490	мы привлекаем	1	1
491	и вся	1	1
492	со своими	1	1
493	и уже	3	1
494	для чего	2	1
495	между собою	7	1
496	одно целое	2	1
497	и некоторые	1	1
498	только тем	1	1
499	не значит	2	1
500	в эту	2	1
501	в своей	8	1
502	на данный	1	1
503	а наоборот	3	1
504	наших дней	1	1
505	и всеми	1	1
506	в советской	1	1
507	имеется и	1	1
508	представление о	1	1
509	оказывается что	2	1
510	в которых	3	1
511	знаем что	2	1
512	природы но	1	1
513	вплоть до	1	1
514	а есть	4	1
515	нам в	1	1
516	друг другу	2	1
517	иным как	1	1
518	войти в	1	1
519	миф и	1	1
520	чтобы это	1	1
521	этом а	1	1
522	тому чтобы	1	1
523	из числа	2	1
524	случае мы	1	1
525	тому что	4	1
526	в отношении	3	1
527	можно ли	5	1
528	не раз	1	1
529	что эта	1	1
530	она не	2	1
531	делится на	1	1
532	вполне естественно	1	1
533	и притом	4	1
534	действительности по	1	1
535	не пользуются	1	1
536	о них	1	1
537	к другим	1	1
538	иметь в	4	1
539	напряженности и	1	1
540	что иное	2	1
541	того чтобы	9	1
542	можно получить	1	1
543	понять ее	1	1
544	всей его	1	1
545	это мы	2	1
546	через него	1	1
547	о природе	1	1
548	отнестись к	1	1
549	имеем дело	1	1
550	именно с	1	1
551	при всем	1	1
552	с одним	1	1
553	явление в	1	1
554	к ней	1	1
555	нам важно	1	1
556	кроме того	2	1
557	в каком	3	1
558	ему не	1	1
559	но все-таки	2	1
560	у нас	14	1
561	известной степени	2	1
562	а что	1	1
563	что оно	3	1
564	бы он	1	1
565	все еще	1	1
566	мы отличаем	1	1
567	не выходить	1	1
568	оно не	3	1
569	в греческом	1	1
570	здесь еще	1	1
571	и это	9	1
572	они стали	1	1
