N	3gram	Trubetskoy_1	FransuaR
1	то же время	10	9
2	в то же	10	9
3	прежде всего в	1	4
4	в том числе	1	4
5	в конце концов	3	4
6	в свою очередь	1	3
7	с точки зрения	9	3
8	за то что	1	3
9	но в то	1	3
10	в том что	7	3
11	а следовательно и	2	2
12	дело в том	1	2
13	по отношению к	1	2
14	более или менее	4	2
15	но по существу	1	2
16	в этом отношении	1	2
17	в большинстве случаев	2	2
18	том числе и	1	2
19	можно было бы	3	2
20	в значительной степени	1	2
21	в его целом	1	2
22	которой он считает	1	1
23	на самом деле	6	1
24	в том и	2	1
25	что он есть	1	1
26	то же самое	1	1
27	в том же	1	1
28	мы уже знаем	1	1
29	в нем все	1	1
30	уже знаем что	1	1
31	же время в	1	1
32	о том чтобы	2	1
33	не может иметь	1	1
34	особое значение и	1	1
35	но вряд ли	1	1
36	на этот вопрос	1	1
37	что все это	1	1
38	не подлежит сомнению	1	1
39	роль в истории	1	1
40	в применении к	1	1
41	в данном случае	3	1
42	только на этой	1	1
43	большинстве случаев это	1	1
44	и в этом	1	1
45	и во всяком	2	1
46	еще не было	1	1
47	о том что	2	1
48	не только для	1	1
49	в связи с	1	1
50	о котором мы	1	1
51	как и при	1	1
52	том и в	2	1
53	не трудно видеть	1	1
54	во всяком случае	6	1
55	это и есть	1	1
56	содержат в себе	1	1
57	яркое выражение в	1	1
58	к которой он	4	1
59	и тем самым	2	1
60	но и для	1	1
61	с самого начала	1	1
62	к тому же	1	1
63	это в данном	1	1
64	и прежде всего	1	1
65	друг от друга	2	1
66	тем более что	1	1
67	в другом случае	2	1
68	но на самом	1	1
69	мы не знаем	1	1
70	и в том	2	1
71	во всех странах	1	1
72	и в другом	2	1
