N	2gram	Kanaev_Sov_1	Psycholo
1	и в	7	38
2	все время	1	30
3	в том	4	25
4	в самом	2	25
5	самом деле	2	21
6	что в	2	20
7	может быть	12	19
8	и что	2	18
9	что она	3	16
10	точки зрения	12	16
11	в ней	1	15
12	том что	1	14
13	если бы	1	14
14	как бы	4	14
15	в этом	7	13
16	в этой	3	13
17	и мы	3	13
18	не только	4	12
19	таким образом	11	12
20	было бы	3	12
21	не в	3	12
22	мы видим	2	12
23	то же	3	10
24	что это	2	10
25	и не	6	10
26	же самое	2	10
27	и все	3	10
28	увидим что	1	9
29	с точки	5	9
30	с этим	2	8
31	все же	3	8
32	как и	6	8
33	в одном	3	8
34	видим что	1	8
35	и это	1	8
36	но только	1	8
37	вовсе не	1	8
38	для нас	3	8
39	мы уже	1	7
40	с другой	1	7
41	мы можем	6	7
42	не может	17	7
43	как мы	2	7
44	а не	3	7
45	а в	4	7
46	к чему	2	6
47	и если	1	6
48	он не	1	6
49	мы видели	4	6
50	она не	1	6
51	не имеет	1	6
52	самого начала	3	6
53	и его	1	6
54	с и	1	6
55	с самого	3	6
56	ясно что	3	6
57	о том	1	6
58	один из	1	6
59	с одной	2	6
60	если мы	4	6
61	из них	4	6
62	так как	4	6
63	до сих	1	6
64	там где	1	6
65	мы не	9	5
66	в своем	1	5
67	в которой	2	5
68	так сказать	2	5
69	на этом	2	5
70	в другом	1	5
71	несмотря на	1	5
72	в его	2	5
73	в какой	1	5
74	одной стороны	1	5
75	вместе с	4	5
76	сих пор	1	5
77	или в	1	5
78	совершенно не	2	5
79	самое в	1	5
80	во всех	1	4
81	идет о	1	4
82	в целом	4	4
83	все эти	5	4
84	в себе	3	4
85	в нем	3	4
86	при этом	3	4
87	но если	1	4
88	что эта	1	4
89	что с	1	4
90	одна из	3	4
91	никогда не	1	4
92	когда в	1	4
93	у всех	3	4
94	только в	1	4
95	конечно не	1	4
96	не можем	7	4
97	у него	2	4
98	и даже	2	4
99	из которых	2	4
100	в течение	1	4
101	и для	1	4
102	в свою	2	4
103	сказать что	1	4
104	в своих	1	4
105	должен быть	1	3
106	того же	1	3
107	по его	1	3
108	из всех	1	3
109	совсем не	1	3
110	и к	3	3
111	но в	3	3
112	та же	1	3
113	из этих	2	3
114	у читателя	1	3
115	что все	2	3
116	конечно в	2	3
117	его в	1	3
118	ни в	1	3
119	в один	2	3
120	в такой	1	3
121	без всяких	1	3
122	она в	1	3
123	в то	1	3
124	к концу	1	3
125	на это	1	3
126	из двух	3	3
127	каждого из	2	3
128	из одного	2	3
129	и только	1	3
130	тот же	2	3
131	такое же	1	3
132	то и	2	3
133	это только	1	3
134	он приводит	2	3
135	но это	1	3
136	все это	3	3
137	указать на	1	3
138	она может	2	3
139	к этому	1	3
140	в таком	2	3
141	на самом	1	2
142	он может	3	2
143	по преимуществу	1	2
144	нас на	1	2
145	не имеют	1	2
146	все те	2	2
147	той же	2	2
148	и ничего	1	2
149	между собой	3	2
150	на их	2	2
151	что его	1	2
152	видели что	3	2
153	но как	1	2
154	отнюдь не	3	2
155	помним что	1	2
156	более и	1	2
157	и наконец	5	2
158	он в	3	2
159	остановиться на	1	2
160	нами в	1	2
161	по самому	1	2
162	одной и	1	2
163	и по	2	2
164	и может	1	2
165	в совершенно	1	2
166	такой же	2	2
167	в эту	1	2
168	его мнению	1	2
169	и той	1	2
170	но они	1	2
171	и более	1	2
172	их в	4	2
173	можем сказать	1	2
174	все более	1	2
175	мы помним	1	2
176	вытекает из	1	2
177	и всегда	1	2
178	ничего не	6	2
179	ли это	1	2
180	у нас	3	2
181	очень часто	1	2
182	не могут	2	2
183	когда мы	3	2
184	с ее	1	2
185	свою очередь	2	2
186	данном случае	1	2
187	по аналогии	1	2
188	одного из	1	2
189	том как	1	2
190	мы в	1	2
191	же мере	1	2
192	с ним	1	2
193	и та	1	2
