N	2gram	Bakhtin_Pr_3	Tvorches
1	у достоевского	13	30
2	и в	34	20
3	в романе	1	15
4	и т	8	13
5	в романах	3	13
6	романах достоевского	3	13
7	не только	10	13
8	т д	2	11
9	никогда не	8	11
10	преступлении и	1	11
11	как бы	27	11
12	в преступлении	2	10
13	таким образом	5	10
14	в то	12	10
15	в его	22	10
16	достоевского в	3	9
17	и его	16	9
18	и не	29	9
19	ивана карамазова	3	8
20	при этом	4	8
21	достоевского как	1	8
22	и с	15	8
23	в том	3	8
24	может быть	19	8
25	в этом	16	8
26	прежде всего	15	8
27	но и	12	8
28	то же	14	7
29	это не	5	7
30	же время	12	7
31	иван карамазов	1	7
32	потому что	12	7
33	не может	19	7
34	братьях карамазовых	3	7
35	что в	7	7
36	из подполья	36	6
37	в целом	5	6
38	в братьях	3	6
39	как и	18	6
40	в своей	3	6
41	что он	23	6
42	так и	6	6
43	в конце	5	6
44	у него	4	6
45	а не	9	6
46	в бесах	1	6
47	в основном	1	6
48	все это	16	6
49	например в	2	5
50	еще не	4	5
51	и на	6	5
52	но не	4	5
53	все же	7	5
54	героев достоевского	4	5
55	в этой	1	5
56	и сам	5	5
57	в мире	4	5
58	достоевский не	1	5
59	то есть	1	5
60	о том	2	5
61	и даже	7	5
62	достоевского с	1	5
63	в творчестве	3	5
64	но это	4	5
65	так же	8	5
66	все эти	4	4
67	что они	6	4
68	отнюдь не	2	4
69	настасьи филипповны	7	4
70	как в	4	4
71	хотя и	3	4
72	когда он	2	4
73	но в	16	4
74	за собой	3	4
75	не в	9	4
76	в дальнейшем	1	4
77	на его	4	4
78	что у	6	4
79	об этом	1	4
80	настасье филипповне	1	4
81	если бы	4	4
82	настасья филипповна	5	4
83	первая часть	1	4
84	ничего не	4	4
85	легенда о	1	4
86	братьев карамазовых	2	4
87	в чем	5	4
88	герои достоевского	1	4
89	в душе	2	4
90	творчестве достоевского	5	4
91	а в	5	4
92	если не	3	4
93	и потому	2	4
94	и от	5	4
95	героя в	5	4
96	том что	3	4
97	но у	1	4
98	великом инквизиторе	1	3
99	одним из	1	3
100	и отчасти	1	3
101	человека и	1	3
102	по мнению	1	3
103	он сам	5	3
104	а с	3	3
105	по отношению	5	3
106	в одной	3	3
107	это определение	1	3
108	в письмах	1	3
109	отношению к	6	3
110	в себе	6	3
111	в нем	19	3
112	он не	15	3
113	в записках	3	3
114	в плане	6	3
115	так например	1	3
116	человека в	1	3
117	я бы	3	3
118	а затем	1	3
119	его в	4	3
120	и мы	1	3
121	но уже	1	3
122	в самом	8	3
123	в котором	3	3
124	в их	1	3
125	в которых	2	3
126	своего рода	2	3
127	тем что	4	3
128	одна из	1	3
129	и это	4	3
130	с ним	8	3
131	мире достоевского	3	3
132	до сих	1	3
133	между тем	3	3
134	достоевского это	2	3
135	уже не	2	3
136	записках из	2	3
137	в начале	4	3
138	о великом	1	3
139	для него	13	3
140	так как	4	3
141	то что	11	3
142	что не	7	3
143	в рассказе	1	3
144	вместе с	4	3
145	несколько раз	2	3
146	в пользу	1	3
147	главного героя	1	3
148	с этой	2	3
149	сих пор	1	3
150	нет ничего	1	3
151	один из	2	3
152	не является	2	3
153	достоевского нет	3	3
154	но зато	3	3
155	одной из	1	3
156	в своих	1	3
157	начинается с	1	2
158	самом деле	13	2
159	от этой	2	2
160	христом и	1	2
161	по преимуществу	1	2
162	проникает в	1	2
163	достоевского мы	1	2
164	говорить о	3	2
165	со своими	1	2
166	я не	7	2
