1	с точки зрения	3	5
2	не может быть	1	4
3	что же это	1	3
4	с самого начала	1	3
5	не может не	1	3
6	может быть и	1	2
7	в свою очередь	2	2
8	в отличие от	3	2
9	тем не менее	6	2
10	во всяком случае	6	2
11	в настоящее время	2	2
12	же это за	1	2
13	на этот раз	3	1
14	по крайней мере	4	1
15	в дальнейшем мы	2	1
16	до сих пор	1	1
17	дело в том	3	1
18	еще в таком	1	1
19	не в том	3	1
20	в которой он	1	1
21	равно как и	1	1
22	они не могут	1	1
23	о жизни и	1	1
24	в том что	9	1
25	а может быть	1	1
26	в то же	3	1
27	что иное как	1	1
28	все же это	1	1
29	в том как	1	1
30	вместе с ним	1	1
31	он уже не	2	1
32	и ни в	1	1
33	оно может быть	1	1
34	может быть в	1	1
35	то же время	3	1
36	или как он	1	1
37	на этот вопрос	1	1
38	в самом деле	1	1
39	а в конце	1	1
40	и прежде всего	1	1
41	но все же	1	1
42	поэтому в дальнейшем	1	1
43	не что иное	1	1
44	не было бы	1	1
45	в связи с	8	1
46	но тем не	1	1
47	бы то ни	1	1
48	в себе в	1	1
49	и в то	1	1
50	в данном случае	2	1
51	можно было бы	2	1
52	это значит что	1	1
53	и все же	2	1
54	в свое время	1	1
55	этот раз из	1	1
56	в этом смысле	1	1
57	это не важно	1	1
58	в этом случае	1	1
59	раз и навсегда	1	1
