N	2gram	Ircho_Kome_1	Psycholo
1	и в	22	38
2	то что	2	35
3	в том	11	25
4	в самом	2	25
5	что в	6	20
6	может быть	9	19
7	и что	1	18
8	на то	3	16
9	что она	1	16
10	точки зрения	4	16
11	в ней	1	15
12	то есть	1	15
13	и т	9	14
14	том что	12	14
15	как бы	1	14
16	потому что	5	14
17	в этом	3	13
18	в этой	7	13
19	не только	10	12
20	таким образом	8	12
21	было бы	2	12
22	не в	6	12
23	что он	6	11
24	то же	6	10
25	в сущности	2	10
26	что это	1	10
27	и не	8	10
28	же самое	2	10
29	и все	3	10
30	о которых	5	9
31	того чтобы	1	9
32	в двух	1	9
33	с этим	1	8
34	все же	3	8
35	и как	3	8
36	говорит что	1	8
37	с тем	1	8
38	как и	9	8
39	в одном	8	8
40	и это	1	8
41	так что	1	8
42	вовсе не	2	8
43	как раз	3	8
44	для того	1	8
45	перед нами	1	8
46	мы уже	1	7
47	с другой	5	7
48	мы можем	4	7
49	не может	2	7
50	как мы	4	7
51	что у	2	7
52	между тем	5	7
53	может служить	1	7
54	а в	6	7
55	и на	3	6
56	в которых	1	6
57	как это	3	6
58	он не	3	6
59	мы видели	2	6
60	в котором	4	6
61	тому что	1	6
62	самого начала	1	6
63	и его	8	6
64	с и	1	6
65	к тому	6	6
66	указывает на	2	6
67	с самого	1	6
68	ясно что	4	6
69	и здесь	2	6
70	о том	8	6
71	один из	5	6
72	с одной	3	6
73	из них	10	6
74	так как	4	6
75	до сих	2	6
76	которых мы	2	6
77	мы не	3	5
78	в своем	1	5
79	в которой	6	5
80	на этом	2	5
81	в другом	4	5
82	к которым	1	5
83	несмотря на	4	5
84	с такой	1	5
85	т п	5	5
86	казалось бы	3	5
87	и когда	1	5
88	в его	5	5
89	но и	11	5
90	действующих лиц	4	5
91	одной стороны	3	5
92	вместе с	2	5
93	в той	1	5
94	сих пор	2	5
95	или в	2	5
96	другой стороны	5	5
97	совершенно не	1	5
98	что эти	1	4
99	время как	4	4
100	во всех	1	4
101	что они	4	4
102	идет о	3	4
103	как в	5	4
104	когда он	1	4
105	в целом	3	4
106	в тех	3	4
107	раз в	2	4
108	в себе	2	4
109	в нем	4	4
110	при этом	5	4
111	т д	4	4
112	здесь мы	3	4
113	не мог	3	4
114	но если	1	4
115	не могли	1	4
116	и другое	1	4
117	одна из	2	4
118	из него	1	4
119	больше чем	1	4
120	как будто	2	4
121	когда в	1	4
122	что и	4	4
123	только в	3	4
124	у него	3	4
125	и даже	5	4
126	из которых	2	4
127	по своему	3	4
128	в течение	3	4
129	того что	1	4
130	и для	1	4
131	речь идет	3	4
132	в свою	2	4
133	сказать что	1	4
134	ее в	2	4
135	в своих	2	4
136	того же	2	3
137	сам автор	2	3
138	едва ли	7	3
139	по его	1	3
140	из всех	2	3
141	и заставляет	1	3
142	совсем не	2	3
143	что по	2	3
144	и к	1	3
145	но в	4	3
146	из этих	1	3
147	больше не	1	3
148	первой половине	2	3
149	не к	2	3
150	у читателя	1	3
151	состоит в	1	3
152	что все	1	3
153	конечно в	1	3
154	бы в	1	3
155	его в	3	3
156	и тем	2	3
157	ни в	6	3
158	в них	3	3
159	далеко не	1	3
160	со всей	1	3
161	наше внимание	1	3
162	место в	3	3
163	из области	1	3
164	бы не	1	3
165	в то	10	3
166	того как	3	3
167	к концу	1	3
168	на это	1	3
169	где он	2	3
170	и о	3	3
171	из двух	1	3
172	каждого из	1	3
173	наряду с	2	3
174	он был	2	3
175	и только	1	3
176	тот же	3	3
177	которое мы	1	3
178	не так	1	3
179	ее не	1	3
180	тем что	4	3
181	такое же	1	3
182	то и	2	3
183	это только	1	3
184	который мы	1	3
185	но это	2	3
186	все это	5	3
187	от имени	1	3
188	главным образом	3	3
189	что под	1	3
190	одном плане	1	3
191	к этому	4	3
192	как на	1	3
193	в таком	1	3
194	на самом	1	2
195	он может	1	2
196	и больше	1	2
197	той же	1	2
198	совпадает с	1	2
199	и столь	1	2
200	большей частью	2	2
201	столь же	2	2
202	всего этого	2	2
203	в общем	1	2
204	очевидно что	1	2
205	отнюдь не	1	2
206	в истории	5	2
207	материалом для	1	2
208	что именно	1	2
209	их характера	1	2
210	в полном	1	2
211	целый ряд	1	2
212	со своей	2	2
213	представляет собой	1	2
214	он в	1	2
215	остановиться на	1	2
216	не могла	1	2
217	своим собственным	1	2
218	до самого	2	2
219	в силу	2	2
220	и вот	4	2
221	и по	6	2
222	так например	1	2
223	на всю	3	2
224	в совершенно	1	2
225	и уже	1	2
226	такой же	2	2
227	перед собой	1	2
228	в эту	1	2
229	места в	1	2
230	и ее	3	2
231	превратилась в	1	2
232	должны были	8	2
233	но он	2	2
234	друг другу	1	2
235	но они	1	2
236	и эти	1	2
237	и более	1	2
238	в этих	1	2
239	и очень	1	2
240	все более	3	2
241	она могла	1	2
242	в русской	1	2
243	мы помним	1	2
244	нельзя не	2	2
245	ничего не	3	2
246	под этим	1	2
247	к ней	2	2
248	на те	2	2
249	то это	1	2
250	ли это	2	2
251	у нас	3	2
252	не могут	1	2
253	из всего	2	2
254	с ее	2	2
255	данном случае	1	2
256	действия и	1	2
257	то время	5	2
258	в глаза	1	2
259	по аналогии	1	2
260	одного из	6	2
261	для этого	2	2
262	со стороны	2	2
263	с ним	1	2
264	или от	1	2
265	аналогии с	2	2
266	и во	2	2
267	у них	1	2
268	говорит он	1	2
269	самого конца	2	2
270	и следовательно	1	2
271	и одновременно	3	2
272	что только	1	2
273	должен был	1	2
274	наше время	1	2
275	по мнению	1	2
276	в качестве	4	2
277	для всех	2	2
278	в виде	3	2
279	к своим	1	2
280	следует что	1	2
281	нее в	1	2
282	всяком случае	2	2
283	противоречие между	1	2
284	в конце	6	2
285	к первой	1	2
286	заметить что	1	2
287	к совершенно	1	2
288	здесь в	3	2
289	еще и	2	2
290	а с	1	2
291	до конца	2	2
292	эти слова	1	2
293	к его	1	2
294	к себе	1	2
295	хотя бы	1	2
296	к своему	1	2
297	в данном	1	2
298	смысле этого	1	2
299	что же	1	2
300	в первой	2	2
301	по существу	1	2
302	этого слова	1	2
303	с этой	1	2
304	мы найдем	2	2
305	не знаем	1	2
306	развития и	1	2
307	совершенно ясна	1	2
308	только что	2	2
309	же в	4	2
310	так же	3	2
311	его к	1	2
312	нам не	1	2
313	из своей	2	2
314	наш поэт	2	2
315	указывают на	1	2
316	к этой	1	2
317	и другие	1	2
318	они не	1	2
319	во всяком	2	2
320	а между	1	1
321	как известно	2	1
322	его поэзии	1	1
323	он получает	1	1
324	же как	3	1
325	зависимость от	1	1
326	чтобы не	1	1
327	переходит к	1	1
328	и потому	1	1
329	вот на	1	1
330	вразрез с	1	1
331	способ действия	1	1
332	ему что	1	1
333	по которым	4	1
334	на две	2	1
335	из его	4	1
336	от которых	1	1
337	высшей степени	1	1
338	в действие	1	1
339	в зависимости	1	1
340	как надо	1	1
341	и людей	2	1
342	что уже	1	1
343	из своих	1	1
344	на себя	2	1
345	сложнее и	1	1
346	и он	1	1
347	не остается	1	1
348	которую можно	2	1
349	еще не	2	1
350	в чем	3	1
351	это достаточно	1	1
352	но конечно	1	1
353	сказать и	1	1
354	в изображении	1	1
355	слишком много	1	1
356	при жизни	1	1
357	но не	2	1
358	дано было	1	1
359	это видно	1	1
360	именно на	2	1
361	не все	1	1
362	отношение к	3	1
363	отличие от	2	1
364	в свои	3	1
365	что два	1	1
366	относится к	2	1
367	каждому своему	1	1
368	и вовсе	1	1
369	независимо от	2	1
370	все остальные	3	1
371	всей этой	1	1
372	тех случаях	1	1
373	хотя и	3	1
374	насмешки над	1	1
375	и чувством	1	1
376	до высшей	1	1
377	между двумя	1	1
378	над собой	1	1
379	более или	1	1
380	в действительности	2	1
381	для ее	2	1
382	то в	1	1
383	поэтому он	1	1
384	хотя она	1	1
385	в себя	2	1
386	в известном	2	1
387	и тот	1	1
388	зависимости от	1	1
389	только один	2	1
390	думается что	1	1
391	и те	1	1
392	ее как	1	1
393	сколько раз	1	1
394	что одна	1	1
395	на его	5	1
396	не следует	2	1
397	и еще	3	1
398	в явно	1	1
399	подобно тому	1	1
400	но все	1	1
401	это конечно	1	1
402	всех отношениях	1	1
403	вызвать у	1	1
404	то чтобы	1	1
405	и с	3	1
406	на этой	1	1
407	по два	1	1
408	мифологических героев	1	1
409	отражение в	1	1
410	в жизни	1	1
411	поэзию и	1	1
412	для них	2	1
413	чаще всего	3	1
414	в высшей	1	1
415	все равно	1	1
416	на основании	3	1
417	этим и	2	1
418	о чем	1	1
419	не заметить	1	1
420	мере не	1	1
421	нападки на	5	1
422	путем и	1	1
423	или менее	2	1
424	высшей точки	1	1
425	два длинных	1	1
426	представить себе	1	1
427	нас не	1	1
428	в следующем	2	1
429	почти не	2	1
430	во времена	1	1
431	в их	4	1
432	победу в	2	1
433	такой способ	1	1
434	теми же	1	1
435	доказывает что	1	1
436	на такое	2	1
437	однако в	3	1
438	с такими	1	1
439	таких случаев	1	1
440	и почти	1	1
441	намека на	1	1
442	даже в	3	1
443	объяснение этому	1	1
444	уже выше	1	1
445	попали в	1	1
446	ясно из	1	1
447	и притом	2	1
448	к этим	3	1
449	на него	4	1
450	не по	1	1
451	и два	1	1
452	сталкиваемся с	1	1
453	достигает своего	1	1
454	в самых	1	1
455	г с	2	1
456	это еще	2	1
457	он с	1	1
458	трудно с	1	1
459	именно с	1	1
460	с новой	1	1
461	не находим	1	1
