1	в том что	8	15
2	и т д	8	9
3	вместе с тем	1	6
4	в этом случае	4	5
5	к тому что	1	4
6	в связи с	4	4
7	о том что	3	4
8	с точки зрения	16	3
9	тем не менее	9	3
10	мы не можем	1	3
11	после того как	4	2
12	по этому поводу	1	2
13	может быть и	1	2
14	так как они	1	2
15	это не значит	1	2
16	в свою очередь	1	2
17	но все же	1	2
18	не только для	1	1
19	в значении этого	1	1
20	все эти случаи	1	1
21	т е на	2	1
22	быть не может	1	1
23	ни о каких	1	1
24	в противном случае	1	1
25	они ничего не	1	1
26	мы увидим что	1	1
27	и т п	41	1
28	один из самых	1	1
29	так же как	1	1
30	в отличие от	2	1
31	на себя внимание	2	1
32	наряду с этим	1	1
33	есть один из	1	1
34	заметок и статей	1	1
35	не имеет смысла	1	1
36	и в этом	4	1
37	на тех же	1	1
38	в тех случаях	1	1
39	не только в	3	1
40	это имело место	1	1
41	хотя и не	1	1
42	смысл который в	1	1
43	т е с	1	1
44	только о том	1	1
45	одного и того	2	1
46	не имеет ничего	1	1
47	только тогда когда	4	1
48	потому что он	1	1
49	себе дело так	1	1
50	как это имело	1	1
51	можно было бы	10	1
52	в целом ряде	1	1
53	из ряда других	1	1
54	можно говорить об	1	1
55	и пр и	1	1
56	по отношению к	2	1
57	о том чтобы	1	1
58	можно рассматривать как	1	1
59	так как он	2	1
60	между прочим в	1	1
61	в собственном смысле	1	1
62	входит в круг	1	1
63	но и как	1	1
64	не только как	3	1
65	можно говорить о	3	1
66	и того же	2	1
67	т е в	1	1
68	в том какие	1	1
69	и в нашем	1	1
70	в русском языке	2	1
71	по значению своему	1	1
72	на самом деле	3	1
73	на этот вопрос	1	1
74	в данном случае	4	1
75	в таком случае	2	1
76	что и в	2	1
77	в то время	1	1
78	мы наблюдаем в	1	1
79	пожалеть что в	1	1
80	у нас в	1	1
81	обращает на себя	1	1
82	как мы видим	1	1
83	с тем что	1	1
84	т е когда	1	1
85	значении этого слова	1	1
86	т д и	1	1
87	в объяснении этого	1	1
88	к другому и	1	1
89	по меньшей мере	1	1
90	не потому что	1	1
91	самом деле как	1	1
92	такая точка зрения	1	1
93	во всяком случае	1	1
94	тех случаях когда	1	1
95	в одном из	1	1
96	как мы видели	2	1
