N	2gram	Ircho_Kome_1	Tvorches
1	и в	22	21
2	как бы	1	17
3	в то	10	15
4	то же	6	13
5	в его	5	13
6	то есть	1	12
7	как и	9	12
8	же время	4	12
9	что в	6	12
10	том что	12	11
11	все это	5	10
12	как в	5	8
13	он не	3	8
14	то что	2	8
15	в году	3	7
16	и на	3	7
17	но в	4	7
18	не только	10	7
19	при этом	5	7
20	у него	3	7
21	и не	8	7
22	в том	11	7
23	в свою	2	7
24	в этом	3	6
25	человека в	1	6
26	в котором	4	6
27	не менее	3	6
28	и его	8	6
29	о том	8	6
30	и все	3	6
31	что он	6	6
32	а в	6	6
33	отнюдь не	1	5
34	все же	3	5
35	в этой	7	5
36	таким образом	8	5
37	вовсе не	2	5
38	в своих	2	5
39	в русской	1	5
40	потому что	5	5
41	как будто	2	5
42	только в	3	5
43	может быть	9	5
44	но это	2	5
45	это уже	1	5
46	хотя бы	1	5
47	из всех	2	4
48	в своем	1	4
49	и как	3	4
50	в целом	3	4
51	времени у	1	4
52	не случайно	1	4
53	в мире	1	4
54	времени и	2	4
55	одной из	3	4
56	больше не	1	4
57	в финале	2	4
58	прежде всего	5	4
59	на эту	1	4
60	не может	2	4
61	в основном	1	4
62	один из	5	4
63	с большой	1	4
64	одним из	1	4
65	ту же	2	3
66	и т	9	3
67	на самом	1	3
68	той же	1	3
69	хотя и	3	3
70	в самом	2	3
71	представляет собой	1	3
72	тут и	1	3
73	в нем	4	3
74	на его	5	3
75	и по	6	3
76	в каждом	1	3
77	что все	1	3
78	и с	3	3
79	и других	7	3
80	на протяжении	4	3
81	соответствии с	1	3
82	далеко не	1	3
83	в их	4	3
84	место в	3	3
85	представление о	1	3
86	даже в	3	3
87	самого начала	1	3
88	не по	1	3
89	воли и	1	3
90	с ее	2	3
91	и другие	1	3
92	с самого	1	3
93	в дальнейшем	1	3
94	с ним	1	3
95	там же	3	3
96	того что	1	3
97	который в	2	3
98	по мнению	1	3
99	во времени	1	3
100	человеческой личности	1	3
101	уже в	5	3
102	в виде	3	3
103	не так	1	3
104	так как	4	3
105	в соответствии	1	3
106	в которой	6	3
107	и даже	5	3
108	с другой	5	3
109	но и	11	3
110	к человеку	1	3
111	но не	2	3
112	в книге	1	3
113	но если	1	3
114	жизни и	1	3
115	ее в	2	3
116	это в	1	3
117	так же	3	3
118	того же	2	2
119	мировоззрения и	1	2
120	а как	1	2
121	и он	1	2
122	в ней	1	2
123	собой в	1	2
124	в отличие	1	2
125	в чем	3	2
126	если в	1	2
127	отличие от	2	2
128	в настоящем	2	2
129	человек может	1	2
130	когда он	1	2
131	говорит что	1	2
132	то в	1	2
133	но без	1	2
134	в себе	2	2
135	времени это	2	2
136	что она	1	2
137	тем не	2	2
138	в принципе	2	2
139	здесь мы	3	2
140	известно что	4	2
141	и тем	2	2
142	в данном	1	2
143	такой же	2	2
144	в этих	1	2
145	не в	6	2
146	но он	2	2
147	т п	5	2
148	однако в	3	2
149	между людьми	1	2
150	и против	1	2
151	одна из	2	2
152	и притом	2	2
153	м п	1	2
154	к ней	2	2
155	людей и	1	2
156	века с	1	2
157	которого он	1	2
158	в духе	1	2
159	могут быть	3	2
160	к тому	6	2
161	протяжении всего	2	2
162	отказаться от	1	2
163	где он	2	2
164	в жизни	1	2
165	это время	2	2
166	данном случае	1	2
167	в в	4	2
168	в себя	2	2
169	во главе	1	2
170	приводит к	1	2
171	на том	1	2
172	и когда	1	2
173	так и	5	2
174	об этом	1	2
175	еще в	5	2
176	во второй	3	2
177	из других	2	2
178	одного из	6	2
179	жизни он	1	2
180	что и	4	2
181	вслед за	2	2
182	вот в	1	2
183	в лице	1	2
184	и мир	2	2
185	в литературе	1	2
186	герой в	1	2
187	в двух	1	2
188	тот же	3	2
189	наше время	1	2
190	больше чем	1	2
191	в качестве	4	2
192	так что	1	2
193	и у	3	2
194	следовало бы	1	2
195	из них	10	2
196	не означает	1	2
197	раз на	2	2
198	в современном	1	2
199	только на	1	2
200	именно в	4	2
201	до конца	2	2
202	его как	1	2
203	мира в	1	2
204	все более	3	2
205	в частности	3	2
206	вместе с	2	2
207	времени а	1	2
208	намек на	1	2
209	к жизни	1	2
210	эти слова	1	2
211	еще более	1	2
212	в первой	2	2
213	он чувствует	1	2
214	время не	1	2
215	перед нами	1	2
216	не мог	3	2
217	для этой	1	2
218	или в	2	2
219	отсюда же	1	2
220	только что	2	2
221	не знает	1	2
222	сказать что	1	2
223	в глаза	1	2
224	к этому	4	2
225	гораздо более	1	2
226	как известно	2	1
227	ли можно	1	1
228	к их	1	1
229	же как	3	1
230	чтобы не	1	1
231	из самых	1	1
232	сам автор	2	1
233	места в	1	1
234	от которых	1	1
235	уже по	1	1
236	также и	1	1
237	мы уже	1	1
238	которой была	1	1
239	свое завершение	1	1
240	в сущности	2	1
241	время как	4	1
242	говорить о	1	1
243	что иное	1	1
244	принадлежит к	2	1
245	то это	1	1
246	литературе нового	1	1
247	проявляется в	1	1
248	большей частью	2	1
249	и самого	2	1
250	вопрос об	1	1
251	по традиционной	1	1
252	еще не	2	1
253	фрагмент из	3	1
254	он был	2	1
255	зрения у	1	1
256	иное как	1	1
257	столь же	2	1
258	бы то	2	1
259	как один	1	1
260	скорее наоборот	1	1
261	во всех	1	1
262	тем как	2	1
263	как правило	3	1
264	с берегов	1	1
265	совсем не	2	1
266	наряду с	2	1
267	друг на	1	1
268	действия и	1	1
269	по отношению	3	1
270	а и	1	1
271	была большая	1	1
272	к сожалению	2	1
273	в поисках	1	1
274	в истории	5	1
275	государства и	1	1
276	с этим	1	1
277	для создания	1	1
278	из уст	1	1
279	целый ряд	1	1
280	что по	2	1
281	к этой	1	1
282	завершение в	1	1
283	его к	1	1
284	и к	1	1
285	в действительности	2	1
286	этой цели	2	1
287	них он	1	1
288	для ее	2	1
289	в этот	1	1
290	за собой	1	1
291	со своей	2	1
292	всего лишь	1	1
293	из жизни	1	1
294	что это	1	1
295	он в	1	1
296	чуть ли	1	1
297	поскольку в	1	1
298	так в	4	1
299	в известном	2	1
300	особое место	1	1
301	чем его	1	1
302	тому же	6	1
303	и те	1	1
304	больше всего	1	1
305	связанные с	2	1
306	да и	3	1
307	т д	4	1
308	в первую	2	1
309	к одному	1	1
310	не к	2	1
311	и вот	4	1
312	у читателя	1	1
313	способен на	1	1
314	на этом	2	1
315	и давно	1	1
316	то ни	2	1
317	же не	1	1
318	человек а	1	1
319	им как	1	1
320	же касается	1	1
321	поэтому мы	2	1
322	на все	2	1
323	на этой	1	1
324	г в	4	1
325	его в	3	1
326	это было	1	1
327	дома и	1	1
328	цивилизации и	1	1
329	было бы	2	1
330	следует рассматривать	1	1
331	роль в	1	1
332	за ней	1	1
333	ни в	6	1
334	для них	2	1
335	в них	3	1
336	о которых	5	1
337	героя или	1	1
338	все равно	1	1
339	эти годы	2	1
340	в моменты	1	1
341	с этой	1	1
342	с тем	1	1
343	всю жизнь	1	1
344	его перед	1	1
345	в действии	2	1
346	и уже	1	1
347	не заметить	1	1
348	иногда в	1	1
349	жизни но	1	1
350	пародия на	1	1
351	о которой	1	1
352	можно только	1	1
353	отрыве от	1	1
354	и ее	3	1
355	он понимал	1	1
356	эпизоде с	1	1
357	однако этот	1	1
358	миф о	1	1
359	войне и	1	1
360	реки в	1	1
361	и более	1	1
362	его до	1	1
363	том же	1	1
364	представляется ему	1	1
365	на всю	3	1
366	по себе	1	1
367	тому что	1	1
368	европейской культуры	1	1
369	этой области	1	1
370	в отношении	6	1
371	с развитием	1	1
372	власть в	2	1
373	и платон	2	1
374	вплоть до	1	1
375	не знающих	1	1
376	и другое	1	1
377	что их	1	1
378	к этим	3	1
379	на него	4	1
380	это еще	2	1
381	он с	1	1
382	нельзя не	2	1
383	казалось бы	3	1
384	году он	1	1
385	его падение	1	1
386	трагедии в	2	1
387	на себя	2	1
388	природы в	1	1
389	в мирное	1	1
390	со своим	5	1
391	до того	1	1
392	в области	2	1
393	почти за	1	1
394	ли это	2	1
395	у нас	3	1
396	в трагедии	2	1
397	один раз	1	1
398	уже о	2	1
399	к себе	1	1
400	не могут	1	1
401	включается в	1	1
402	мы узнаем	1	1
403	мало чем	1	1
404	те и	1	1
405	но все	1	1
406	в других	2	1
407	и поступков	1	1
408	стремлением к	1	1
409	по возможности	1	1
410	что на	1	1
411	указывает на	2	1
412	к году	2	1
413	и это	1	1
414	и о	3	1
415	vii в	1	1
416	в конце	6	1
417	но при	1	1
418	вывод что	2	1
419	и самим	1	1
