N	2gram	Vinokur_Ku_2	Psycholo
1	то что	9	37
2	и в	23	30
3	в том	19	27
4	что в	10	24
5	и что	8	23
6	потому что	25	23
7	том что	11	21
8	того чтобы	11	20
9	таким образом	5	20
10	для того	9	20
11	как бы	4	19
12	на то	4	17
13	что он	5	17
14	не только	20	16
15	если мы	4	16
16	в этом	18	14
17	в самом	12	14
18	как раз	3	13
19	так же	4	13
20	показать что	1	12
21	в сущности	9	12
22	с одной	2	12
23	одной стороны	1	12
24	вместе с	5	12
25	может быть	15	11
26	если бы	12	11
27	что мы	6	11
28	как на	1	11
29	о том	1	10
30	и то	5	9
31	никогда не	2	9
32	и когда	1	9
33	так как	15	9
34	с другой	8	9
35	для этого	3	9
36	не может	9	9
37	сказать что	4	9
38	самом деле	9	8
39	мы имеем	5	8
40	на деле	1	8
41	что это	7	8
42	он должен	1	8
43	при этом	2	8
44	заключается в	2	8
45	с тем	2	8
46	не в	8	8
47	к тому	4	8
48	и это	3	8
49	тому что	1	8
50	того что	3	8
51	а не	10	8
52	могут быть	4	8
53	когда говорит	1	8
54	и т	39	7
55	то же	6	7
56	зависимости от	5	7
57	но не	6	7
58	все же	7	7
59	и как	1	7
60	в нем	4	7
61	точки зрения	14	7
62	по себе	10	7
63	совершенно ясно	1	7
64	мы можем	1	7
65	как это	5	7
66	в зависимости	4	6
67	мы уже	1	6
68	что если	2	6
69	в своем	2	6
70	говорит что	1	6
71	и если	2	6
72	что она	3	6
73	на этом	3	6
74	что все	5	6
75	ясно что	5	6
76	как и	2	6
77	никак не	3	6
78	и его	3	6
79	как будто	2	6
80	когда мы	1	6
81	в совершенно	1	6
82	или в	4	6
83	и здесь	5	6
84	о котором	2	6
85	по мнению	1	6
86	и тем	5	6
87	уже в	3	6
88	тем что	3	6
89	но и	7	6
90	именно в	3	6
91	и не	16	6
92	и для	2	6
93	что оно	3	6
94	совершенно не	3	6
95	в искусстве	1	6
96	и есть	2	5
97	еще не	5	5
98	ответ на	2	5
99	что они	2	5
100	что именно	1	5
101	когда он	1	5
102	в себе	1	5
103	в целом	1	5
104	в этой	6	5
105	было бы	15	5
106	рядом с	2	5
107	во внимание	1	5
108	несмотря на	5	5
109	был бы	2	5
110	сих пор	1	5
111	с и	1	5
112	существует между	1	5
113	как мы	3	5
114	но в	11	5
115	сводится к	3	5
116	один из	5	5
117	дело с	1	5
118	только в	5	5
119	именно на	1	5
120	до сих	1	5
121	и потому	2	5
122	указывает что	2	5
123	бы в	1	5
124	другой стороны	7	5
125	в своих	2	5
126	исходит из	1	4
127	как только	1	4
128	в виду	3	4
129	в ней	3	4
130	могли бы	2	4
131	и к	1	4
132	к другу	1	4
133	есть не	1	4
134	в них	4	4
135	именно то	1	4
136	в своей	2	4
137	что эта	2	4
138	из которых	3	4
