N	3gram	Losev_Prob_5	StatiiOP
1	в том что	8	16
2	о том что	9	11
3	в этом отношении	1	9
4	и т д	1	6
5	том что он	2	5
6	до сих пор	2	5
7	вместе с тем	3	5
8	для того чтобы	2	5
9	дело в том	2	4
10	то обстоятельство что	1	4
11	обратить внимание на	3	4
12	после того как	3	4
13	в своей трагедии	1	4
14	тот факт что	1	4
15	с другой стороны	5	3
16	во всяком случае	2	3
17	с самого начала	1	3
18	вопрос о том	1	3
19	только потому что	1	2
20	не только по	1	2
21	в одной из	1	2
22	с точки зрения	8	2
23	бы то ни	2	2
24	в это время	2	2
25	как раз в	1	2
26	то ни было	1	2
27	и в этом	1	2
28	мере в какой	1	2
29	так и в	1	2
30	в самом деле	1	2
31	но все же	2	2
32	на то что	2	2
33	по этому поводу	2	2
34	в том смысле	1	2
35	в его трагедии	1	2
36	в предисловии к	1	2
37	тем не менее	5	2
38	к тому же	1	2
39	не так легко	1	1
40	и в которой	1	1
41	том что освобождение	1	1
42	таким образом уже	1	1
43	годах прошлого века	1	1
44	в своем романе	1	1
45	там где нет	1	1
46	одним и тем	1	1
47	и вообще нет	1	1
48	не говоря уже	1	1
49	на самом деле	1	1
50	в настоящее время	3	1
51	в этом смысле	3	1
52	так что в	1	1
53	ни малейшего намека	1	1
54	еще и до	1	1
55	в своей работе	1	1
56	сам по себе	1	1
57	говорит о себе	1	1
58	говоря уже о	1	1
59	точно так же	3	1
60	трагедии и на	1	1
61	с тех пор	1	1
62	малейшего намека на	1	1
63	уже о том	1	1
64	ни о каком	1	1
65	в данном случае	2	1
66	и тем же	1	1
67	том смысле что	1	1
68	в конце концов	6	1
69	потому что оно	1	1
70	те или другие	1	1
71	и вместе с	1	1
72	что эта картина	1	1
73	как и вообще	1	1
74	так или иначе	1	1
75	в связи с	7	1
76	из разных источников	1	1
77	что у него	1	1
78	и в том	1	1
79	потому что они	2	1
80	необходимо обратить внимание	1	1
81	по отношению к	2	1
82	то же время	1	1
83	в х годах	1	1
84	в то время	3	1
85	имея в виду	1	1
86	по его мнению	1	1
87	в то же	1	1
88	можно судить по	1	1
89	в том числе	2	1
90	который в своем	3	1
91	нет и речи	1	1
92	в его поэме	1	1
93	что в ней	1	1
94	внимание на тот	1	1
95	до нас не	1	1
96	нисколько не удивительно	1	1
