N	3gram	Bakhtin_Fr_4	Formalny
1	с точки зрения	2	14
2	не может быть	1	14
3	на самом деле	1	12
4	в то же	8	7
5	то же время	8	7
6	с другой стороны	3	5
7	подобно тому как	3	4
8	и не может	1	4
9	в данном случае	1	4
10	в связи с	1	4
11	в большинстве случаев	5	4
12	для того чтобы	3	4
13	как мы знаем	1	4
14	то же самое	1	3
15	в этом отношении	1	3
16	в том что	1	3
17	раз и навсегда	1	3
18	уже знаем что	1	2
19	нет и не	1	2
20	но вовсе не	1	2
21	так же и	1	2
22	самом же деле	2	2
23	как и все	5	2
24	и в то	4	2
25	до известной степени	1	2
26	и со стороны	1	2
27	в отличие от	1	2
28	на самом же	2	2
29	в литературе как	1	2
30	дело в том	1	2
31	мы видели что	1	2
32	так и в	1	2
33	место в жизни	1	2
34	между ними и	1	2
35	же как мы	1	2
36	мы уже знаем	1	2
37	так и от	1	2
38	смысле этого слова	1	2
39	в конце концов	4	2
40	как мы видели	2	2
41	и того же	1	1
42	до конца в	1	1
43	точки зрения на	1	1
44	с помощью всех	1	1
45	другой стороны в	1	1
46	не значит конечно	1	1
47	в ней и	1	1
48	в виду что	1	1
49	существенную роль играет	1	1
50	достаточно сказать что	1	1
51	в действительности тем	1	1
52	и до конца	3	1
53	в том же	1	1
54	один и тот	2	1
55	в одной из	1	1
56	на первый план	1	1
57	значит конечно что	1	1
58	а следовательно и	1	1
59	и в литературе	1	1
60	со всех сторон	1	1
61	не одна а	1	1
62	до сих пор	1	1
63	и в других	2	1
64	в это время	1	1
65	начала и до	3	1
66	но там где	2	1
67	одной из них	1	1
68	не только в	2	1
69	с одной стороны	2	1
70	и тот же	2	1
71	самом деле он	1	1
72	так и по	1	1
73	что это не	1	1
74	оказывается вовсе не	1	1
75	каждая эпоха имеет	1	1
76	это не значит	1	1
77	и превращаются в	1	1
78	был бы не	1	1
79	в нем уже	1	1
80	того же типа	1	1
81	о том что	2	1
82	таким образом все	2	1
83	им в своей	1	1
84	в той же	1	1
85	достигается тем что	1	1
86	мы можем сказать	1	1
87	в этом же	1	1
88	этом же смысле	1	1
89	в ее целом	1	1
90	с самого начала	3	1
91	в нем нет	1	1
92	можно сказать что	1	1
93	между жизнью и	1	1
94	одного и того	1	1
95	с начала и	3	1
96	в том числе	3	1
97	мы уже указывали	1	1
98	уже указывали на	1	1
99	тех или иных	1	1
100	это достигается тем	1	1
101	свою роль в	2	1
102	можем сказать что	1	1
103	его в конце	1	1
104	том числе и	2	1
