N	3gram	Voloshinov_1	Vvedenie
1	для того чтобы	7	20
2	в том что	1	12
3	о том что	2	12
4	не может быть	2	8
5	тем не менее	1	8
6	до сих пор	1	6
7	в самом деле	1	6
8	то же время	7	6
9	в то же	9	6
10	том что такое	1	6
11	с другой стороны	1	5
12	с течением времени	1	5
13	что иное как	2	4
14	и в особенности	1	4
15	в этом случае	3	4
16	в этом отношении	2	4
17	можно было бы	1	4
18	на этот вопрос	1	4
19	по крайней мере	1	4
20	не только в	3	4
21	и в этом	1	4
22	по сравнению с	1	4
23	само по себе	1	4
24	не что иное	2	4
25	в собственном смысле	1	3
26	вместе с тем	2	3
27	вопрос о том	1	3
28	но в то	2	3
29	что представляет собой	1	3
30	о чем говорится	1	3
31	можно сказать что	2	3
32	но все же	2	3
33	как мы видели	3	3
34	до наших дней	1	2
35	в другом месте	1	2
36	что такое язык	1	2
37	и той же	2	2
38	не говоря уже	1	2
39	то же самое	4	2
40	с точки зрения	5	2
41	хотя бы и	1	2
42	по самой своей	1	2
43	дело не с	1	2
44	в конце концов	3	2
45	смысле этого слова	2	2
46	и не могут	1	2
47	в связи с	2	2
48	но вместе с	1	2
49	на вопрос о	1	2
50	есть не что	2	2
51	как мы уже	2	2
52	одной и той	2	2
53	это еще не	1	2
54	мы уже знаем	1	2
55	той или иной	3	2
56	от нашего времени	1	1
57	и для того	2	1
58	искать ответа на	1	1
59	и того же	1	1
60	не может не	1	1
61	совсем другое дело	1	1
62	по себе не	1	1
63	только потому что	2	1
64	как нечто что	1	1
65	одном и том	1	1
66	прежде всего в	3	1
67	и всего того	1	1
68	теми или иными	1	1
69	все это дает	1	1
70	более или менее	1	1
71	человеческий язык и	1	1
72	так как и	1	1
73	чтобы убедиться в	1	1
74	на самом деле	3	1
75	в самом широком	1	1
76	свое выражение в	1	1
77	что могло бы	1	1
78	в котором они	1	1
79	то или иное	4	1
80	но что собственно	1	1
81	в одном и	1	1
82	но и в	3	1
83	не было бы	2	1
84	искусства а не	1	1
85	и т.д и	5	1
86	но ведь в	1	1
87	в гораздо большей	1	1
88	заключает в себе	4	1
89	только одна сторона	1	1
90	ту или иную	3	1
91	с ростом и	1	1
92	в зависимости от	5	1
93	одно и то	3	1
94	широком смысле как	1	1
95	все то что	2	1
96	так а не	1	1
97	тот факт что	1	1
98	и т.д в	1	1
99	мы имеем в	1	1
100	и том же	1	1
101	и то же	3	1
102	не иначе как	1	1
103	и не нужно	1	1
104	не остается ничего	1	1
105	собственном смысле слова	1	1
106	хотя бы на	1	1
107	это только одна	1	1
108	о котором мы	1	1
109	он в то	1	1
110	но если бы	1	1
111	же самое и	1	1
112	уже не к	1	1
113	дана нам в	1	1
114	из всего сказанного	1	1
115	таким образом мы	1	1
116	то для того	1	1
117	в свою очередь	4	1
118	та или иная	1	1
119	всего того что	1	1
120	связи с этим	2	1
121	того или иного	5	1
122	может быть сказано	1	1
123	и никогда не	1	1
124	которой как мы	1	1
125	с самого начала	4	1
126	не существует и	1	1
127	а не иначе	1	1
128	так как в	1	1
129	и так называемые	1	1
130	именно потому что	1	1
131	мы не всегда	2	1
132	только тогда когда	1	1
133	как мы видим	1	1
134	одного и того	1	1
135	на то или	1	1
136	уже не только	1	1
137	к тому что	2	1
138	же время служит	1	1
139	в качестве примера	1	1
