N	3gram	Tiupa_Anal_2	Dialekti
1	с точки зрения	2	9
2	в том что	6	9
3	что иное как	1	8
4	не что иное	1	8
5	по крайней мере	3	7
6	не может быть	1	6
7	то же время	2	6
8	в то же	2	6
9	есть не что	1	5
10	сама по себе	1	5
11	в этом смысле	2	4
12	подобно тому как	3	4
13	ничего не говорит	1	4
14	имеется в виду	1	3
15	не говорит о	1	3
16	и в этом	4	3
17	на то что	2	3
18	одних и тех	1	2
19	в данный момент	1	2
20	хотя бы и	1	2
21	есть в сущности	1	2
22	точно так же	1	2
23	с этой точки	1	2
24	то и другое	1	2
25	и тех же	1	2
26	еще ничего не	1	2
27	этой точки зрения	1	2
28	в свою очередь	1	2
29	тем не менее	3	2
30	тот же самый	1	1
31	в обоих случаях	2	1
32	что она не	1	1
33	сказать что в	1	1
34	мы имеем дело	3	1
35	прежде всего в	1	1
36	и даже не	1	1
37	в себе не	1	1
38	и что же?	1	1
39	из них в	1	1
40	в отличие от	2	1
41	можно сказать что	1	1
42	по себе ничего	1	1
43	до некоторой степени	1	1
44	и то что	2	1
45	как и на	1	1
46	при этом эстетическая	1	1
47	а не только	2	1
48	содержит в себе	3	1
49	могут быть в	1	1
50	в данном случае	5	1
51	не только в	2	1
52	в нас самих	1	1
53	и все его	1	1
54	в сущности это	1	1
55	что с ними	1	1
56	себе ничего не	1	1
57	не только его	1	1
58	это не так	1	1
59	по природе своей	2	1
60	в нашем случае	1	1
61	так или иначе	1	1
62	в связи с	1	1
63	мы могли уже	1	1
64	с одной из	1	1
65	с той или	2	1
66	и воля и	1	1
67	за пределы этой	1	1
68	во всех языках	1	1
69	в этом случае	4	1
70	о том что	6	1
71	не имеет никаких	1	1
72	но ведь и	1	1
73	не только не	2	1
74	речь идет о	1	1
75	с другой стороны	2	1
76	которые могут быть	1	1
77	ни одна из	1	1
78	тех или иных	2	1
79	в отношении к	1	1
80	но если бы	1	1
81	той или иной	3	1
