N	2gram	Bakhtin_fo_1	Istorich
1	и в	50	25
2	вместе с	3	22
3	что он	1	22
4	и т	8	20
5	может быть	11	17
6	мы имеем	1	14
7	не только	9	13
8	но и	8	13
9	в его	13	12
10	так как	6	11
11	уже не	2	11
12	и не	14	11
13	в этом	25	10
14	тем что	2	10
15	все же	6	10
16	в египте	1	9
17	и его	16	9
18	его в	3	9
19	с другой	2	9
20	таким образом	11	9
21	героя в	1	9
22	еще не	5	8
23	и на	8	8
24	все эти	9	8
25	этого мотива	1	8
26	что в	5	8
27	связи с	6	8
28	мы видим	3	8
29	с тем	3	8
30	том что	4	8
31	в нем	24	7
32	как и	8	7
33	во время	1	7
34	потому что	4	7
35	о том	1	7
36	и здесь	1	7
37	то что	6	7
38	только в	4	7
39	с одной	3	7
40	в качестве	3	7
41	при помощи	1	7
42	одной стороны	2	7
43	этом случае	1	7
44	в частности	6	7
45	как в	6	6
46	это не	6	6
47	не может	6	6
48	в этих	3	6
49	не в	5	6
50	и он	1	6
51	не совсем	1	6
52	что и	3	6
53	там где	2	6
54	себя в	1	6
55	прежде всего	15	6
56	могут быть	5	6
57	или в	3	6
58	в том	9	6
59	например в	6	5
60	ясно что	2	5
61	мы не	3	5
62	в ней	4	5
63	но не	5	5
64	с этим	6	5
65	что это	1	5
66	но все	5	5
67	здесь мы	1	5
68	входит в	3	5
69	живет в	1	5
70	миф о	1	5
71	как мы	14	5
72	в образе	5	5
73	мы увидим	1	5
74	так же	6	5
75	в него	1	5
76	для нас	2	5
77	же как	2	4
78	и это	4	4
79	то же	11	4
80	мы уже	11	4
81	до него	1	4
82	в ее	6	4
83	от этого	2	4
84	в истории	2	4
85	его на	2	4
86	он видит	1	4
87	в которой	2	4
88	он не	5	4
89	не как	2	4
90	что все	2	4
91	на этой	4	4
92	с другими	3	4
93	в преисподнюю	1	4
94	в некоторых	2	4
95	совершенно ясно	1	4
96	в пределах	5	4
97	в дальнейшем	6	4
98	наряду с	5	4
99	с ним	2	4
100	если не	1	4
101	герой в	1	4
102	в основном	5	4
103	все это	4	4
104	в связи	5	4
105	из себя	1	4
106	мы должны	2	4
107	в которых	2	3
108	на себя	2	3
109	и как	10	3
110	его к	1	3
111	в целом	2	3
112	в этой	1	3
113	в жертву	1	3
114	их в	3	3
115	человека в	17	3
116	в ином	1	3
117	но уже	1	3
118	в вавилоне	1	3
119	имеется и	2	3
120	в таких	1	3
121	в то	9	3
122	друг друга	3	3
123	но вместе	1	3
124	но эти	1	3
125	как человек	4	3
126	для того	5	3
127	здесь еще	2	3
128	того чтобы	5	3
129	в себя	1	3
130	на том	1	3
131	никогда не	2	3
132	и с	4	3
133	и вообще	2	3
134	можно бы	1	3
135	затем в	1	3
136	в форме	3	3
137	и др	9	3
138	никто не	2	3
139	в особенности	9	3
140	сюда же	1	3
141	но оно	2	3
142	и все	6	3
143	в данном	2	3
144	в более	2	3
145	но когда	1	3
146	а в	3	3
147	в свою	2	3
148	героя и	7	3
149	можно наблюдать	1	3
150	они не	3	3
151	ту же	2	2
152	того же	8	2
153	самом деле	1	2
154	он может	1	2
155	тех же	2	2
156	по которым	1	2
157	одним из	1	2
158	а как	3	2
159	вопрос о	2	2
160	человека и	11	2
161	мы и	4	2
162	это время	7	2
163	на них	2	2
164	черта его	1	2
165	время в	6	2
166	в различных	2	2
167	во всех	6	2
168	и три	1	2
169	по отношению	3	2
170	перед нами	1	2
171	он на	1	2
172	животных и	1	2
173	уже в	2	2
174	на то	1	2
175	связанные с	1	2
176	друг с	1	2
177	и по	2	2
178	о чем	1	2
179	особенности в	1	2
180	это было	1	2
181	и других	3	2
182	в это	2	2
183	из нее	2	2
184	о которых	1	2
185	обрядов и	1	2
186	попадает в	2	2
187	которой он	1	2
188	превращение в	2	2
189	точки зрения	5	2
190	в своей	2	2
191	таким же	1	2
192	ее в	2	2
193	оказывается что	2	2
194	на берег	1	2
195	но он	2	2
196	силу и	1	2
197	что этот	1	2
198	по себе	2	2
199	героем и	1	2
200	а на	1	2
201	она не	1	2
202	тогда когда	2	2
203	когда они	1	2
204	помощи которой	1	2
205	одна из	2	2
206	или как	4	2
207	в другую	2	2
208	с другом	1	2
209	должен быть	1	2
210	данном случае	1	2
211	за нами	1	2
212	так в	1	2
213	роль в	9	2
214	и сам	1	2
215	здесь как	2	2
216	особенно в	1	2
217	об этом	2	2
218	вошел в	1	2
219	если бы	5	2
220	ничего не	9	2
221	находится в	1	2
222	другую страну	2	2
223	или на	1	2
224	образом в	1	2
225	все его	3	2
226	из дому	1	2
227	от них	1	2
228	же в	3	2
229	того что	2	2
230	бросается в	1	2
231	оно уже	2	2
232	во всем	2	2
233	так что	1	2
234	и они	1	2
235	следует за	1	2
236	на ней	1	2
237	из них	1	2
238	его и	2	2
239	истории этого	2	2
240	на одном	1	2
241	вовсе не	13	2
242	мы можем	1	2
243	у него	6	2
244	в других	9	2
245	связан с	1	2
246	и стал	2	2
247	до сих	3	2
248	но есть	1	2
249	говорит о	1	2
250	а не	3	2
251	с которым	1	2
252	один из	3	2
253	на корабле	1	2
254	что мы	2	2
255	в одно	3	2
256	что во	1	2
257	и потому	3	2
258	из которых	1	2
259	не знал	1	2
260	в течение	2	2
261	как бы	2	2
262	по существу	12	2
263	и этим	1	2
264	сих пор	3	2
265	но для	2	2
266	с большой	2	2
267	и для	4	2
268	формы и	3	2
269	магический характер	1	2
270	это уже	1	2
271	на берегу	1	2
272	в дом	2	2
273	с ней	1	2
274	сказать что	3	2
275	и при	1	2
276	совершенно не	2	2
277	отношению к	5	2
278	к этому	3	2
279	им и	1	2
280	строится на	1	2
281	жизни и	8	2
282	в птицу	1	2
283	также и	2	1
284	частности от	1	1
285	дел и	1	1
286	функции в	1	1
287	она обычно	2	1
288	свою первоначальную	1	1
289	его здесь	1	1
290	всего это	2	1
291	которого никто	1	1
292	и есть	1	1
293	тем же	1	1
294	между двумя	6	1
295	здесь и	2	1
296	фольклора и	1	1
297	располагается так	1	1
298	с началом	1	1
299	не имеют	3	1
300	когда это	1	1
301	в зависимости	1	1
