N	3gram	Vinokur_Ku_1	Problemy
1	то же время	2	12
2	в то же	2	12
3	на самом деле	2	10
4	и т п	18	6
5	не может быть	3	6
6	по отношению к	8	5
7	и в то	1	5
8	во всяком случае	5	5
9	в этом смысле	3	4
10	с точки зрения	9	4
11	в самом деле	7	3
12	по крайней мере	5	3
13	и не в	1	3
14	в братьях карамазовых	1	3
15	и в самом	2	3
16	с другой стороны	6	3
17	смысле этого слова	1	2
18	сводится к тому	2	2
19	а вовсе не	1	2
20	как раз и	1	2
21	того или другого	1	2
22	в этом случае	2	2
23	хотя бы и	2	2
24	вместе с тем	3	2
25	в отличие от	1	2
26	а может быть	1	2
27	к тому чтобы	1	2
28	что все это	1	2
29	того что он	1	2
30	о том что	5	2
31	так и в	2	2
32	не в силах	1	2
33	этого слова и	1	2
34	и в слове	1	2
35	той или иной	1	2
36	тем не менее	4	2
37	в большинстве случаев	1	2
38	мы увидим что	2	2
39	для этого необходимо	1	2
40	и т д	14	2
41	если бы он	1	1
42	должны были бы	1	1
43	что он есть	1	1
44	сплошь да рядом	1	1
45	так и не	1	1
46	в него не	1	1
47	в сущности уже	1	1
48	с ними и	1	1
49	слова т е	1	1
50	себя самого и	1	1
51	этого не видел	1	1
52	и в особенности	1	1
53	в том и	2	1
54	т д и	2	1
55	что же касается	4	1
56	потому что не	2	1
57	себе в этом	1	1
58	до сих пор	4	1
59	и говорит и	1	1
60	для себя и	1	1
61	в строгом смысле	1	1
62	он должен быть	1	1
63	в первом и	1	1
64	в этом отношении	5	1
65	но для этого	1	1
66	всего то что	1	1
67	т е все	1	1
68	рано или поздно	2	1
69	не может но	1	1
70	было бы гораздо	1	1
71	зачем живет такой	1	1
72	к тому что	2	1
73	в этом роде	1	1
74	но уже совсем	1	1
75	на тот случай	1	1
76	в противоречии с	1	1
77	на этот раз	1	1
78	до того что	1	1
79	и ничего не	1	1
80	и с этой	1	1
81	и то же	1	1
82	даже и на	1	1
83	то что они	1	1
84	к своему предмету	1	1
85	одно и то	1	1
86	но и с	1	1
87	я не сказал	1	1
88	потому что они	1	1
89	сравнению со словом	1	1
90	первого сына спровадил	1	1
91	это потому что	1	1
92	себя и для	1	1
93	а вместе с	1	1
94	я не люблю	1	1
95	и вместе с	1	1
96	в свою очередь	3	1
97	и того же	2	1
98	рядом с этим	1	1
99	тот случай если	1	1
100	но все же	2	1
101	на то что	2	1
102	одного и того	2	1
103	по сравнению со	1	1
104	для того чтобы	15	1
105	в них не	1	1
106	лицом к лицу	1	1
107	в том что	15	1
108	что и в	1	1
109	и если не	1	1
110	это как не	1	1
