N	2gram	Nazirov_Tv_2	Myshleni
1	в развитии	1	28
2	то что	3	26
3	в этом	8	25
4	что он	6	25
5	потому что	7	21
6	таким образом	10	19
7	в том	8	18
8	не может	7	18
9	не только	13	16
10	и в	20	16
11	так как	3	16
12	что в	7	16
13	том что	4	15
14	так же	5	15
15	между собой	1	13
16	в процессе	2	13
17	сказать что	1	13
18	по отношению	3	12
19	в ходе	1	12
20	в области	1	12
21	и что	2	12
22	и не	9	12
23	отношению к	3	12
24	отношение к	1	11
25	в его	10	11
26	но не	5	10
27	в силу	1	10
28	было бы	1	10
29	к осознанию	1	10
30	как мы	1	10
31	только в	2	10
32	а не	6	10
33	может быть	8	9
34	то же	7	8
35	в известном	1	8
36	должно быть	1	8
37	как и	6	8
38	если бы	4	8
39	тем самым	4	8
40	в основе	2	8
41	о том	5	8
42	он не	3	8
43	точка зрения	2	8
44	как это	1	8
45	же как	3	7
46	переход от	1	7
47	и есть	2	7
48	представляет собой	1	7
49	в нем	3	7
50	но он	1	7
51	по себе	1	7
52	приводит к	2	7
53	так и	6	7
54	известном смысле	1	7
55	и на	5	6
56	в мысли	1	6
57	но в	4	6
58	в этой	5	6
59	в другом	1	6
60	но если	2	6
61	не в	4	6
62	для развития	1	6
63	что оно	1	6
64	своего развития	1	6
65	что все	1	6
66	этот вопрос	3	6
67	у него	6	6
68	развития в	1	6
69	но и	8	6
70	к тому	1	6
71	в сфере	1	5
72	в такой	2	5
73	мы и	1	5
74	что они	4	5
75	как в	4	5
76	говорит что	1	5
77	в которой	2	5
78	из нее	1	5
79	показывает что	4	5
80	тому что	1	5
81	мысли и	1	5
82	с ним	3	5
83	что с	1	5
84	самого начала	1	5
85	в то	10	5
86	никогда не	11	5
87	ничего не	4	5
88	с самого	1	5
89	можно было	1	5
90	на вопрос	1	5
91	заключается в	1	5
92	значит что	1	5
93	тот же	1	5
94	для него	3	5
95	тем что	3	5
96	как бы	11	5
97	с необходимостью	1	5
98	не является	3	5
99	еще более	1	5
100	не знает	1	5
101	как известно	2	4
102	той же	1	4
103	что если	1	4
104	оба эти	1	4
105	а только	1	4
106	не то	1	4
107	в самом	3	4
108	все эти	4	4
109	с их	1	4
110	при этом	8	4
