N	2gram	Losev_Vlad_2	Myslijsy
1	то есть	7	34
2	потому что	9	33
3	то что	20	29
4	может быть	7	26
5	таким образом	3	24
6	в этом	20	23
7	в том	18	23
8	и в	30	23
9	и не	18	18
10	что в	12	17
11	при этом	5	15
12	только в	6	15
13	то же	4	14
14	в себе	6	14
15	как и	5	14
16	того что	5	14
17	так как	5	14
18	для нас	7	14
19	если бы	1	13
20	не было	10	12
21	а не	7	12
22	том что	12	12
23	что я	3	11
24	не в	9	11
25	по себе	5	11
26	но и	8	11
27	не может	9	11
28	не только	12	10
29	для меня	4	10
30	тем что	1	10
31	что мы	1	10
32	и потому	2	10
33	не есть	4	9
34	мы не	2	8
35	то это	4	8
36	в своем	8	8
37	но в	8	8
38	было бы	9	8
39	тогда когда	2	8
40	о том	4	8
41	другими словами	5	8
42	сказать что	11	8
43	и т	1	7
44	поэзии и	1	7
45	как в	3	7
46	с этим	5	7
47	что это	4	7
48	на то	2	7
49	в нем	4	7
50	что такое	1	7
51	мысли и	2	7
52	это не	2	7
53	и что	5	7
54	что и	3	7
55	вовсе не	4	7
56	с тем	2	7
57	что если	2	6
58	независимо от	1	6
59	и к	6	6
60	в которой	4	6
61	человеческого духа	1	6
62	того как	2	6
63	когда мы	3	6
64	так и	5	6
65	тех пор	1	6
66	что не	2	6
67	заметить что	1	6
68	до тех	1	6
69	для того	2	6
70	такой степени	1	6
71	вместе с	8	6
72	тем и	1	6
73	и то	5	5
74	есть нечто	2	5
75	говорить о	1	5
76	не то	3	5
77	хотя и	6	5
78	бы и	1	5
79	есть для	2	5
80	как бы	5	5
81	так сказать	1	5
82	и мы	4	5
83	должно быть	3	5
84	по крайней	4	5
85	не менее	7	5
86	с ним	5	5
87	не имеет	2	5
88	есть только	1	5
89	к нему	2	5
90	крайней мере	4	5
91	так что	5	5
92	уже в	3	5
93	только тогда	2	5
94	в его	11	5
95	для него	9	5
96	само по	2	5
97	что же	8	5
98	этом случае	1	5
99	все это	5	5
100	тем более	3	5
101	а в	11	5
102	во всяком	6	5
103	если б	1	4
104	сам по	2	4
105	есть не	1	4
106	и о	4	4
107	думать что	1	4
108	что все	1	4
109	и с	14	4
110	его в	4	4
111	и тем	1	4
112	мы имеем	1	4
113	между собою	1	4
114	точки зрения	7	4
115	в котором	5	4
116	сих пор	1	4
117	тем не	6	4
118	т п	1	4
119	в то	9	4
120	на котором	2	4
121	того чтобы	2	4
122	в сознании	1	4
123	в каком	1	4
124	и может	2	4
125	быть может	1	4
126	на вопрос	1	4
127	и та	1	4
128	можно сказать	4	4
129	что он	13	4
130	хотя бы	3	4
131	то и	1	4
132	в одном	1	4
133	от того	1	4
134	только на	1	4
135	до сих	1	4
136	а именно	6	4
137	на основании	1	4
138	так же	4	4
139	в данном	3	4
140	в той	2	4
141	да и	3	4
142	и все	7	4
143	в сравнении	2	4
144	есть уже	1	4
145	между ними	1	4
146	только как	1	4
147	по поводу	4	4
148	в таком	3	4
149	например в	1	3
150	самом деле	1	3
151	и есть	2	3
152	и до	2	3
153	что эти	2	3
154	мы уже	2	3
155	той же	4	3
156	что между	1	3
157	ответить на	1	3
158	которое в	2	3
159	еще не	1	3
160	и на	4	3
161	в действительности	1	3
162	и хотя	2	3
163	в самом	2	3
164	все эти	5	3
165	так в	1	3
166	и если	4	3
167	на его	4	3
168	т д	1	3
169	к одному	1	3
170	и по	2	3
171	на нее	1	3
172	мы его	1	3
173	не будет	1	3
174	лишь в	1	3
175	но уже	2	3
176	в них	3	3
177	все равно	1	3
178	к которым	1	3
179	с точки	3	3
180	но это	4	3
181	в которых	1	3
182	их в	2	3
183	только не	1	3
184	никогда не	7	3
185	же время	3	3
186	связи с	8	3
187	а мы	2	3
188	должны быть	1	3
189	к тому	2	3
190	те же	3	3
191	в виду	2	3
192	там же	12	3
193	этот вопрос	1	3
194	пор не	1	3
195	то в	5	3
196	с нею	1	3
197	уже не	3	3
198	слова не	1	3
199	при помощи	1	3
200	и других	1	3
201	себе в	2	3
202	и их	1	3
203	всяком случае	6	3
204	даже и	3	3
205	со стороны	4	3
206	и из	2	3
207	что человек	1	3
208	нельзя сказать	1	3
209	именно в	4	3
210	до этого	1	3
211	мы сами	2	3
212	более чем	1	3
213	все более	1	3
214	нет ничего	3	3
215	это есть	1	3
216	между прочим	7	3
217	в смысле	1	3
218	кроме того	9	3
219	известной степени	1	3
220	и другим	1	3
221	в этих	4	3
222	я говорю	1	3
223	этого последнего	2	2
224	но тем	2	2
225	нам кажется	3	2
226	отношения между	1	2
227	это объяснение	1	2
228	а как	1	2
229	как мы	11	2
230	что иное	1	2
231	не вполне	2	2
232	оно есть	1	2
233	я не	4	2
234	но даже	1	2
235	мы и	1	2
236	в ней	4	2
