N	2gram	Voloshinov_2	Istorich
1	и в	19	28
2	может быть	28	25
3	а не	9	15
4	не может	18	15
5	никогда не	7	14
6	мы должны	1	13
7	то же	16	12
8	не только	13	12
9	что в	2	12
10	мы видим	1	11
11	только в	8	11
12	мы не	2	10
13	все же	5	10
14	и что	1	10
15	что он	4	10
16	мы увидим	2	10
17	но и	10	10
18	прежде всего	7	10
19	не в	10	9
20	так и	10	9
21	о том	3	9
22	то что	4	9
23	в том	7	9
24	и не	19	9
25	в этом	15	8
26	но в	7	8
27	что это	2	8
28	таким образом	14	8
29	если бы	11	8
30	в ней	3	7
31	здесь мы	3	7
32	это не	4	7
33	еще не	3	7
34	и здесь	5	7
35	и др	1	7
36	так же	5	7
37	том что	10	7
38	было бы	4	7
39	в этих	3	7
40	а в	3	7
41	в этой	3	6
42	его в	7	6
43	так например	1	6
44	для изучения	1	6
45	тем не	1	6
46	не менее	1	6
47	к тому	6	6
48	что и	3	6
49	так как	3	6
50	в исторической	1	6
51	с другой	3	6
52	вместе с	2	6
53	когда он	1	6
54	например в	1	5
55	должна быть	4	5
56	вопрос о	2	5
57	что они	2	5
58	в своем	2	5
59	более или	2	5
60	увидим что	1	5
61	что она	1	5
62	в силу	1	5
63	или менее	2	5
64	на основе	3	5
65	в его	5	5
66	что здесь	1	5
67	но не	2	5
68	в качестве	3	5
69	в одном	1	5
70	до сих	3	5
71	к которому	1	5
72	сих пор	3	5
73	или в	2	5
74	не знает	2	5
75	сказать что	4	5
76	другой стороны	1	5
77	ее в	1	5
78	и даже	2	4
79	и для	7	4
80	и на	5	4
81	между собой	1	4
82	то мы	2	4
83	не все	1	4
84	с этим	3	4
85	все эти	3	4
86	на то	4	4
87	но все	1	4
88	и с	2	4
89	с тем	1	4
90	как и	9	4
91	в основе	9	4
92	находится в	1	4
93	связи с	13	4
94	должны быть	2	4
95	здесь не	1	4
96	в пределах	10	4
97	так в	1	4
98	другими словами	2	4
99	того что	4	4
100	с одной	3	4
101	потому что	1	4
102	так что	1	4
103	в большинстве	5	4
104	большинстве случаев	5	4
105	мы знаем	2	4
106	к ним	1	4
107	а именно	1	4
108	и пр	25	4
109	превращается в	1	4
110	связь с	4	4
111	в иной	1	4
112	одной стороны	3	4
113	могут быть	3	4
114	там где	2	4
115	друг с	1	4
116	все это	1	4
117	в связи	7	4
118	хотя бы	6	4
119	но это	1	4
120	обстоит дело	1	4
121	но оно	1	4
122	и другие	1	4
123	они не	2	4
124	также и	1	3
125	мы здесь	2	3
126	исходит из	3	3
127	то это	1	3
128	не совсем	1	3
129	и он	2	3
130	там и	1	3
131	видели что	1	3
132	по отношению	8	3
133	так называемая	1	3
134	перед нами	3	3
135	могли бы	1	3
136	к чему	1	3
137	точку зрения	2	3
138	при этом	9	3
139	этого вопроса	1	3
140	не как	3	3
141	же не	1	3
142	в другом	3	3
143	из них	1	3
144	не с	2	3
145	и тогда	2	3
146	во время	1	3
147	нас не	2	3
148	почти не	1	3
149	в котором	3	3
150	в их	5	3
151	выше мы	1	3
152	по себе	3	3
153	в то	8	3
154	дело в	1	3
155	этого явления	1	3
156	с другом	1	3
157	есть только	1	3
158	же самое	6	3
159	должен быть	2	3
160	как мы	15	3
161	только через	1	3
162	или на	1	3
163	в современной	1	3
164	в какой	3	3
165	может оказаться	1	3
166	и его	16	3
167	уже не	1	3
168	если мы	6	3
169	в начале	2	3
170	или даже	1	3
171	и их	4	3
172	тем что	2	3
173	в форме	5	3
174	эти формы	1	3
175	именно в	2	3
176	на эту	1	3
177	как это	1	3
178	что же	1	3
179	отношению к	8	3
180	отношения к	2	2
181	одним из	2	2
182	и потому	2	2
183	и между	1	2
184	оно может	3	2
185	в зависимости	2	2
186	первобытных народов	1	2
187	что вопрос	1	2
188	когда мы	1	2
189	зависимости от	2	2
190	подчеркнуть что	1	2
191	столь же	3	2
192	бы то	4	2
193	так если	1	2
194	во всех	6	2
195	то он	1	2
196	а только	1	2
