N	3gram	Losev_Vlad_3	Problema
1	тем не менее	9	18
2	то же самое	1	9
3	и тем не	1	8
4	для того чтобы	1	8
5	в данном случае	2	8
6	на то что	2	8
7	как раз и	5	7
8	сам по себе	2	7
9	содержит в себе	4	7
10	ничего общего с	2	7
11	в этом смысле	3	6
12	в таком случае	2	6
13	вовсе не есть	2	6
14	не есть ни	1	5
15	о том что	8	5
16	в том что	10	5
17	точно так же	4	4
18	только то что	1	4
19	же самое время	1	4
20	еще не есть	1	4
21	и вовсе не	1	4
22	в конце концов	5	4
23	в связи с	2	4
24	вовсе не являются	1	4
25	а не просто	1	4
26	той или иной	1	4
27	в то же	3	4
28	сама по себе	1	4
29	что же касается	5	3
30	и в своей	1	3
31	иметь в виду	2	3
32	дело в том	5	3
33	так же и	1	3
34	более или менее	5	3
35	и если мы	1	3
36	с точки зрения	6	3
37	до сих пор	1	3
38	именно то что	1	3
39	что в нем	1	3
40	может быть и	1	3
41	сказать и о	1	3
42	и не есть	2	3
43	то что он	1	3
44	в буквальном смысле	1	3
45	во всяком случае	3	3
46	здесь перед нами	1	3
47	ни в каком	2	3
48	то что в	3	3
49	указанных у нас	1	3
50	не только не	1	3
51	в настоящее время	3	3
52	с другой стороны	2	3
53	по этому поводу	1	3
54	в себе не	1	3
55	и в виде	1	3
56	о том как	1	2
57	в этом случае	1	2
58	что иное как	1	2
59	но не просто	1	2
60	а есть только	1	2
61	не говоря уже	1	2
62	в самом деле	1	2
63	так или иначе	2	2
64	свидетельствует о том	2	2
65	также и то	3	2
66	но когда мы	1	2
67	это вовсе не	1	2
68	но уже в	1	2
69	то и другое	1	2
70	и то что	4	2
71	у нас выше	3	2
72	даже и не	2	2
73	и что в	1	2
74	так же как	2	2
75	а не только	2	2
76	в этой области	1	2
77	однако и здесь	1	2
78	на этот раз	1	2
79	а также и	6	2
80	имеет ничего общего	2	2
81	истории философии и	1	2
82	и в этом	5	2
83	в одно целое	1	2
84	нисколько не больше	1	2
85	о которых мы	1	2
86	тем что в	1	2
87	не может быть	6	2
88	не имеет ничего	2	2
89	то во всяком	1	2
90	является не просто	1	2
91	имел в виду	1	2
92	необходимо сказать что	5	2
93	вовсе не для	1	2
94	мы должны сказать	1	2
95	тем и другим	1	2
96	с тем что	1	2
97	или вернее сказать	1	2
98	в истории философии	3	2
99	становится ясным что	1	2
100	не нужно удивляться	1	2
101	не что иное	1	2
102	можно было бы	1	2
103	а иной раз	1	1
104	не просто только	1	1
105	не принимая во	1	1
106	говоря уже об	1	1
107	за свое существование	2	1
108	а не к	1	1
109	но как раз	1	1
110	они едва ли	1	1
111	сводится к тому	2	1
112	вместе с тем	6	1
113	во что бы	2	1
114	само собой разумеется	2	1
115	не так уж	2	1
116	все дело в	1	1
117	то ни стало	2	1
118	не выходит за	1	1
119	принимая во внимание	1	1
120	мы видели выше	2	1
121	если не считать	1	1
122	однако тут же	1	1
123	но все дело	1	1
124	должны сказать что	2	1
125	что же в	1	1
126	в этом последнем	1	1
127	но даже и	2	1
128	также и в	2	1
129	есть прежде всего	2	1
130	внимание на то	1	1
131	и если они	1	1
132	является как раз	1	1
133	в том же	1	1
134	но ясно что	1	1
135	не имеют никакого	1	1
136	том что это	1	1
137	на первый план	2	1
138	а следовательно и	1	1
139	весьма разнообразно и	1	1
140	в дальнейшем мы	1	1
