N	2gram	Potebnia_M_1	Problemy
1	и в	39	35
2	как бы	6	31
3	и не	18	27
4	что он	1	24
5	в его	5	21
6	но в	9	19
7	как и	9	18
8	не может	22	18
9	в нем	20	16
10	то есть	42	16
11	то же	6	15
12	и все	3	15
13	в сущности	2	14
14	в этом	15	14
15	и его	5	14
16	для него	4	14
17	может быть	27	14
18	но и	20	14
19	все это	1	14
20	он не	3	13
21	что я	1	13
22	к нему	1	13
23	с другим	3	13
24	и с	3	12
25	в другом	1	12
26	прежде всего	4	12
27	в то	4	11
28	слова и	4	11
29	самом деле	1	10
30	не только	21	10
31	не в	15	10
32	же время	4	10
33	то что	10	10
34	на самом	1	9
35	в отношении	1	9
36	все же	6	8
37	самого начала	3	8
38	как мы	2	8
39	с самого	3	8
40	так и	13	8
41	себя и	1	8
42	и слово	1	8
43	и для	5	8
44	потому что	52	8
45	еще не	6	7
46	на них	1	7
47	с его	1	7
48	себе и	1	7
49	лишь в	1	7
50	там где	4	7
51	таким образом	13	7
52	для себя	3	7
53	в виде	1	7
54	вовсе не	5	7
55	так же	5	7
56	что же	2	7
57	точки зрения	8	7
58	с ним	3	7
59	а в	5	7
60	отношению к	13	7
61	и на	1	6
62	но не	8	6
63	по отношению	13	6
64	что они	1	6
65	в самом	3	6
66	что у	1	6
67	в каждом	4	6
68	в слове	8	6
69	к тому	4	6
70	в одном	8	6
71	и что	10	6
72	только в	25	6
73	слова в	2	6
74	но это	5	6
75	от него	4	6
76	что в	22	6
77	и то	3	5
78	как в	10	5
79	в себе	13	5
80	даже в	1	5
81	во время	1	5
82	на него	3	5
83	себе самом	1	5
84	да и	1	5
85	его с	2	5
86	и это	3	5
87	в том	26	5
88	с ними	1	5
89	так что	16	5
90	и даже	4	5
91	этого слова	1	5
92	в мире	3	4
93	он в	1	4
94	в чем	1	4
95	как другой	1	4
96	та же	1	4
97	что это	3	4
98	но на	2	4
99	на его	1	4
100	он старается	2	4
101	но все	2	4
102	же не	1	4
103	его в	1	4
104	переходим к	2	4
105	в них	3	4
106	рядом с	1	4
107	в эту	1	4
108	в своей	3	4
109	в такой	1	4
110	но он	2	4
111	друг другу	3	4
112	по себе	10	4
113	никогда не	4	4
114	и без	3	4
115	во всем	4	4
116	это слово	1	4
117	как будто	2	4
118	и делает	1	4
119	где он	1	4
120	сознания и	1	4
121	еще в	1	4
122	все его	1	4
123	между тем	5	4
124	его мысль	1	4
125	говорит он	4	4
126	наконец в	1	4
127	которым он	1	4
128	только на	3	4
129	всяком случае	1	4
130	так как	21	4
131	у него	1	4
132	тем что	9	4
133	с другой	7	4
134	что не	10	4
135	а не	21	4
136	но как	3	4
137	в творчестве	1	4
138	его внутренней	1	4
139	бы в	4	4
140	во всяком	3	4
141	а между	3	3
142	если б	2	3
143	как его	1	3
144	высшей степени	1	3
145	в виду	2	3
146	бы то	2	3
147	во всех	5	3
148	для других	1	3
149	за пределы	2	3
150	в одной	1	3
151	с этим	7	3
152	когда он	1	3
153	его к	2	3
154	в целом	2	3
155	все эти	1	3
156	и кто	1	3
157	одно и	1	3
158	то ни	3	3
159	было бы	12	3
160	этом смысле	4	3
161	эту минуту	1	3
162	с тем	5	3
163	другим и	1	3
164	в котором	1	3
165	к одному	2	3
166	не как	1	3
167	которого он	1	3
168	но только	1	3
169	а так	4	3
170	ничего не	1	3
171	или как	1	3
172	с ее	2	3
173	всего этого	1	3
174	в ее	1	3
175	и говорит	1	3
176	там в	1	3
177	под влиянием	2	3
178	время не	1	3
179	и во	3	3
180	что и	6	3
181	это не	7	3
182	слов и	4	3
183	того что	8	3
184	но так	1	3
185	нуждается в	2	3
186	словом и	2	3
187	уже не	2	3
188	уже в	1	3
189	из них	1	3
190	даже и	2	3
191	со словом	3	3
192	должно быть	7	3
193	в начале	2	3
194	не мог	3	3
195	и от	3	3
196	мы должны	3	3
197	только что	2	3
198	ни было	2	3
199	том что	16	3
200	отношением к	1	3
201	сказать что	3	3
202	другой стороны	5	3
203	например в	1	2
204	чтобы не	2	2
205	сам по	1	2
206	уже все	1	2
207	показать что	1	2
208	в первом	5	2
209	из его	1	2
210	проникает в	1	2
211	и этот	1	2
212	а как	2	2
213	одного слова	1	2
214	в каждой	1	2
215	в ней	7	2
216	в которых	1	2
217	столь же	3	2
218	что его	1	2
219	бы не	6	2
220	друг на	1	2
221	с которыми	1	2
222	уже как	1	2
223	однако в	4	2
224	по которому	1	2
225	в своем	3	2
226	им в	1	2
227	мы можем	2	2
228	и слова	2	2
229	хотя и	3	2
230	и как	6	2
