1	о том что	5	9
2	с точки зрения	1	8
3	в том что	13	8
4	в связи с	1	7
5	тем не менее	1	5
6	с другой стороны	3	5
7	по крайней мере	2	4
8	как будто бы	1	3
9	а с другой	3	3
10	в этом смысле	1	3
11	далеко не всегда	1	3
12	в новое время	1	3
13	вместе с тем	1	3
14	с одной стороны	9	3
15	обратить внимание на	2	3
16	можно сказать что	2	3
17	в том числе	2	2
18	до сих пор	1	2
19	дело в том	1	2
20	до нас в	1	2
21	также и в	1	2
22	том что он	1	2
23	но и о	1	2
24	во всяком случае	1	2
25	по отношению к	9	2
26	не может быть	3	2
27	в данном случае	2	2
28	на то что	1	2
29	но все же	1	2
30	в таком случае	1	2
31	тех или иных	1	2
32	все того же	1	2
33	таким же образом	1	1
34	того или нет	1	1
35	говоря уже о	2	1
36	и тем же	1	1
37	а не от	1	1
38	и потому что	1	1
39	не только в	2	1
40	содержит в себе	1	1
41	одной стороны это	1	1
42	с самого начала	1	1
43	одной стороны он	1	1
44	едва ли не	2	1
45	с опорой на	1	1
46	том что не	1	1
47	не то чтобы	1	1
48	в результате этого	1	1
49	и как бы	3	1
50	не только о	1	1
51	том числе и	2	1
52	то есть отсутствует	1	1
53	как раз и	1	1
54	которая может быть	1	1
55	в одной из	2	1
56	ту или иную	1	1
57	сам по себе	1	1
58	в этом отношении	1	1
59	то что и	1	1
60	так и в	1	1
61	не говоря уже	2	1
62	v-iv вв до	1	1
63	хотя и в	2	1
64	и все прочие	1	1
65	к тому же	4	1
66	в большинстве случаев	1	1
67	в то же	3	1
68	котором он говорит	1	1
69	о том как	1	1
70	на самом деле	1	1
71	о котором он	1	1
72	состоит в том	2	1
73	и в том	1	1
74	то есть в	2	1
75	имея в виду	1	1
76	не было и	1	1
77	по аналогии с	1	1
78	другой стороны это	1	1
79	то же время	4	1
80	хотя бы на	1	1
81	не только по	1	1
82	как и вообще	1	1
83	это и есть	1	1
84	только потому что	1	1
85	той или иной	3	1
86	в наше время	2	1
87	и это он	1	1
88	одним и тем	1	1
89	свидетельствует о том	1	1
