N	3gram	Bakhtin_Pr_3	Marksizm
1	с точки зрения	4	13
2	не может быть	6	10
3	по отношению к	5	8
4	то же время	12	8
5	в то же	12	8
6	для того чтобы	1	6
7	в том что	1	6
8	в самом деле	3	5
9	может быть и	1	5
10	но в то	3	5
11	с самого начала	8	5
12	в свою очередь	1	5
13	в большинстве случаев	2	5
14	смысле этого слова	2	4
15	и того же	1	4
16	бы то ни	4	4
17	как если бы	1	4
18	то ни было	4	4
19	в отношении к	7	4
20	на самом деле	10	4
21	той или иной	2	4
22	одного и того	1	4
23	если бы он	1	3
24	в той или	2	3
25	самом же деле	1	3
26	и не может	2	3
27	как мы сказали	1	3
28	в отличие от	2	3
29	на самом же	1	3
30	до сих пор	1	3
31	и не в	3	3
32	одно и то	1	3
33	в высшей степени	3	3
34	и то же	1	3
35	вовсе не является	1	3
36	о том что	2	3
37	того же слова	1	3
38	как мы уже	1	3
39	к тому что	1	3
40	как мы видели	2	3
41	всех без исключения	1	2
42	какой бы то	1	2
43	а не в	2	2
44	быть и речи	1	2
45	оставаясь в пределах	1	2
46	или иной степени	1	2
47	по крайней мере	3	2
48	в значительной степени	1	2
49	лежит в основе	1	2
50	во всяком случае	5	2
51	все более и	1	2
52	неразрывной связи с	1	2
53	мы можем сказать	1	2
54	в нем нет	1	2
55	на то что	1	2
56	более и более	1	2
57	в узком смысле	1	2
58	и прежде всего	4	2
59	к тому же	2	2
60	себя на самом	1	1
61	может быть с	1	1
62	вполне понятно что	2	1
63	него как бы	1	1
64	но как мы	1	1
65	а вовсе не	2	1
66	кажется что в	1	1
67	в этом случае	2	1
68	он не может	3	1
69	в нем и	1	1
70	за пределы нашей	1	1
71	чужого слова как	1	1
72	без ценностного акцента	1	1
73	для себя и	1	1
74	и хотя бы	1	1
75	а может быть	2	1
76	в этом отношении	1	1
77	речи может быть	1	1
78	рано или поздно	1	1
79	с ними в	1	1
80	от него он	1	1
81	его внутренней речи	3	1
82	несмотря на то	1	1
83	у него нет	1	1
84	и в других	1	1
85	уже говорили что	2	1
86	но тем не	1	1
87	как мы знаем	2	1
88	конечно отнюдь не	1	1
89	отношении к другому	3	1
90	так же не	1	1
91	в обычном смысле	2	1
92	тем не менее	2	1
93	в нем эти	1	1
94	для него в	1	1
95	в котором не	1	1
96	у него с	1	1
97	остановимся вкратце на	1	1
98	со всею отчетливостью	1	1
99	или иной форме	1	1
100	имеет громадное значение	1	1
101	мы уже говорили	3	1
102	в этом направлении	1	1
103	как впрочем и	1	1
104	основные линии его	1	1
105	можно прямо сказать	1	1
106	для правильного понимания	1	1
107	с другой стороны	3	1
108	с такою же	1	1
109	уже с самого	1	1
110	в его целом	2	1
111	и в том	1	1
112	мы видели что	1	1
113	внутреннего и внешнего	2	1
114	что же такое	1	1
115	и для себя	3	1
116	как бы не	1	1
117	сложиться лишь в	1	1
118	и пр в	1	1
119	в чужих устах	2	1
120	неразрывно сплетено с	1	1
121	так и в	2	1
122	этого слова и	2	1
123	для себя самого	4	1
124	на один миг	1	1
125	к нему и	5	1
126	друг друга но	1	1
127	и в особенности	1	1
128	но все же	1	1
129	можно сказать что	1	1
130	бы они ни	1	1
131	они ни были	1	1
132	с чужим словом	1	1
133	что он говорил	1	1
134	мы уже указывали	1	1
135	для него как	1	1
136	друг с другом	2	1
137	то что они	1	1
138	не может обойтись	1	1
139	большинстве случаев только	1	1
140	тем что он	2	1
141	лицом к лицу	1	1
142	но в этом	1	1
143	как и в	1	1
144	можем сказать что	1	1
145	и все его	1	1
146	отношении к нему	1	1
147	этого слова в	2	1
