N	2gram	Berdyaev_M_1	Problema
1	то что	5	42
2	вовсе не	1	35
3	то есть	3	33
4	и в	28	32
5	и не	11	31
6	не есть	9	29
7	в этом	20	19
8	не менее	1	19
9	не только	29	17
10	потому что	16	16
11	в себе	7	15
12	а не	25	15
13	но в	7	14
14	у нас	5	14
15	может быть	30	14
16	как бы	2	14
17	что мы	1	13
18	в нем	13	13
19	сказать что	2	13
20	том что	3	12
21	что в	10	12
22	так и	1	12
23	а именно	1	12
24	и т	1	11
25	также и	2	11
26	так как	3	11
27	о том	2	11
28	и даже	1	11
29	в этой	6	10
30	об этом	1	10
31	ничего не	3	10
32	прежде всего	10	10
33	нет ничего	7	10
34	еще не	1	9
35	но не	8	9
36	того чтобы	2	9
37	и это	12	9
38	и что	2	9
39	но и	25	9
40	по своему	2	9
41	это есть	3	9
42	что же	1	9
43	в том	6	9
44	так же	1	9
45	и о	1	8
46	и ее	1	8
47	и на	6	8
48	все эти	2	8
49	для того	2	8
50	было бы	10	8
51	он и	2	8
52	в своей	15	8
53	когда мы	2	8
54	есть только	2	8
55	даже и	2	8
56	не может	28	8
57	но это	1	8
58	смысле слова	4	7
59	во всех	1	7
60	всех этих	1	7
61	в них	4	7
62	никогда не	14	7
63	того что	7	7
64	что он	10	7
65	только в	6	7
66	тем что	4	7
67	все это	6	7
68	и все	10	7
69	во всяком	1	7
70	и то	1	6
71	самом деле	1	6
72	на самом	1	6
73	и есть	14	6
74	есть не	4	6
75	за пределы	4	6
76	и как	2	6
77	в самом	11	6
78	его в	3	6
79	это не	5	6
80	что такое	1	6
81	в то	2	6
82	в виду	2	6
83	разного рода	2	6
84	в его	9	6
85	так что	1	6
86	то и	1	6
87	в конце	7	6
88	о чем	2	6
89	не существует	2	6
90	мы уже	1	5
91	она есть	1	5
92	в своем	10	5
93	что она	1	5
94	с тем	9	5
95	в котором	8	5
96	для нас	3	5
97	не знал	4	5
98	тем более	1	5
99	в их	4	4
100	литературы и	2	4
101	в истории	2	4
102	как в	2	4
103	как он	2	4
104	после этого	1	4
105	входит в	2	4
106	не в	16	4
107	мышления и	1	4
108	казалось бы	1	4
109	а в	4	4
110	на том	3	4
111	если бы	2	4
112	и только	1	4
113	вообще и	1	4
114	один из	4	4
115	не было	18	4
116	если не	1	4
117	сознании и	1	4
118	и для	2	4
119	конце концов	2	4
120	не хочет	2	3
121	но она	1	3
122	в ее	3	3
123	что они	1	3
124	которые не	1	3
125	с этим	3	3
126	учение о	3	3
127	если всякий	1	3
128	но он	9	3
129	но ведь	1	3
130	да и	1	3
131	он не	24	3
132	и еще	3	3
133	его от	1	3
134	в жизни	3	3
135	как и	5	3
136	на этот	2	3
137	нисколько не	1	3
138	смысл и	1	3
139	в этих	4	3
140	точки зрения	4	3
141	в которых	4	3
142	в отношении	1	3
