1	и в	15	29
2	том что	27	22
3	что в	14	22
4	в том	33	22
5	как бы	7	18
6	состоит в	3	15
7	в других	2	15
8	может быть	9	13
9	так как	4	13
10	там же	1	12
11	во время	3	12
12	в этом	19	11
13	одна из	1	11
14	как и	6	11
15	все это	4	10
16	и с	4	10
17	не только	15	10
18	в некоторых	2	9
19	а в	4	9
20	о том	9	9
21	или на	1	8
22	с в	4	8
23	ее в	2	8
24	но и	10	8
25	его в	1	8
26	показывает что	1	8
27	как в	4	7
28	или в	3	7
29	данном случае	3	7
30	мы видели	6	7
31	при этом	3	6
32	на голову	1	6
33	того чтобы	12	6
34	для нас	4	6
35	мы имеем	3	6
36	вместе с	6	6
37	в данном	3	6
38	таким образом	14	6
39	и на	1	6
40	для того	10	6
41	с тем	1	6
42	мы не	10	6
43	к этому	4	5
44	но в	6	5
45	для этого	3	5
46	и что	8	5
47	то что	20	5
48	должна была	1	5
49	следующим образом	2	5
50	земли и	1	5
51	потому что	7	5
52	не может	9	5
53	представление о	5	5
54	с ней	2	5
55	но не	3	5
56	это не	5	5
57	а не	3	4
58	к нему	1	4
59	в виде	1	4
60	предположить что	1	4
61	так что	1	4
62	как это	6	4
63	вопрос о	5	4
64	и все	3	4
65	их в	4	4
66	а затем	1	4
67	поле и	1	4
68	видели что	5	4
69	и сл	1	4
70	именно в	2	4
71	а также	2	4
72	так же	4	4
73	тогда когда	5	4
74	же как	2	4
75	в них	4	4
76	эта теория	2	4
77	то и	1	4
78	из них	3	4
79	у нас	1	4
80	то же	5	4
81	это представление	3	4
82	в которых	3	4
83	по существу	5	4
84	не в	8	4
85	том же	2	4
86	для этой	1	3
87	в свете	1	3
88	только тогда	2	3
89	в ее	1	3
90	не объясняет	2	3
91	было бы	10	3
92	все эти	3	3
93	пишет что	1	3
94	тем что	2	3
95	что это	6	3
96	связаны с	1	3
97	и там	1	3
98	но если	2	3
99	в природе	1	3
100	и о	1	3
101	и после	1	3
102	и другой	2	3
103	связь с	2	3
104	отличие от	3	3
105	и по	3	3
106	в этой	6	3
107	живет в	2	3
108	не имеет	4	3
109	что она	3	3
110	или даже	1	3
111	в качестве	4	3
112	она не	1	3
113	друг друга	5	3
114	во всех	2	3
115	в котором	2	3
116	что здесь	2	3
117	на землю	1	3
118	в таких	1	3
119	на этом	1	3
120	а именно	1	3
121	их по	1	3
122	а наоборот	1	3
123	до конца	1	3
124	в отличие	3	3
125	и других	2	3
126	между тем	1	3
127	не всегда	1	3
128	нас к	2	3
129	того что	17	3
130	что для	3	3
131	должен был	1	3
