N	2gram	Tiupa_Narr_1	RusskieA
1	и в	11	36
2	не только	31	22
3	том что	7	19
4	что в	3	19
5	в том	8	17
6	но и	27	16
7	так как	1	15
8	во время	1	14
9	в этом	12	12
10	на святках	2	11
11	и т	1	10
12	и на	5	10
13	это не	3	10
14	как и	13	10
15	как мы	2	10
16	вместе с	2	10
17	потому что	5	10
18	т д	1	9
19	об этом	6	9
20	а в	13	9
21	состоит в	10	8
22	и по	1	8
23	с тем	1	8
24	у нас	3	8
25	о том	4	8
26	один из	6	8
27	мы увидим	1	8
28	из них	4	8
29	может быть	15	8
30	как это	3	8
31	так и	5	7
32	между тем	3	7
33	что и	1	7
34	представляют собой	3	7
35	полагает что	1	6
36	мы не	3	6
37	так например	1	6
38	таким образом	1	6
39	при этом	19	6
40	не имеет	2	6
41	с этого	1	6
42	уже не	8	6
43	и не	23	6
44	все это	1	6
45	для нас	1	6
46	будто бы	1	6
47	то что	9	6
48	как в	4	5
49	все же	4	5
50	во многих	1	5
51	в которых	1	5
52	того как	1	5
53	как будто	3	5
54	с ними	2	5
55	и у	1	5
56	как бы	6	5
57	мы имеем	3	4
58	в первый	1	4
59	не совсем	1	4
60	еще не	4	4
61	во всех	1	4
62	следующим образом	1	4
63	представляет собой	8	4
64	с собой	1	4
65	входит в	2	4
66	из этих	4	4
67	в их	1	4
68	что этот	1	4
69	тому что	1	4
70	вплоть до	4	4
71	одна из	4	4
72	связи с	2	4
73	что на	4	4
74	к тому	6	4
75	так в	4	4
76	еще в	3	4
77	тем что	1	4
78	а с	1	4
79	в тех	1	4
80	того что	4	4
81	но это	1	4
82	в связи	2	4
83	не может	8	4
84	только в	12	4
85	к этому	1	4
86	как правило	5	3
87	своего рода	10	3
88	если в	2	3
89	которые не	1	3
90	в своем	3	3
91	не можем	1	3
92	что это	1	3
93	то же	8	3
94	но все	1	3
95	для них	2	3
96	далеко не	1	3
97	в москве	2	3
98	в этих	2	3
99	точки зрения	5	3
100	с точки	1	3
101	она в	2	3
102	тем не	3	3
103	но они	3	3
104	на небо	1	3
105	их в	3	3
106	не менее	3	3
107	этого момента	1	3
108	ничего не	2	3
109	в поле	3	3
110	приводит к	1	3
111	к жизни	2	3
112	не с	1	3
113	начиная с	3	3
114	то есть	9	3
115	а также	6	3
116	также в	1	3
117	в качестве	14	3
118	только на	2	3
119	слова в	4	3
120	в одном	4	3
121	к ним	2	3
122	в области	2	3
123	на этот	1	3
124	о чем	4	3
125	так же	1	3
126	и к	1	3
127	в свою	2	3
128	как известно	3	2
129	например в	1	2
130	е годы	1	2
131	переход от	2	2
132	между двумя	5	2
133	за все	1	2
134	что иное	1	2
135	на себя	4	2
136	как не	1	2
137	это время	1	2
138	в ней	4	2
139	он был	1	2
140	иное как	1	2
141	природы и	1	2
142	на самом	1	2
143	но не	4	2
144	значение и	1	2
145	к слову	1	2
146	христа в	1	2
147	тогда как	10	2
148	не просто	1	2
149	в е	2	2
150	отнюдь не	2	2
151	как по	1	2
152	что именно	1	2
153	с этим	1	2
154	мы можем	2	2
155	хотя и	4	2
156	и как	3	2
157	следующее в	1	2
158	но в	7	2
159	та же	2	2
160	в целом	3	2
161	в нашем	3	2
162	и до	1	2
163	как он	1	2
164	для обозначения	2	2
165	и всей	1	2
166	что она	1	2
167	в нем	4	2
168	чем у	1	2
169	в силу	1	2
170	да на	1	2
171	его от	1	2
172	в году	2	2
173	главным образом	1	2
174	и с	3	2
175	в жизни	3	2
176	чтобы они	1	2
177	в один	1	2
178	должны были	1	2
179	для этого	1	2
180	нас к	1	2
181	как можно	1	2
182	она не	2	2
183	у него	7	2
184	судя по	1	2
185	детей и	1	2
186	так называемый	1	2
187	но даже	1	2
188	и здесь	1	2
189	могут быть	1	2
190	они и	2	2
191	имеет место	4	2
192	значения и	2	2
193	свою очередь	2	2
194	в более	1	2
195	что у	4	2
196	в образе	1	2
197	с ним	2	2
198	в различных	1	2
199	в его	6	2
200	к ней	1	2
201	не случайно	1	2
202	в разные	1	2
203	их не	1	2
204	его и	2	2
205	тут же	1	2
206	не было	3	2
207	в особенности	2	2
208	равной степени	2	2
209	до конца	2	2
210	не на	1	2
211	а не	13	2
212	его как	1	2
213	в частности	14	2
214	в равной	2	2
215	и потому	1	2
216	там где	1	2
217	быть и	2	2
218	между собой	2	2
219	и для	2	2
220	или в	6	2
221	когда он	1	2
222	интерес к	1	2
223	а п	1	2
224	границы между	1	1
225	говоря о	1	1
226	также и	3	1
227	о каких	1	1
228	же как	1	1
229	чтобы не	1	1
230	а из	1	1
231	самом деле	3	1
232	значении этого	1	1
233	только потому	1	1
234	тех же	1	1
235	зависимости от	2	1
236	в приведенном	1	1
237	необходимо было	1	1
238	в первом	4	1
239	характерное для	1	1
240	на две	2	1
241	и ее	3	1
242	этих строк	1	1
243	по его	1	1
244	мы уже	1	1
245	из всех	1	1
246	не приходится	1	1
247	этом не	1	1
248	не вполне	2	1
249	ему в	2	1
250	похожи на	1	1
251	а далее	1	1
252	жизни это	1	1
253	того же	1	1
254	и он	6	1
255	в отличие	2	1
256	и много	1	1
257	в чем	2	1
258	истории в	4	1
259	с его	4	1
260	этих случаях	1	1
261	не отличается	1	1
262	другой более	1	1
263	а только	1	1
264	оно в	1	1
265	после смерти	2	1
266	не все	1	1
267	ответ на	1	1
268	по отношению	3	1
269	отличие от	2	1
270	еды в	1	1
271	в м	1	1
272	и соответствующих	1	1
273	его на	1	1
274	так называемая	2	1
275	что касается	2	1
276	перед нами	5	1
277	целый ряд	1	1
278	времени когда	1	1
279	и наконец	1	1
280	тем же	2	1
281	он на	1	1
282	значения как	1	1
283	в которой	1	1
284	из жизни	1	1
285	подробнее об	1	1
286	за это	1	1
287	ни одна	1	1
288	то и	1	1
289	в себе	6	1
290	сливаются в	2	1
291	забыт и	1	1
292	тому же	6	1
293	на то	2	1
294	в случае	2	1
295	и символически	1	1
296	что было	1	1
297	он не	3	1
298	не как	1	1
299	в начале	3	1
300	однако он	1	1
301	что одно	2	1
302	подобно тому	3	1
303	значение в	1	1
304	о котором	1	1
305	его в	1	1
306	после обеда	1	1
307	уже знаем	1	1
308	и тем	4	1
309	времен года	1	1
310	на свои	1	1
311	в этой	6	1
312	жизни то	1	1
313	на основании	1	1
314	со своими	1	1
315	не всегда	3	1
316	он и	2	1
317	мы видели	1	1
318	зато в	1	1
319	и того	2	1
320	одного и	1	1
321	другие с	1	1
322	себя внимание	3	1
323	что между	1	1
324	никак не	2	1
325	что я	1	1
326	точку зрения	1	1
327	теми же	1	1
328	что после	1	1
329	и наоборот	1	1
330	которая представляет	1	1
331	необходимо чтобы	1	1
332	любви и	1	1
333	все для	1	1
334	в то	4	1
335	не о	2	1
336	хотелось бы	1	1
337	для каждого	1	1
338	дело не	2	1
339	дело в	2	1
340	это означает	1	1
341	не по	4	1
342	было не	1	1
343	каждый из	2	1
344	слова как	1	1
345	своим появлением	1	1
346	в тексте	13	1
347	и его	10	1
348	и сама	2	1
349	истории как	2	1
350	обращает на	3	1
351	этом отношении	3	1
352	ему не	1	1
353	с другом	1	1
354	в детстве	2	1
355	тем это	1	1
356	ни о	2	1
357	в городе	1	1
358	необходимо также	1	1
359	в своего	2	1
360	слова с	1	1
361	обращение к	1	1
362	если же	1	1
363	время они	1	1
364	обычно в	1	1
365	из их	1	1
366	и о	3	1
367	у себя	2	1
368	в виду	1	1
369	и сами	1	1
370	на другой	5	1
371	данном случае	8	1
372	как знак	1	1
373	всей своей	1	1
374	в четвертом	1	1
375	однако эта	1	1
376	слова а	1	1
377	на том	1	1
378	и сам	1	1
379	по этой	1	1
380	не ограничивается	1	1
381	каждого из	1	1
382	есть время	1	1
383	и каждый	1	1
384	и мы	1	1
385	вошел в	1	1
386	во второй	1	1
387	имеется довольно	1	1
388	если бы	7	1
389	и вообще	1	1
390	по мере	2	1
391	свидетельствует о	1	1
392	что видел	1	1
393	при такой	2	1
394	перекликаясь друг	1	1
395	внимание на	4	1
396	и та	1	1
397	что каждый	1	1
398	в глаза	1	1
399	ли не	2	1
400	можно сказать	5	1
401	нас в	2	1
402	к нему	4	1
403	не могло	2	1
404	во втором	6	1
405	в третьем	4	1
406	в форме	2	1
407	наконец в	1	1
408	день действительно	1	1
409	указывает и	1	1
410	дома в	1	1
411	на будущее	1	1
412	бросается в	1	1
413	рассуждение о	1	1
414	в отрыве	1	1
415	сразу же	1	1
416	тот же	1	1
417	или когда	1	1
418	взывает к	1	1
419	что он	3	1
420	пишет не	1	1
421	даже если	1	1
422	до нас	1	1
423	он уже	2	1
424	который в	2	1
425	смерти как	1	1
426	бы ни	1	1
427	жизни как	2	1
428	точка зрения	5	1
429	с которыми	1	1
430	уже в	1	1
431	жизни близких	1	1
432	обращения к	1	1
433	или не	4	1
434	же в	2	1
435	но совершенно	1	1
436	только одно	1	1
437	него нет	1	1
438	всяком случае	2	1
439	нуждается в	1	1
440	солнце и	1	1
441	нашем сознании	1	1
442	в детскую	2	1
443	может служить	3	1
444	случае не	1	1
445	следует признать	1	1
446	смерти и	1	1
447	не до	1	1
448	как у	2	1
449	чем тот	1	1
450	с той	1	1
451	еще и	1	1
452	тому как	3	1
453	мы еще	1	1
454	что не	2	1
455	что для	1	1
456	говорит о	1	1
457	связано с	1	1
458	по тем	1	1
459	бывает и	1	1
460	которых мы	1	1
461	этому времени	1	1
462	на которых	1	1
463	однако и	4	1
464	точек зрения	2	1
465	возвращаясь к	1	1
466	первые два	1	1
467	свое внимание	1	1
468	которой он	1	1
469	одна и	1	1
470	здесь следует	1	1
471	если не	2	1
472	другой день	3	1
473	смысл который	1	1
474	представить себе	1	1
475	надо было	1	1
476	недостаточно чтобы	1	1
477	нет оснований	2	1
478	из которых	1	1
479	в пределах	2	1
480	по своему	2	1
481	в данном	11	1
482	по поводу	1	1
483	наряду с	1	1
484	в той	2	1
485	и смерти	1	1
486	же их	1	1
487	и смысла	1	1
488	представление будто	1	1
489	же можно	1	1
490	в первой	2	1
491	как средство	1	1
492	друг с	1	1
493	исходя из	3	1
494	и было	1	1
495	быть не	3	1
496	для детей	1	1
497	характер этой	1	1
498	что мы	2	1
499	вербное воскресенье	1	1
500	но для	3	1
501	глаза что	1	1
502	ближе к	1	1
503	случае он	1	1
504	не является	3	1
505	он видел	1	1
506	случаях когда	1	1
507	есть некоторая	1	1
508	для такого	1	1
509	от имени	1	1
510	хотя они	1	1
511	при таком	1	1
512	тот кто	2	1
513	в двух	1	1
514	и все	3	1
515	не более	1	1
516	только с	1	1
517	зрения в	1	1
518	на более	1	1
519	в период	1	1
520	это все	1	1
521	между ними	2	1
522	не знает	1	1
523	сказать что	2	1
524	это на	1	1
525	им не	1	1
