N	2gram	Losev_Vlad_1	KulturaY
1	и т	2	54
2	и в	31	23
3	точки зрения	2	23
4	в том	11	22
5	не только	24	17
6	в этом	14	16
7	было бы	2	16
8	самом деле	1	14
9	может быть	6	14
10	в области	1	14
11	в самом	2	13
12	что в	14	13
13	не менее	2	12
14	потому что	11	12
15	для того	2	12
16	вопрос о	1	11
17	том что	14	11
18	того чтобы	2	11
19	в его	12	11
20	того что	2	11
21	а не	1	11
22	можно говорить	1	10
23	у нас	6	10
24	и не	17	10
25	еще не	2	9
26	таким образом	3	9
27	тем не	2	9
28	хотя бы	2	9
29	так как	8	9
30	прежде всего	1	9
31	т д	2	8
32	лишь в	2	8
33	если бы	1	8
34	уже не	3	8
35	между прочим	11	8
36	как на	2	8
37	как это	7	7
38	все эти	3	7
39	в нашем	4	7
40	те же	1	7
41	и что	6	7
42	с другой	3	7
43	в данном	1	7
44	сказать что	7	7
45	то же	6	6
46	в общем	3	6
47	с помощью	1	6
48	в силу	1	6
49	только в	9	6
50	так и	6	6
51	при этом	2	6
52	и тем	1	6
53	с тем	2	6
54	в их	1	6
55	ничего не	3	6
56	связи с	1	6
57	не может	6	6
58	о том	11	6
59	что и	5	6
60	тот же	3	6
61	что он	12	6
62	также и	10	5
63	и есть	1	5
64	как мы	9	5
65	я не	4	5
66	в чем	2	5
67	все же	3	5
68	хотя и	4	5
69	из этих	2	5
70	что она	2	5
71	как и	4	5
72	не в	5	5
73	вовсе не	5	5
74	от того	1	5
75	не могут	1	5
76	всякого рода	2	5
77	тем что	2	5
78	далеко не	1	5
79	в связи	3	5
80	что же	5	5
81	не будем	2	5
82	тем более	2	5
83	но это	3	5
84	а в	9	5
85	совершенно не	2	5
86	того же	6	4
87	тех же	2	4
88	столь же	1	4
89	как в	3	4
90	в своем	4	4
91	в целом	3	4
92	ясно что	2	4
93	этого слова	1	4
94	в своей	4	4
95	что такое	2	4
96	не столько	2	4
97	которые в	1	4
98	том чтобы	2	4
99	тому что	1	4
100	тем самым	2	4
101	о них	1	4
102	учения о	1	4
103	как раз	7	4
104	и о	2	4
105	пор пока	1	4
106	для нас	4	4
107	а также	5	4
108	заключается в	1	4
109	тех пор	1	4
110	один из	4	4
111	с одной	1	4
112	что не	1	4
113	не было	5	4
114	одной стороны	1	4
115	до тех	1	4
116	то что	18	4
117	в таком	1	4
118	на самом	1	3
119	это и	2	3
120	то в	1	3
121	той же	2	3
122	есть не	1	3
123	мы не	1	3
124	поэзия и	1	3
125	в ней	1	3
126	то мы	3	3
127	но не	3	3
128	то он	6	3
129	но как	5	3
130	по отношению	1	3
131	отношение к	3	3
132	то обстоятельство	2	3
133	отнюдь не	3	3
134	что как	1	3
135	и к	6	3
136	тому же	2	3
137	но на	3	3
138	он не	10	3
139	и вот	3	3
140	и с	14	3
141	с этой	1	3
142	но если	1	3
143	и более	1	3
144	что сам	2	3
145	в отношении	3	3
146	она не	1	3
147	в то	8	3
148	как о	1	3
149	на него	3	3
150	которые и	2	3
151	не по	2	3
152	что на	2	3
153	в каком	2	3
154	не потому	1	3
155	обстоятельство что	2	3
156	не есть	1	3
157	всего этого	1	3
158	только то	1	3
159	сказано выше	1	3
160	в результате	2	3
161	на вопрос	1	3
162	но и	19	3
163	нас в	1	3
164	связь между	1	3
165	это не	1	3
166	и только	1	3
167	вообще и	1	3
168	и действительно	3	3
169	я в	1	3
170	уже в	7	3
171	ни в	2	3
172	именно в	1	3
173	а именно	2	3
174	а с	5	3
175	и пр	1	3
176	я хочу	1	3
