1	о том что	5	9
2	с точки зрения	9	8
3	в том что	15	8
4	в связи с	3	7
5	тем не менее	4	5
6	с другой стороны	6	5
7	по крайней мере	5	4
8	а с другой	3	3
9	что иное как	1	3
10	в этом смысле	3	3
11	далеко не всегда	1	3
12	не что иное	1	3
13	вместе с тем	3	3
14	только тогда когда	1	3
15	точно так же	1	3
16	с одной стороны	1	3
17	который в своем	1	3
18	обратить внимание на	2	3
19	после того как	1	3
20	в настоящее время	1	3
21	до сих пор	4	2
22	никак не может	1	2
23	том что он	4	2
24	потому что он	1	2
25	во всяком случае	5	2
26	для того чтобы	15	2
27	по отношению к	8	2
28	не может быть	3	2
29	это уже не	1	2
30	потому что они	1	2
31	на то что	2	2
32	но все же	2	2
33	в это время	1	2
34	тех или иных	1	2
35	и не в	1	2
36	и потому что	2	1
37	и в его	1	1
38	от того что	1	1
39	не только в	1	1
40	в том смысле	1	1
41	в х годах	1	1
42	если не считать	1	1
43	в виду не	1	1
44	едва ли не	1	1
45	и вместе с	1	1
46	между тем как	1	1
47	вовсе не в	1	1
48	потому что оно	1	1
49	том что не	1	1
50	силу того что	2	1
51	что представление о	1	1
52	то только потому	1	1
53	то обстоятельство что	8	1
54	что несмотря на	1	1
55	только о том	1	1
56	еще и потому	1	1
57	что не все	1	1
58	лишь с большим	1	1
59	имеется в виду	1	1
60	можно было бы	3	1
61	уже не просто	1	1
62	как раз и	1	1
63	что еще до	1	1
64	и т д	14	1
65	с этой точки	1	1
66	и является наиболее	1	1
67	себя самого и	1	1
68	в этом отношении	5	1
69	так и в	2	1
70	не говоря уже	1	1
71	мере в какой	5	1
72	откуда следует что	1	1
73	в большинстве случаев	1	1
74	в то же	2	1
75	этой точки зрения	2	1
76	том смысле что	1	1
77	так или иначе	2	1
78	а вовсе не	1	1
79	о том как	3	1
80	в силу которого	1	1
81	на самом деле	2	1
82	что в ней	1	1
83	в г а	1	1
84	в самом деле	7	1
85	ни в какой	1	1
86	не в силах	1	1
87	состоит в том	3	1
88	а в роли	1	1
89	так что в	1	1
90	крайней мере в	1	1
91	по аналогии с	1	1
92	и учение о	1	1
93	таким образом если	1	1
94	но еще и	1	1
95	не потому что	3	1
96	чуть ли не	2	1
97	как одно из	1	1
98	то же время	2	1
99	потому что не	2	1
100	хотя бы на	1	1
101	только потому что	6	1
102	той или иной	1	1
103	и все же	1	1
104	в наше время	1	1
105	все же остается	1	1
106	в силу того	2	1
107	хотя бы в	4	1
108	можно ли в	1	1
109	свидетельствует о том	1	1
