N	3gram	Ircho_Kome_3	FransuaR
1	о том что	4	5
2	то же время	4	5
3	в то же	4	5
4	в самом деле	6	4
5	с одной стороны	3	4
6	сих пор еще	1	3
7	на первый план	1	3
8	в этом отношении	2	3
9	в первом случае	1	3
10	до сих пор	9	3
11	одной стороны и	1	2
12	с точки зрения	3	2
13	почти во всех	1	2
14	с другой стороны	2	2
15	в том что	9	2
16	и с его	1	2
17	в сущности к	1	2
18	по отношению к	3	1
19	в обоих случаях	1	1
20	ты можешь найти	1	1
21	в основе своей	1	1
22	пределах того же	1	1
23	более или менее	1	1
24	и как раз	1	1
25	в нем только	1	1
26	в себе самом	1	1
27	в настоящее время	1	1
28	о том как	3	1
29	с молодыми людьми	1	1
30	совершенно особый характер	1	1
31	знаешь ли ты	1	1
32	как это было	1	1
33	что в некоторых	1	1
34	можно предполагать что	1	1
35	к себе в	1	1
36	он должен быть	1	1
37	его ничем не	1	1
38	около г и	1	1
39	вместе с тем	3	1
40	только для того	2	1
41	из них является	1	1
42	как раз в	1	1
43	в конце концов	2	1
44	в связи с	3	1
45	то что он	1	1
46	в пределах того	1	1
47	в разной степени	1	1
48	с этой целью	1	1
49	как бы в	1	1
50	а в ее	1	1
51	для того чтобы	6	1
52	не могла не	1	1
53	в зависимости от	1	1
54	в то время	2	1
55	после того как	1	1
56	как и всякий	1	1
57	но все же	2	1
58	можно сказать что	1	1
59	за то что	1	1
60	бы при этом	1	1
61	и до сих	1	1
62	в каждом из	1	1
63	мы еще вернемся	1	1
64	человека и его	1	1
65	что и в	2	1
