N	2gram	Losev_Prob_2	DiskursI
1	в себе	5	19
2	при этом	3	17
3	в этом	17	16
4	как и	5	16
5	и в	35	16
6	в качестве	2	16
7	может быть	18	16
8	и не	37	15
9	а не	10	14
10	то есть	39	12
11	в частности	5	12
12	но в	6	11
13	представляет собой	2	11
14	но и	16	11
15	со стороны	1	10
16	не только	24	10
17	том что	19	10
18	так и	7	9
19	не может	13	9
20	такого рода	15	9
21	как в	1	8
22	в том	12	8
23	а также	2	8
24	но не	4	7
25	в данном	10	7
26	в рамках	1	7
27	в нем	1	7
28	ни в	6	7
29	не менее	13	7
30	прежде всего	11	7
31	то же	5	6
32	еще не	10	6
33	с его	1	6
34	данном случае	5	6
35	отнюдь не	5	6
36	все же	8	6
37	тем самым	7	6
38	по своей	1	6
39	в своих	3	6
40	и на	5	5
41	в своем	4	5
42	в то	6	5
43	нового времени	1	5
44	с другой	6	5
45	что в	11	5
46	то что	38	5
47	а с	1	5
48	и то	10	4
49	в этой	9	4
50	роль в	2	4
51	в основе	3	4
52	потому что	13	4
53	этом отношении	1	4
54	о том	18	4
55	в пределах	1	4
56	одного из	1	4
57	времени в	1	4
58	с одной	5	4
59	в одном	1	4
60	одной стороны	5	4
61	как бы	4	4
62	не является	7	4
63	мира и	1	4
64	точки зрения	2	4
65	к его	1	4
66	к этому	1	4
67	можно назвать	1	4
68	также и	12	3
69	чего не	1	3
70	и ее	2	3
71	столь же	1	3
72	рассмотренных выше	1	3
73	перед нами	2	3
74	и как	4	3
75	и наконец	3	3
76	все эти	7	3
77	из этих	3	3
78	претендовать на	1	3
79	он не	2	3
80	из виду	1	3
81	не следует	1	3
82	подход к	1	3
83	в другом	1	3
84	его в	3	3
85	это не	1	3
86	в этих	4	3
87	для данного	1	3
88	не в	2	3
89	той или	5	3
90	мысль о	2	3
91	еще в	2	3
92	в его	7	3
93	только в	14	3
94	и его	1	3
95	уже не	8	3
96	может претендовать	1	3
97	в них	2	3
98	или иной	5	3
99	здесь в	1	3
100	не было	3	3
101	не знает	3	3
102	мира в	1	3
103	как будто	6	3
104	можно сказать	6	3
105	но это	6	3
106	и того	3	3
107	и все	5	3
108	как на	2	3
109	которых не	1	2
110	же как	1	2
111	и это	5	2
112	по преимуществу	2	2
113	той же	2	2
114	место в	1	2
115	совпадает с	2	2
116	говорить о	10	2
117	в ней	2	2
118	к своему	1	2
119	мы имеем	1	2
120	не нужно	3	2
121	время в	1	2
122	не требует	2	2
123	к которой	1	2
124	отношение к	1	2
125	тут же	8	2
126	первый взгляд	1	2
127	оказывается не	1	2
128	стороны и	4	2
129	как уже	1	2
130	отношения между	1	2
131	в целом	3	2
132	должна быть	1	2
133	с таким	1	2
134	свое время	1	2
135	подобно тому	2	2
136	что ни	1	2
137	является не	2	2
138	содержит в	2	2
139	и с	10	2
140	входит в	2	2
141	на почве	1	2
142	но уже	5	2
143	или из	1	2
144	должно быть	2	2
145	такой же	1	2
146	все это	4	2
147	на первый	4	2
148	этом случае	7	2
149	пока еще	9	2
150	речи в	1	2
151	их в	4	2
152	некоторого рода	7	2
153	чем не	1	2
154	никогда не	1	2
155	жизни не	1	2
156	со своим	1	2
157	сводится к	2	2
158	не столь	2	2
159	что на	4	2
160	в области	6	2
161	с их	1	2
162	для себя	9	2
163	с ее	1	2
164	но при	2	2
165	ни одно	1	2
166	здесь не	2	2
167	времени и	1	2
168	в результате	4	2
169	на большую	1	2
170	представляющий собой	1	2
171	между тем	1	2
172	в языке	15	2
173	что и	2	2
174	и всякое	2	2
175	и одновременно	1	2
176	которая в	1	2
177	к их	1	2
178	который не	1	2
