N	3gram	Tiupa_Lite_1	Problema
1	о том что	2	9
2	с точки зрения	2	8
3	в том что	11	8
4	в связи с	4	7
5	тем не менее	2	5
6	с другой стороны	1	5
7	по крайней мере	1	4
8	и то что	2	3
9	и в частности	1	3
10	далеко не всегда	1	3
11	с одной стороны	2	3
12	а с другой	1	3
13	в русской литературе	3	3
14	это уже не	1	2
15	дело в том	2	2
16	по отношению к	2	2
17	в том числе	1	2
18	том что он	1	2
19	до сих пор	1	2
20	бы то ни	1	2
21	никак не мог	1	2
22	в это время	1	2
23	при всем своем	1	2
24	в данном случае	4	2
25	не может быть	1	2
26	во всяком случае	2	2
27	но все же	1	2
28	на то что	1	2
29	по этому поводу	1	2
30	тех или иных	1	2
31	бы ни были	1	1
32	то что я	1	1
33	нет не только	1	1
34	другой стороны он	1	1
35	в области художественного	1	1
36	чуть ли не	2	1
37	одним и тем	1	1
38	не говоря уже	2	1
39	на самом деле	1	1
40	в самом деле	1	1
41	рассматриваться в качестве	1	1
42	имеется в виду	1	1
43	каковы бы ни	1	1
44	как раз и	1	1
45	в одной из	1	1
46	жизни человека и	1	1
47	виду не только	1	1
48	между тем как	1	1
49	в этом отношении	2	1
50	в наше время	1	1
51	по аналогии с	3	1
52	можно было бы	1	1
53	все же в	2	1
54	том что не	1	1
55	том что его	2	1
56	говоря уже о	1	1
57	с этой точки	3	1
58	ту или иную	2	1
59	только потому что	1	1
60	едва ли не	1	1
61	на эту тему	1	1
62	и тем же	1	1
63	но в то	1	1
64	не только в	4	1
65	то ни было	1	1
66	на первый взгляд	1	1
67	на задний план	1	1
68	состоит в том	5	1
69	а также и	1	1
70	и в этом	1	1
71	в виду не	2	1
72	с тем же	1	1
73	так или иначе	8	1
74	хотя бы на	1	1
75	этой точки зрения	3	1
76	то же время	5	1
77	может быть это	3	1
78	уже не просто	1	1
79	не в силах	1	1
80	с самого начала	1	1
81	уже в году	2	1
82	в большинстве случаев	1	1
83	в то же	5	1
84	в частности для	1	1
85	но в силу	1	1
86	ни были его	1	1
87	к тому же	1	1
