N	2gram	Bakhtin_sl_1	Literetu
1	и не	16	22
2	и в	41	16
3	при этом	6	15
4	в этом	12	14
5	не только	16	14
6	но и	16	14
7	в том	3	12
8	может быть	14	12
9	а не	15	12
10	в частности	2	11
11	не в	7	10
12	такого рода	2	10
13	то же	14	9
14	так и	11	9
15	в то	14	9
16	того что	3	9
17	в этой	1	8
18	в жизни	1	8
19	том что	2	8
20	не может	14	8
21	как бы	12	8
22	в своей	7	7
23	же время	12	7
24	только в	6	7
25	себя в	9	7
26	в противовес	1	7
27	со стороны	1	7
28	точки зрения	16	7
29	еще не	4	6
30	с его	4	6
31	в себе	3	6
32	в другом	2	6
33	о том	3	6
34	и его	14	6
35	в его	13	6
36	с другой	5	6
37	к тому	3	6
38	в отличие	1	5
39	отличие от	1	5
40	как в	8	5
41	в целом	2	5
42	то есть	26	5
43	лишь в	4	5
44	это не	6	5
45	как и	4	5
46	в основе	5	5
47	этом отношении	1	5
48	в ее	2	5
49	в качестве	3	5
50	в поэзии	3	5
51	именно в	3	5
52	вместе с	1	5
53	а в	6	5
54	с жизнью	1	4
55	одним из	4	4
56	но не	2	4
57	хотя и	2	4
58	и если	1	4
59	входит в	4	4
60	должно быть	2	4
61	место в	1	4
62	однако в	1	4
63	даже в	2	4
64	никогда не	3	4
65	художника в	1	4
66	данном случае	3	4
67	а также	2	4
68	с одной	4	4
69	в начале	1	4
70	из них	3	4
71	в одном	2	4
72	как у	1	4
73	до конца	12	4
74	одной стороны	4	4
75	в данном	3	4
76	по существу	3	4
77	и для	4	4
78	например в	2	3
79	той же	2	3
80	с ее	4	3
81	но уже	1	3
82	в сторону	1	3
83	и наконец	4	3
84	и к	5	3
85	но в	8	3
86	то в	2	3
87	бы и	3	3
88	на его	8	3
89	а затем	1	3
90	и тем	2	3
91	в слове	7	3
92	с точки	8	3
93	произведения в	1	3
94	себе самому	1	3
95	по своей	1	3
96	потому что	2	3
97	эстетический объект	1	3
98	для его	1	3
99	прежде всего	8	3
100	между тем	2	3
101	все время	3	3
102	совершенно не	2	3
103	уже не	2	3
104	в самом	5	3
105	наконец в	2	3
106	более того	3	3
107	о чем	1	3
108	мира в	1	3
109	в иных	1	3
110	там где	4	3
111	жизнью в	1	3
112	в романе	21	3
113	на смену	1	3
114	жизни и	1	3
115	как на	1	3
116	художественного произведения	1	2
117	того же	6	2
118	в первом	3	2
119	установка на	6	2
120	поэзии и	4	2
121	для своего	1	2
122	как мы	8	2
123	не сомневается	1	2
124	в кругозоре	1	2
125	мы и	2	2
126	предстает как	1	2
127	и на	14	2
128	время в	1	2
129	бы то	1	2
130	во всех	17	2
131	отношение к	7	2
132	без другого	2	2
133	стороны и	1	2
134	все же	7	2
135	могли бы	1	2
136	еще на	1	2
137	не знает	1	2
138	так или	1	2
139	он в	5	2
140	на то	1	2
141	вследствие этого	1	2
142	все они	7	2
143	в нем	30	2
144	ответственность за	2	2
145	не как	4	2
146	в творческом	1	2
147	человека в	1	2
148	то ни	1	2
149	и с	4	2
150	его в	3	2
151	действительности в	1	2
152	было бы	3	2
153	и даже	6	2
154	лишь на	3	2
155	той или	9	2
156	далеко не	5	2
157	он и	1	2
158	несмотря на	1	2
159	и ее	3	2
160	к предмету	4	2
161	одном из	1	2
162	ни было	2	2
163	автора и	4	2
164	не менее	1	2
165	того чтобы	1	2
166	как раз	2	2
167	другой стороны	4	2
168	а лишь	1	2
169	у нас	2	2
170	сознания с	1	2
171	и сам	3	2
172	не с	2	2
173	здесь как	1	2
174	если бы	1	2
175	о нем	4	2
176	слова из	1	2
177	одного из	2	2
178	можно сказать	2	2
179	в эстетической	1	2
180	во втором	1	2
181	что и	1	2
182	и только	1	2
183	но с	1	2
184	и одновременно	2	2
185	здесь не	2	2
186	вне себя	3	2
187	с ними	3	2
188	со всеми	1	2
189	связи с	2	2
190	к своим	1	2
191	ни с	1	2
192	для него	3	2
193	для того	2	2
194	или иной	9	2
195	или иначе	1	2
196	себя и	1	2
197	что не	1	2
198	с ней	2	2
199	а на	2	2
200	так же	2	2
201	и потому	4	2
202	быть только	2	2
203	быть не	1	2
204	с этой	3	2
205	автором и	2	2
206	один из	4	2
207	по аналогии	1	2
208	за его	1	2
209	поэт в	1	2
210	же в	1	2
211	романа и	5	2
212	отношением к	1	2
213	в свою	3	2
214	оно не	6	2
215	эти слова	2	2
216	героя как	1	2
217	к этому	2	2
218	как известно	1	1
219	от этой	2	1
220	и т	28	1
221	и то	2	1
222	на самом	2	1
223	тех же	1	1
224	в стороне	1	1
225	и есть	1	1
226	так уже	1	1
227	такого слова	1	1
228	от самого	1	1
229	из самых	1	1
230	его же	3	1
231	по преимуществу	4	1
232	и до	1	1
233	из его	1	1
234	оно было	2	1
235	с таким	1	1
236	века в	2	1
237	мы уже	2	1
238	смотреть на	1	1
239	из своих	2	1
240	приводят к	1	1
241	в последнем	1	1
242	в каждый	5	1
243	совсем иное	1	1
244	и со	1	1
245	целого в	1	1
246	и он	1	1
247	в ней	4	1
248	который может	1	1
249	в сочетании	2	1
250	он был	1	1
251	в последних	1	1
252	своим и	2	1
253	состояние его	1	1
254	остаются в	2	1
255	не просто	1	1
256	нет и	1	1
257	за пределы	4	1
258	в истории	3	1
259	поскольку его	1	1
260	данный момент	4	1
261	с этим	3	1
262	и дети	1	1
263	в своем	3	1
264	перед нами	4	1
265	сознания в	1	1
266	что по	1	1
267	более или	3	1
268	в этот	1	1
269	никто его	1	1
270	новые миры	1	1
271	себе как	1	1
272	существенных для	1	1
273	бы не	1	1
274	у каждого	2	1
275	т п	23	1
276	иным путем	1	1
277	мы чувствуем	1	1
278	стороны всякого	1	1
279	так сказать	5	1
280	вообще не	3	1
281	в определенном	1	1
282	тем не	1	1
283	отказа от	1	1
284	он не	3	1
285	его стихи	1	1
286	жизнью и	1	1
287	оно должно	1	1
288	людей и	1	1
289	не бывает	1	1
290	бы они	1	1
291	встречаются и	1	1
292	слова и	13	1
293	значение в	1	1
294	его не	1	1
295	высказывания и	2	1
296	на все	2	1
297	в лирике	1	1
298	с другими	5	1
299	только одно	1	1
300	в них	6	1
301	о которых	1	1
302	зрения говорящего	1	1
303	каждый данный	5	1
304	этого не	1	1
305	и уже	1	1
306	и вне	1	1
307	активности и	2	1
308	жизни но	2	1
309	как целого	1	1
310	чем в	1	1
311	на этот	1	1
312	и того	1	1
313	был бы	2	1
314	на пути	1	1
315	в понимании	3	1
316	из общего	1	1
317	в их	4	1
318	теперь эта	1	1
319	не столько	1	1
320	прибегает к	1	1
321	не к	1	1
322	процессе своего	1	1
323	но это	1	1
324	но он	2	1
325	друг другу	2	1
326	и эти	2	1
327	новые и	1	1
328	в устах	1	1
329	бы быть	1	1
330	вовсе не	7	1
331	сам он	1	1
332	например и	1	1
333	тому что	2	1
334	то с	1	1
335	в отношении	6	1
336	его интенции	1	1
337	она не	3	1
338	в процессе	4	1
339	мы все	2	1
340	в единство	2	1
341	в самых	2	1
342	для всего	1	1
343	только не	1	1
344	мышления и	1	1
345	борьба с	1	1
346	такой классический	1	1
347	слова как	6	1
348	поэтическое произведение	1	1
349	и другими	1	1
350	к концу	1	1
351	во всем	1	1
352	всех дорог	1	1
353	как ни	1	1
354	и синтаксическую	1	1
355	языка который	1	1
356	века не	1	1
357	прозе и	1	1
358	входят в	1	1
359	не столь	1	1
360	оказывается перед	1	1
361	различными сторонами	1	1
362	ему не	2	1
363	в действительности	1	1
364	к той	1	1
365	точке зрения	2	1
366	xx века	2	1
367	как только	3	1
368	его за	1	1
369	значительной степени	1	1
370	того о	1	1
371	его с	1	1
372	между автором	2	1
373	правда не	2	1
374	живет на	1	1
375	и о	2	1
376	но по	2	1
377	в виду	1	1
378	свою очередь	2	1
379	находя в	1	1
380	с каким	1	1
381	свои силы	1	1
382	и от	4	1
383	языка и	12	1
384	так в	2	1
385	творческой личности	1	1
386	на том	2	1
387	в чужом	1	1
388	жизнь и	1	1
389	в диалог	1	1
390	был не	1	1
391	для этого	1	1
392	тем чем	3	1
393	всего произведения	2	1
394	столь же	2	1
395	аналогии с	1	1
396	в значительной	1	1
397	нас в	2	1
398	исходят из	1	1
399	возникает и	1	1
400	однако с	1	1
401	творчества в	1	1
402	эти два	1	1
403	нуждается в	1	1
404	бы в	1	1
405	непосредственно в	1	1
406	в художественной	1	1
407	по своим	6	1
408	и иных	2	1
409	и всякое	2	1
410	и она	1	1
411	и мир	5	1
412	в литературе	1	1
413	к нему	5	1
414	для самих	1	1
415	в двух	1	1
416	отражения в	1	1
417	среди других	2	1
418	одной из	3	1
419	выдержана в	2	1
420	с каждым	1	1
421	явления в	1	1
422	в самое	1	1
423	именно на	1	1
424	в эти	1	1
425	своего собственного	1	1
426	так что	2	1
427	от автора	3	1
428	которых оно	1	1
429	есть в	1	1
430	переходит в	3	1
431	и у	2	1
432	то и	1	1
433	на протяжении	2	1
434	речь в	2	1
435	или даже	2	1
436	и других	3	1
437	и их	1	1
438	с различными	3	1
439	его души	1	1
440	в прозе	1	1
441	в котором	2	1
442	слово как	5	1
443	так как	3	1
444	друг друга	3	1
445	у него	3	1
446	случае не	1	1
447	в русле	4	1
448	автор и	2	1
449	в каждом	4	1
450	автора как	1	1
451	момент в	1	1
452	где в	1	1
453	только на	2	1
454	с общим	1	1
455	не были	3	1
456	влияние на	1	1
457	в обращении	1	1
458	есть не	1	1
459	что они	2	1
460	на определенные	1	1
461	в ряде	1	1
462	чем он	2	1
463	а с	2	1
464	социальной жизни	1	1
465	что для	1	1
466	предмет и	1	1
467	его из	1	1
468	ничем не	1	1
469	только по	1	1
470	которое по	1	1
471	смысла и	3	1
472	не было	3	1
473	не на	5	1
474	в руках	1	1
475	произведение в	1	1
476	и ему	1	1
477	почву для	1	1
478	ведет и	1	1
479	на фоне	7	1
480	и становятся	1	1
481	ко всем	1	1
482	мир он	1	1
483	книге о	1	1
484	ибо в	1	1
485	к своему	6	1
486	конечно не	3	1
487	этого типа	2	1
488	в той	10	1
489	есть только	1	1
490	культурой в	1	1
491	днем и	1	1
492	уже об	1	1
493	и было	1	1
494	и там	3	1
495	зрения которого	1	1
496	своего поэтического	1	1
497	в контексте	2	1
498	в первые	1	1
499	в эстетический	1	1
500	затем и	1	1
501	все это	5	1
502	характерные для	2	1
503	и где	1	1
504	и более	1	1
505	потому не	1	1
506	о котором	1	1
507	которая в	1	1
508	для нас	2	1
509	на границах	1	1
510	или менее	3	1
511	и все	4	1
512	лишь как	3	1
513	у них	2	1
514	в этих	2	1
515	еще более	5	1
516	послужить эпиграфом	1	1
517	из существеннейших	3	1
518	хотя бы	3	1
519	этом как	1	1
520	потребность в	1	1
521	отношении к	6	1
522	не есть	2	1
523	нисколько не	2	1
524	в общем	1	1
525	нет ничего	1	1
526	какой степени	1	1
527	всегда так	1	1
528	героя и	1	1
529	от своего	1	1
530	сказать что	2	1
531	на другом	1	1
532	на один	2	1
533	бы его	2	1
534	из этого	3	1
535	есть и	1	1
536	из романа	2	1
537	в таком	1	1
538	остались те	1	1
539	по причине	1	1
540	который не	1	1
541	эти категории	2	1
542	этой точки	1	1
543	они не	1	1
544	которая не	3	1
